taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	20	10
t2	30	20	30	20
t3	30	20	30	20
t4	30	20	20	10
t5	30	20	20	10
t6	30	20	20	10
t7	30	20	20	10
t9	30	20	20	10
t10	20	10	20	10
t11	30	20	20	10
t12	30	20	20	10
t13	20	10	20	10
t15	30	20	10	0
t16	20	10	20	10
t18	20	10	20	10
t21	30	20	30	20
t22	20	10	20	10
t23	20	10	20	10
t26	20	10	20	10
t27	20	10	20	10
t29	10	0	10	0
t31	10	0	10	0
t32	20	10	20	10
t33	20	10	10	0
t34	30	20	30	20
t36	20	10	10	0
t38	30	20	10	0
t39	20	10	20	10
t41	30	20	30	20
t42	20	10	20	10
t43	20	10	20	10
t44	20	10	20	10
t45	20	10	20	10
t46	20	10	20	10
t47	20	10	20	10
t48	10	0	10	0
t50	10	0	10	0
t52	10	0	10	0
t53	10	0	10	0
t54	10	0	10	0
t55	10	0	10	0
t58	20	10	20	10
t59	20	10	20	10
t61	10	0	10	0
t62	10	0	10	0
t63	10	0	10	0
t64	10	0	10	0
t65	10	0	10	0
t66	10	0	10	0
t67	20	10	10	0
t68	10	0	10	0
t70	10	0	10	0
t71	10	0	10	0
t72	10	0	10	0
t73	10	0	10	0
t74	10	0	10	0
t75	10	0	10	0
t77	20	10	20	10
t78	20	10	10	0
t80	20	10	20	10
t81	20	10	20	10
t82	20	10	20	10
t83	10	0	10	0
t88	10	0	10	0
t98	10	0	10	0
t99	10	0	10	0
t105	10	0	10	0
t106	10	0	10	0
t108	10	0	10	0
t111	10	0	10	0
t112	10	0	10	0
t114	10	0	10	0
t118	10	0	10	0
t120	30	20	30	20
t121	10	0	10	0
t122	10	0	10	0
t123	10	0	10	0
t124	10	0	10	0
t125	10	0	10	0
t126	10	0	10	0
t128	10	0	10	0
t129	10	0	10	0
t130	10	0	10	0
t132	10	0	10	0
t133	10	0	10	0
t136	10	0	10	0
t142	10	0	10	0
t143	10	0	10	0
t145	20	10	10	0
t146	10	0	10	0
t147	10	0	10	0
t148	10	0	10	0
t154	10	0	10	0
t155	10	0	10	0
t156	10	0	10	0
t160	10	0	10	0
t164	10	0	10	0
t168	20	10	20	10
t169	10	0	10	0
t171	10	0	10	0
t176	10	0	10	0
t180	10	0	10	0
t182	10	0	10	0
t183	10	0	10	0
t186	10	0	10	0
t190	10	0	10	0
t191	10	0	10	0
t193	10	0	10	0
t194	10	0	10	0
t195	10	0	10	0
t197	10	0	10	0
t198	10	0	10	0
t199	10	0	10	0
t200	10	0	10	0
t201	10	0	10	0
t202	10	0	10	0
t203	10	0	10	0
t205	10	0	10	0
t207	10	0	10	0
t209	10	0	10	0
t211	10	0	10	0
t212	10	0	10	0
t215	10	0	10	0
t219	20	10	20	10
t220	10	0	10	0
t221	10	0	10	0
t223	10	0	10	0
t224	10	0	10	0
t225	10	0	10	0
t227	10	0	10	0
t229	10	0	10	0
t231	10	0	10	0
t232	10	0	10	0
t233	10	0	10	0
t234	10	0	10	0
t237	10	0	10	0
t239	10	0	10	0
t240	10	0	10	0
t243	10	0	10	0
t244	10	0	10	0
t245	10	0	10	0
t251	10	0	10	0
t253	10	0	10	0
t257	10	0	10	0
t258	10	0	10	0
t260	10	0	10	0
t261	10	0	10	0
t264	10	0	10	0
t265	10	0	10	0
t267	10	0	10	0
t269	10	0	10	0
t271	10	0	10	0
t272	10	0	10	0
t274	10	0	10	0
t276	10	0	10	0
t278	10	0	10	0
t279	10	0	10	0
t280	10	0	10	0
t282	10	0	10	0
t283	10	0	10	0
t284	10	0	10	0
t285	10	0	10	0
t288	10	0	10	0
t291	10	0	10	0
t293	10	0	10	0
t295	10	0	10	0
t297	10	0	10	0
t298	10	0	10	0
t300	10	0	10	0
t301	10	0	10	0
t302	10	0	10	0
t305	10	0	10	0
t306	10	0	10	0
t309	10	0	10	0
t317	10	0	10	0
t318	10	0	10	0
t319	10	0	10	0
t320	10	0	10	0
t321	10	0	10	0
t323	10	0	10	0
t325	10	0	10	0
t327	10	0	10	0
t328	10	0	10	0
t329	10	0	10	0
t334	10	0	10	0
t335	10	0	10	0
t336	10	0	10	0
t340	10	0	10	0
t342	10	0	10	0
t346	10	0	10	0
t347	10	0	10	0
t348	10	0	10	0
t349	10	0	10	0
t351	10	0	10	0
t357	10	0	10	0
t359	10	0	10	0
t360	10	0	10	0
t364	10	0	10	0
t365	10	0	10	0
t368	10	0	10	0
t369	10	0	10	0
t371	10	0	10	0
t372	10	0	10	0
t376	10	0	10	0
t378	10	0	10	0
t382	10	0	10	0
t386	10	0	10	0
t389	10	0	10	0
t390	10	0	10	0
t391	10	0	10	0
t394	10	0	10	0
t396	10	0	10	0
t402	10	0	10	0
t405	10	0	10	0
t407	10	0	10	0
t409	10	0	10	0
t411	10	0	10	0
t415	10	0	10	0
