taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	10	0
t2	30	20	20	10
t3	30	20	20	10
t4	30	20	30	20
t5	30	20	20	10
t6	30	20	20	10
t9	10	0	10	0
t10	30	20	30	20
t11	30	20	20	10
t12	30	20	20	10
t13	20	10	20	10
t15	30	20	20	10
t16	20	10	20	10
t18	20	10	10	0
t19	20	10	20	10
t20	30	20	20	10
t21	20	10	20	10
t22	10	0	10	0
t23	10	0	10	0
t24	10	0	10	0
t27	20	10	20	10
t28	20	10	20	10
t31	20	10	10	0
t32	20	10	20	10
t33	30	20	30	20
t34	30	20	30	20
t35	20	10	10	0
t36	10	0	10	0
t37	10	0	10	0
t38	10	0	10	0
t39	10	0	10	0
t40	10	0	10	0
t41	20	10	10	0
t42	20	10	20	10
t45	10	0	10	0
t50	20	10	20	10
t51	20	10	10	0
t53	20	10	10	0
t54	10	0	10	0
t55	10	0	10	0
t57	30	20	20	10
t58	20	10	10	0
t59	10	0	10	0
t61	10	0	10	0
t64	10	0	10	0
t66	10	0	10	0
t67	10	0	10	0
t69	10	0	10	0
t70	10	0	10	0
t74	10	0	10	0
t75	10	0	10	0
t76	10	0	10	0
t79	10	0	10	0
t81	10	0	10	0
t82	10	0	10	0
t83	10	0	10	0
t84	10	0	10	0
t85	10	0	10	0
t86	10	0	10	0
t87	10	0	10	0
t89	10	0	10	0
t93	20	10	10	0
t94	10	0	10	0
t95	10	0	10	0
t96	10	0	10	0
t97	10	0	10	0
t98	10	0	10	0
t100	10	0	10	0
t101	10	0	10	0
t102	10	0	10	0
t106	10	0	10	0
t107	10	0	10	0
t108	10	0	10	0
t112	10	0	10	0
t116	10	0	10	0
t117	10	0	10	0
t118	10	0	10	0
t120	10	0	10	0
t121	10	0	10	0
t122	10	0	10	0
t124	10	0	10	0
t127	10	0	10	0
t128	10	0	10	0
t129	10	0	10	0
t132	10	0	10	0
t133	10	0	10	0
t135	10	0	10	0
t136	10	0	10	0
t137	10	0	10	0
t138	10	0	10	0
t142	10	0	10	0
t148	10	0	10	0
t149	10	0	10	0
t150	10	0	10	0
t151	10	0	10	0
t155	10	0	10	0
t156	10	0	10	0
t162	10	0	10	0
t163	10	0	10	0
t167	10	0	10	0
t169	10	0	10	0
t170	10	0	10	0
t173	10	0	10	0
t175	10	0	10	0
t176	10	0	10	0
t177	10	0	10	0
t179	10	0	10	0
t180	10	0	10	0
t182	10	0	10	0
t183	10	0	10	0
t187	10	0	10	0
t188	10	0	10	0
t192	10	0	10	0
t194	10	0	10	0
t195	10	0	10	0
t198	10	0	10	0
t199	10	0	10	0
t200	10	0	10	0
t203	10	0	10	0
t205	10	0	10	0
t207	10	0	10	0
t209	10	0	10	0
t210	10	0	10	0
t212	10	0	10	0
t213	10	0	10	0
t217	10	0	10	0
t230	10	0	10	0
t232	10	0	10	0
t236	10	0	10	0
t238	10	0	10	0
t241	10	0	10	0
t242	10	0	10	0
t243	10	0	10	0
t245	10	0	10	0
t248	10	0	10	0
t249	10	0	10	0
t250	10	0	10	0
t251	10	0	10	0
t258	10	0	10	0
t259	10	0	10	0
t262	10	0	10	0
t263	10	0	10	0
t264	10	0	10	0
t266	10	0	10	0
t269	10	0	10	0
t271	10	0	10	0
t272	10	0	10	0
t275	10	0	10	0
t284	10	0	10	0
t287	10	0	10	0
t291	10	0	10	0
t292	10	0	10	0
t294	10	0	10	0
t295	10	0	10	0
t296	10	0	10	0
t299	10	0	10	0
t302	10	0	10	0
t304	10	0	10	0
t307	10	0	10	0
t308	10	0	10	0
t310	10	0	10	0
t315	10	0	10	0
t322	10	0	10	0
t323	10	0	10	0
t324	10	0	10	0
t326	10	0	10	0
t331	10	0	10	0
t332	10	0	10	0
t333	10	0	10	0
t334	10	0	10	0
t339	10	0	10	0
t354	10	0	10	0
t355	10	0	10	0
t356	10	0	10	0
t357	10	0	10	0
t359	10	0	10	0
t362	10	0	10	0
t365	10	0	10	0
t369	10	0	10	0
t373	10	0	10	0
t376	10	0	10	0
t377	10	0	10	0
