taxon	fad	lad
t1	7.13157016487515	0.044243981720923
t3	1.29953280585688	1.29953280585688
t4	4.18610442567572	0.665068398187172
t5	0.844912564135402	0.844912564135402
t7	3.17795849539698	3.17795849539698
t10	4.12124123056045	1.16156845309741
t11	0.240380561782979	0.240380561782979
t12	2.39288447522931	0.642252771855023
t14	0.553185874367701	0.553185874367701
t15	0.586206116256426	0.586206116256426
t16	5.67492946901334	5.67492946901334
t17	1.06237882058533	1.06237882058533
t18	2.60390661948728	1.74513646848556
t19	1.10568614748981	1.10568614748981
t20	0.91805427305105	0.91805427305105
t21	3.11561111308356	0.157321511600697
