taxon	int_1	int_2
t1	0	1
t2	1	1
t4	1	1
t5	0	1
t7	1	0
t8	1	0
t9	1	0
t10	1	0
t14	1	0
t15	1	0
t16	1	0
t17	1	0
t20	1	0
t21	1	0
t22	1	0
t23	1	0
t24	1	0
t25	1	0
t26	1	0
t29	1	0
t30	1	0
t32	1	0
t33	1	0
t35	1	0
t39	1	0
t41	1	0
t42	1	0
t45	1	0
t46	1	0
t53	1	0
t55	1	0
t56	1	0
t57	1	0
t59	1	0
t60	1	0
t62	1	0
t63	1	0
t66	1	0
t69	1	0
t71	1	0
t72	1	0
t74	1	0
t76	1	0
t77	1	0
t79	1	0
t80	1	0
t84	1	0
t95	1	0
t96	1	0
t97	1	0
t98	1	0
t99	1	0
t100	1	0
t101	1	0
t103	1	0
t104	1	0
t105	1	0
t108	1	0
t114	1	0
t115	1	0
t116	1	0
t118	1	0
t119	1	0
t120	1	0
t121	1	0
t124	1	0
t126	1	0
t129	1	0
t133	1	0
t134	1	0
t136	1	0
t139	1	0
t140	1	0
t141	1	0
t143	1	0
t145	1	0
t149	1	0
t150	1	0
t152	1	0
t155	1	0
t156	1	0
t160	1	0
t164	1	0
t172	1	0
t174	1	0
t175	1	0
t179	1	0
t180	1	0
t185	1	0
t191	1	0
t195	1	0
t199	1	0
t208	1	0
t223	1	0
t224	1	0
t227	1	0
t230	1	0
t238	1	0
t239	1	0
t242	1	0
