taxon	int_1	int_2
t1	1	1
t2	1	1
t3	1	1
t4	1	0
t5	1	0
t6	1	0
t9	1	0
t10	1	0
t11	1	0
t15	1	0
t17	1	0
t19	1	0
t20	1	0
t21	1	0
t22	1	0
t25	1	0
t26	1	0
t31	1	0
t32	1	0
t33	1	0
t34	1	0
t36	1	0
t37	1	0
t38	1	0
t40	1	0
t41	1	0
t42	1	0
t43	1	0
t44	1	0
t45	1	0
t47	1	0
t50	1	0
t51	1	0
t52	1	0
t53	1	0
t54	1	0
t57	1	0
t58	1	0
t60	1	0
t63	1	0
t66	1	0
t70	1	0
t71	1	0
t72	1	0
t76	1	0
t77	1	0
t78	1	0
t79	1	0
t80	1	0
t85	1	0
t87	1	0
t88	1	0
t89	1	0
t91	1	0
t93	1	0
t96	1	0
t97	1	0
t98	1	0
t102	1	0
t103	1	0
t107	1	0
t108	1	0
t110	1	0
t111	1	0
t112	1	0
t121	1	0
t122	1	0
t123	1	0
t126	1	0
t127	1	0
t128	1	0
t129	1	0
t132	1	0
t134	1	0
t135	1	0
t136	1	0
t137	1	0
t138	1	0
t141	1	0
t142	1	0
t144	1	0
t147	1	0
t153	1	0
t154	1	0
t155	1	0
t156	1	0
t160	1	0
t164	1	0
t169	1	0
t170	1	0
t171	1	0
t174	1	0
t176	1	0
t180	1	0
t181	1	0
t184	1	0
t186	1	0
t187	1	0
t188	1	0
t189	1	0
t191	1	0
t192	1	0
t195	1	0
t197	1	0
t199	1	0
t200	1	0
t201	1	0
t205	1	0
t207	1	0
t210	1	0
t214	1	0
t215	1	0
t216	1	0
t217	1	0
t221	1	0
t223	1	0
t226	1	0
t228	1	0
t229	1	0
t231	1	0
t235	1	0
t236	1	0
t238	1	0
t240	1	0
t241	1	0
t243	1	0
t244	1	0
t246	1	0
t248	1	0
t250	1	0
t251	1	0
t253	1	0
t255	1	0
t263	1	0
t264	1	0
t265	1	0
t276	1	0
t277	1	0
t278	1	0
t280	1	0
t283	1	0
t286	1	0
t290	1	0
t291	1	0
t293	1	0
t295	1	0
t296	1	0
t298	1	0
t299	1	0
t300	1	0
t305	1	0
t307	1	0
t312	1	0
t313	1	0
t314	1	0
t316	1	0
t320	1	0
t321	1	0
t325	1	0
t329	1	0
t337	1	0
t339	1	0
t342	1	0
t343	1	0
t348	1	0
t351	1	0
t352	1	0
t354	1	0
t355	1	0
t356	1	0
t357	1	0
t358	1	0
t360	1	0
t361	1	0
t362	1	0
t363	1	0
t364	1	0
t368	1	0
t371	1	0
t374	1	0
t375	1	0
t376	1	0
t377	1	0
t379	1	0
t381	1	0
t382	1	0
t384	1	0
t386	1	0
t387	1	0
t391	1	0
t395	1	0
t396	1	0
t401	1	0
t404	1	0
t408	1	0
t411	1	0
t412	1	0
t413	1	0
t416	1	0
t417	1	0
t420	1	0
t423	1	0
t426	1	0
t433	1	0
t435	1	0
t439	1	0
t442	1	0
t445	1	0
t446	1	0
t448	1	0
t453	1	0
t456	1	0
t461	1	0
t464	1	0
t465	1	0
t470	1	0
t482	1	0
t483	1	0
t484	1	0
t485	1	0
t489	1	0
t493	1	0
t496	1	0
t497	1	0
t498	1	0
t502	1	0
t503	1	0
t506	1	0
t508	1	0
t509	1	0
t513	1	0
t515	1	0
t517	1	0
t519	1	0
t520	1	0
t526	1	0
t531	1	0
t539	1	0
t540	1	0
t541	1	0
t542	1	0
t544	1	0
t545	1	0
t546	1	0
t547	1	0
t556	1	0
t561	1	0
t562	1	0
t564	1	0
t567	1	0
t569	1	0
t570	1	0
t571	1	0
t572	1	0
t574	1	0
t579	1	0
t582	1	0
t588	1	0
t589	1	0
t590	1	0
t594	1	0
t599	1	0
t600	1	0
t604	1	0
t606	1	0
t609	1	0
t610	1	0
t614	1	0
t617	1	0
t620	1	0
t626	1	0
t628	1	0
t629	1	0
t630	1	0
t636	1	0
t638	1	0
t640	1	0
t641	1	0
t643	1	0
t645	1	0
t653	1	0
t654	1	0
t658	1	0
t662	1	0
t665	1	0
t668	1	0
t669	1	0
t670	1	0
t671	1	0
t674	1	0
t675	1	0
t676	1	0
t678	1	0
t680	1	0
t682	1	0
t685	1	0
t688	1	0
t691	1	0
t694	1	0
t696	1	0
t700	1	0
t703	1	0
t704	1	0
t705	1	0
t706	1	0
t709	1	0
t712	1	0
t714	1	0
t715	1	0
t716	1	0
t721	1	0
t725	1	0
t726	1	0
t729	1	0
t733	1	0
t734	1	0
t736	1	0
t739	1	0
t740	1	0
t741	1	0
t745	1	0
t746	1	0
t750	1	0
t752	1	0
t753	1	0
t756	1	0
t757	1	0
t758	1	0
t761	1	0
t763	1	0
t765	1	0
t766	1	0
t767	1	0
t772	1	0
t775	1	0
t776	1	0
t779	1	0
t782	1	0
t783	1	0
t785	1	0
t786	1	0
t791	1	0
t794	1	0
t808	1	0
t810	1	0
t811	1	0
t813	1	0
t814	1	0
t817	1	0
t823	1	0
t832	1	0
t839	1	0
t842	1	0
t843	1	0
t845	1	0
t850	1	0
t857	1	0
t866	1	0
t867	1	0
t869	1	0
t870	1	0
t872	1	0
t874	1	0
t877	1	0
t883	1	0
t884	1	0
t888	1	0
t889	1	0
t890	1	0
t891	1	0
t895	1	0
t901	1	0
