taxon	min_age	max_age	status
t1	22.2539441159461	28.1358371537644	extinct
t1	11.0711232780013	16.7017252307851	extinct
t2	16.7017252307851	22.2539441159461	extinct
t3	11.0711232780013	16.7017252307851	extinct
t4	11.0711232780013	16.7017252307851	extant
t4	5.69507416477427	11.0711232780013	extant
t5	0	5.69507416477427	extant
t6	16.7017252307851	22.2539441159461	extinct
t7	16.7017252307851	22.2539441159461	extinct
t7	11.0711232780013	16.7017252307851	extinct
t8	11.0711232780013	16.7017252307851	extant
t8	5.69507416477427	11.0711232780013	extant
t10	5.69507416477427	11.0711232780013	extinct
t10	0	5.69507416477427	extinct
t12	0	5.69507416477427	extinct
t13	5.69507416477427	11.0711232780013	extant
t13	0	5.69507416477427	extant
t16	16.7017252307851	22.2539441159461	extinct
t16	11.0711232780013	16.7017252307851	extinct
t17	16.7017252307851	22.2539441159461	extinct
t17	11.0711232780013	16.7017252307851	extinct
t18	11.0711232780013	16.7017252307851	extinct
t18	5.69507416477427	11.0711232780013	extinct
t20	5.69507416477427	11.0711232780013	extinct
t21	5.69507416477427	11.0711232780013	extinct
t22	5.69507416477427	11.0711232780013	extinct
t23	11.0711232780013	16.7017252307851	extinct
t28	0	5.69507416477427	extant
t29	5.69507416477427	11.0711232780013	extinct
t30	0	5.69507416477427	extant
t31	0	5.69507416477427	extant
t32	0	5.69507416477427	extant
t43	16.7017252307851	22.2539441159461	extinct
t43	5.69507416477427	11.0711232780013	extinct
t44	11.0711232780013	16.7017252307851	extinct
t44	5.69507416477427	11.0711232780013	extinct
t45	5.69507416477427	11.0711232780013	extinct
t47	11.0711232780013	16.7017252307851	extinct
t48	11.0711232780013	16.7017252307851	extinct
t48	5.69507416477427	11.0711232780013	extinct
t49	11.0711232780013	16.7017252307851	extinct
t50	11.0711232780013	16.7017252307851	extinct
t50	5.69507416477427	11.0711232780013	extinct
t52	0	5.69507416477427	extinct
t53	11.0711232780013	16.7017252307851	extinct
t54	5.69507416477427	11.0711232780013	extant
t55	11.0711232780013	16.7017252307851	extinct
t56	5.69507416477427	11.0711232780013	extant
t56	0	5.69507416477427	extant
t60	0	5.69507416477427	extant
t76	0	5.69507416477427	extant
t80	0	5.69507416477427	extant
t87	0	5.69507416477427	extant
t91	11.0711232780013	16.7017252307851	extinct
t92	11.0711232780013	16.7017252307851	extinct
t92	0	5.69507416477427	extinct
t93	11.0711232780013	16.7017252307851	extinct
t93	5.69507416477427	11.0711232780013	extinct
t96	11.0711232780013	16.7017252307851	extinct
t96	5.69507416477427	11.0711232780013	extinct
t97	11.0711232780013	16.7017252307851	extinct
t98	11.0711232780013	16.7017252307851	extant
t98	0	5.69507416477427	extant
t99	0	5.69507416477427	extinct
t100	11.0711232780013	16.7017252307851	extant
t100	5.69507416477427	11.0711232780013	extant
t102	11.0711232780013	16.7017252307851	extinct
t103	5.69507416477427	11.0711232780013	extinct
t107	5.69507416477427	11.0711232780013	extinct
t108	0	5.69507416477427	extant
t112	5.69507416477427	11.0711232780013	extinct
t113	0	5.69507416477427	extant
t116	0	5.69507416477427	extant
t135	0	5.69507416477427	extant
t152	0	5.69507416477427	extinct
t153	0	5.69507416477427	extant
t154	11.0711232780013	16.7017252307851	extinct
t155	0	5.69507416477427	extant
t157	11.0711232780013	16.7017252307851	extinct
t161	0	5.69507416477427	extant
t162	0	5.69507416477427	extinct
t168	5.69507416477427	11.0711232780013	extant
t171	0	5.69507416477427	extant
t174	0	5.69507416477427	extant
t177	0	5.69507416477427	extant
t181	0	5.69507416477427	extant
t185	0	5.69507416477427	extant
t212	0	5.69507416477427	extinct
t214	0	5.69507416477427	extant
t216	11.0711232780013	16.7017252307851	extinct
t216	5.69507416477427	11.0711232780013	extinct
t222	5.69507416477427	11.0711232780013	extinct
t222	0	5.69507416477427	extinct
t224	0	5.69507416477427	extant
t229	5.69507416477427	11.0711232780013	extinct
t230	0	5.69507416477427	extant
t244	0	5.69507416477427	extant
t245	0	5.69507416477427	extant
t247	0	5.69507416477427	extant
t253	0	5.69507416477427	extant
t272	0	5.69507416477427	extant
t273	5.69507416477427	11.0711232780013	extant
t274	5.69507416477427	11.0711232780013	extinct
t279	5.69507416477427	11.0711232780013	extant
t279	0	5.69507416477427	extant
t280	5.69507416477427	11.0711232780013	extant
t280	0	5.69507416477427	extant
t283	0	5.69507416477427	extant
t288	0	5.69507416477427	extant
t292	0	5.69507416477427	extant
t298	0	5.69507416477427	extinct
t315	0	5.69507416477427	extant
t319	0	5.69507416477427	extant
t322	0	5.69507416477427	extant
t323	0	5.69507416477427	extant
t325	0	5.69507416477427	extant
t326	0	5.69507416477427	extant
t327	0	5.69507416477427	extant
t335	5.69507416477427	11.0711232780013	extant
t336	0	5.69507416477427	extant
t337	0	5.69507416477427	extant
t339	0	5.69507416477427	extant
t344	0	5.69507416477427	extinct
t345	0	5.69507416477427	extinct
t346	0	5.69507416477427	extinct
t347	0	5.69507416477427	extant
t366	0	5.69507416477427	extant
t368	0	5.69507416477427	extinct
t375	5.69507416477427	11.0711232780013	extinct
t376	0	5.69507416477427	extant
t379	0	5.69507416477427	extinct
t382	0	5.69507416477427	extant
t389	0	5.69507416477427	extant
t390	0	5.69507416477427	extinct
t394	0	5.69507416477427	extant
t396	0	5.69507416477427	extant
t400	0	5.69507416477427	extant
t402	0	5.69507416477427	extant
t410	0	5.69507416477427	extant
