taxon	fad	lad
t1	25.8279746182421	4.80175529612822
t2	24.0778066694006	13.2463437524521
t4	22.8503137354104	22.8503137354104
t5	20.0071529914148	9.08651942588087
t6	15.5447983507402	8.07333244954854
t7	18.4417549843751	18.4417549843751
t8	15.9796270516784	13.4431361457925
t9	8.75448873360951	8.75448873360951
t10	8.35290642743213	6.780564077607
t11	1.13381894310906	1.13381894310906
t12	25.6517536883488	25.6517536883488
t13	18.0302933414372	18.0302933414372
t14	14.8159746099796	4.7403536480928
t15	8.81575112605889	5.26555442139226
t16	9.54899439949	7.39318961948855
t17	11.8665114467875	9.0591409885084
t18	10.8165257959687	4.15710879892432
t20	17.1468485949553	6.77781875524481
t21	18.0048852730132	15.4170181698585
t22	14.0035336710791	6.77837368990973
t24	5.97307525905562	5.88475080866932
t25	16.4209140618356	16.4209140618356
t27	8.09328645635704	8.09328645635704
t30	14.900455626465	13.7072261805878
t31	13.9906762550817	10.5826134277588
t32	10.3162457926346	9.25120449707142
t33	8.13918062308086	8.13918062308086
t37	2.04437971563018	0.614997126605378
t41	22.5936103807933	5.35007269213715
t42	16.8137035593606	11.067107030973
t43	11.0468217659349	9.36724835605472
t46	6.22384554164008	6.22384554164008
t48	2.0838221001053	2.0838221001053
t49	0.212924982864038	0.212924982864038
t50	9.78187744076705	6.15116393296099
t51	10.0837995160774	10.0837995160774
t53	5.46697127731631	2.89130828816628
t55	15.1683626406847	12.0895353168118
t56	17.6955562594632	9.71206925657087
t57	17.8832601348376	17.2841166977163
t58	11.4501023329114	3.29338755255696
t59	11.241682282581	3.6294376035054
t60	7.60393313265739	5.40671219572461
t62	15.8209090483896	9.01108462819041
t63	12.5573201034587	8.75619762996719
t64	8.47415349842667	2.30889472235134
t65	2.47443336716979	2.47443336716979
t70	6.27951657715933	5.95104746992138
t71	2.81187839480273	2.81187839480273
t73	9.72896638185641	9.72896638185641
t74	17.1130992530553	2.90973686646092
t75	11.9567698337436	11.9567698337436
t76	9.2692977524789	9.2692977524789
t77	9.05515020769569	9.05515020769569
t78	9.84555310753915	9.84555310753915
t79	5.64605183114855	5.64605183114855
t80	7.40158581134856	7.10568139444719
t81	5.04926173204765	4.17803072714145
t83	2.11400070105578	2.11400070105578
t84	6.47667504979822	1.69761900115118
t85	1.78346725086345	1.69987763266238
t86	0.707497188747716	0.707497188747716
t89	18.3853109167845	18.3853109167845
t90	15.4784714218238	11.5955308271147
t91	16.1387946527486	16.1387946527486
t92	6.2366515862493	6.2366515862493
t93	4.11961635662121	2.83818045630323
t94	16.5234012391441	15.6567892849172
t96	10.7513904869738	9.95331203597862
t97	9.27478814078792	9.27478814078792
t99	5.34765806952912	5.34765806952912
t100	6.56597935760805	6.56597935760805
t101	6.24695034398177	2.66040050518782
t102	4.2004537092485	3.92633112489393
t106	7.39479630804701	0.707515511858816
t107	17.8898230216965	4.2779218974877
t108	17.9268258244937	2.69006544785507
t111	10.5758194495949	10.5758194495949
