taxon	int_1	int_2
t1	0	1
t2	0	1
t3	1	1
t6	0	1
t8	1	0
t10	1	0
t13	0	1
t14	1	0
t17	1	0
t18	0	1
t19	0	1
t20	1	0
t21	1	0
t23	1	0
t26	1	0
t30	1	0
t34	1	0
t35	1	0
t37	1	0
t39	1	0
t44	1	0
t45	1	0
t48	1	0
t49	1	0
t55	1	0
t60	1	1
t62	1	0
t64	1	0
t66	1	0
t67	1	0
t70	1	0
t71	1	0
t72	1	0
t78	1	0
t88	1	0
t94	1	0
t98	1	0
t100	1	0
t110	1	0
t112	1	0
t113	1	0
t114	1	0
t115	1	0
t127	1	0
t132	1	0
t134	1	0
t142	1	0
t145	1	0
t160	1	0
t167	1	0
t172	1	0
t173	1	0
t175	1	0
t180	1	0
t183	1	0
t196	1	0
t197	1	0
t204	1	0
t206	1	0
t207	1	0
t209	1	0
t210	1	0
t212	1	0
t218	1	0
t226	1	0
t237	1	0
t239	1	0
t250	1	0
t251	1	0
t252	1	0
t257	1	0
t258	1	0
t263	1	0
t265	1	0
t266	1	0
t271	1	0
t282	1	0
