taxon	int_1	int_2
t2	0	1
t3	1	1
t4	1	1
t6	1	0
t7	1	0
t11	0	1
t14	1	1
t18	1	0
t22	0	1
t23	0	1
t25	1	0
t31	1	0
t32	1	0
t34	1	0
t38	1	0
t39	1	0
t50	0	1
t53	1	0
t56	1	0
t67	1	0
t71	1	0
t73	1	0
t78	1	0
t84	1	0
t95	1	1
t101	1	0
t102	1	0
t103	1	0
t105	1	1
t110	1	0
t111	0	1
t112	1	0
t115	1	0
t116	1	0
t123	1	0
t126	1	0
t129	1	0
t130	1	0
t132	1	0
t135	1	0
t141	1	0
t142	1	0
t147	1	0
t154	1	0
t156	1	0
t161	1	0
t163	1	0
t169	1	0
t172	1	0
t178	1	0
t183	1	0
t192	1	0
t193	0	1
t194	1	0
t214	1	0
t219	1	0
t224	1	0
t225	1	0
t231	1	0
t235	1	0
t240	1	0
t243	1	0
t244	1	0
t258	1	0
t259	1	0
t260	1	0
t261	1	0
t268	1	0
t270	1	0
t281	1	0
t283	1	0
t284	1	0
t287	1	0
t302	1	0
t307	1	0
t309	1	0
t330	1	0
t340	1	0
t347	1	0
t353	1	0
t357	1	0
t360	1	0
t369	1	0
t387	1	0
t405	1	0
t413	1	0
t414	1	0
t417	1	0
t419	1	0
