taxon	max_age	min_age
t1	17.3363637118448	11.4872923857703
t3	13.3837571113689	12.9466214568673
t4	9.51129987243008	9.51129987243008
t6	6.6193516122032	6.6193516122032
t7	10.2254174821858	8.13367537244569
t9	7.31228149205947	5.89881874531671
t10	4.58510837397697	4.58510837397697
t12	7.09398055310996	0
t13	10.308541470859	8.38932972883848
t15	6.0866893100088	6.0866893100088
t16	2.09588754405574	0
t17	2.63672755444185	1.53057050422975
t18	2.76107314798412	0
t21	0.18027006369131	0
t26	0.517426763060293	0
