taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	30	20
t5	20	10	10	0
t6	10	0	0	-Inf
t7	20	10	0	-Inf
t9	30	20	30	20
t10	20	10	20	10
t11	30	20	30	20
t12	10	0	0	-Inf
t13	10	0	10	0
t14	10	0	0	-Inf
t15	10	0	0	-Inf
t16	10	0	10	0
t18	10	0	10	0
t19	10	0	0	-Inf
t24	10	0	0	-Inf
t25	10	0	0	-Inf
t26	10	0	0	-Inf
t27	30	20	30	20
t28	30	20	30	20
t29	30	20	30	20
t34	30	20	30	20
t38	20	10	20	10
t39	30	20	10	0
t42	10	0	0	-Inf
t45	10	0	0	-Inf
t46	10	0	0	-Inf
t48	10	0	0	-Inf
t49	10	0	0	-Inf
t50	10	0	10	0
t52	10	0	0	-Inf
t54	10	0	0	-Inf
t55	10	0	0	-Inf
t56	10	0	10	0
t59	10	0	0	-Inf
t60	10	0	0	-Inf
t61	30	20	30	20
t62	30	20	30	20
t63	30	20	30	20
t64	30	20	20	10
t66	30	20	30	20
t67	30	20	10	0
t68	20	10	0	-Inf
t71	20	10	20	10
t73	30	20	30	20
t74	30	20	30	20
t75	30	20	30	20
t76	10	0	0	-Inf
t77	10	0	0	-Inf
t79	10	0	0	-Inf
t80	10	0	0	-Inf
t81	10	0	0	-Inf
t83	10	0	0	-Inf
t84	10	0	0	-Inf
t85	10	0	0	-Inf
t86	10	0	0	-Inf
t89	10	0	0	-Inf
t90	10	0	0	-Inf
t93	10	0	0	-Inf
t96	10	0	0	-Inf
t98	30	20	30	20
t99	30	20	30	20
t100	30	20	30	20
t102	20	10	20	10
t103	30	20	0	-Inf
t104	30	20	30	20
t107	10	0	0	-Inf
t109	10	0	0	-Inf
t110	10	0	0	-Inf
t113	10	0	0	-Inf
t114	10	0	0	-Inf
t117	10	0	0	-Inf
t118	10	0	0	-Inf
t119	10	0	0	-Inf
t120	10	0	0	-Inf
t121	30	20	30	20
t125	10	0	0	-Inf
t129	10	0	0	-Inf
t130	10	0	0	-Inf
t132	10	0	0	-Inf
t137	30	20	30	20
t140	20	10	20	10
t141	20	10	20	10
t142	10	0	10	0
t145	20	10	20	10
t146	10	0	0	-Inf
t147	10	0	0	-Inf
t148	10	0	0	-Inf
t149	20	10	20	10
t150	20	10	20	10
t151	10	0	0	-Inf
t152	10	0	0	-Inf
t153	10	0	0	-Inf
t155	10	0	0	-Inf
t156	10	0	0	-Inf
t158	10	0	10	0
t159	10	0	0	-Inf
t167	10	0	0	-Inf
t168	10	0	0	-Inf
t169	10	0	10	0
t171	10	0	0	-Inf
t173	10	0	0	-Inf
t174	10	0	0	-Inf
t175	10	0	10	0
t176	10	0	0	-Inf
t177	20	10	20	10
t178	10	0	0	-Inf
t179	10	0	0	-Inf
t181	10	0	0	-Inf
t182	10	0	0	-Inf
t183	10	0	0	-Inf
t186	10	0	0	-Inf
t191	10	0	0	-Inf
t193	10	0	0	-Inf
t200	10	0	0	-Inf
t201	10	0	0	-Inf
t202	10	0	0	-Inf
t207	10	0	0	-Inf
t211	10	0	10	0
t212	10	0	0	-Inf
t213	10	0	0	-Inf
t214	10	0	10	0
t215	10	0	0	-Inf
t216	10	0	0	-Inf
t217	10	0	10	0
t218	10	0	0	-Inf
t221	10	0	10	0
t222	10	0	0	-Inf
t223	10	0	0	-Inf
t224	10	0	0	-Inf
t225	10	0	0	-Inf
t226	10	0	10	0
t227	10	0	0	-Inf
t229	10	0	0	-Inf
t230	10	0	0	-Inf
t232	10	0	10	0
t233	10	0	0	-Inf
t234	10	0	0	-Inf
t235	10	0	0	-Inf
t236	10	0	0	-Inf
t237	10	0	0	-Inf
t239	10	0	0	-Inf
t240	10	0	0	-Inf
t241	10	0	0	-Inf
t242	10	0	10	0
t243	10	0	0	-Inf
t245	10	0	0	-Inf
t247	10	0	0	-Inf
t255	10	0	0	-Inf
t261	10	0	0	-Inf
t263	10	0	0	-Inf
t264	10	0	10	0
t265	10	0	0	-Inf
t266	10	0	0	-Inf
t267	10	0	0	-Inf
t268	10	0	0	-Inf
t269	10	0	0	-Inf
t270	10	0	0	-Inf
t277	10	0	0	-Inf
t278	10	0	0	-Inf
t279	10	0	0	-Inf
t282	10	0	0	-Inf
t283	10	0	0	-Inf
t284	10	0	0	-Inf
t285	10	0	0	-Inf
t288	10	0	0	-Inf
t289	10	0	0	-Inf
t291	10	0	0	-Inf
t292	10	0	0	-Inf
t293	10	0	0	-Inf
t294	10	0	10	0
t295	10	0	10	0
t296	10	0	0	-Inf
t297	10	0	0	-Inf
t298	10	0	0	-Inf
t299	10	0	0	-Inf
t302	10	0	0	-Inf
t303	10	0	0	-Inf
t304	10	0	0	-Inf
t305	10	0	0	-Inf
t307	10	0	0	-Inf
t309	10	0	0	-Inf
t312	10	0	0	-Inf
t313	10	0	10	0
t314	10	0	0	-Inf
t315	10	0	0	-Inf
t316	10	0	0	-Inf
t317	10	0	0	-Inf
t320	10	0	0	-Inf
t321	10	0	0	-Inf
t324	10	0	0	-Inf
t327	10	0	0	-Inf
t329	10	0	0	-Inf
t330	10	0	0	-Inf
t333	10	0	0	-Inf
t336	10	0	0	-Inf
t339	10	0	10	0
t340	10	0	0	-Inf
t341	10	0	0	-Inf
t342	10	0	0	-Inf
t345	10	0	0	-Inf
t346	10	0	0	-Inf
