taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	0	-Inf
t3	30	20	30	20
t4	30	20	30	20
t5	30	20	20	10
t6	30	20	0	-Inf
t7	30	20	30	20
t8	30	20	20	10
t9	30	20	20	10
t10	10	0	0	-Inf
t11	10	0	0	-Inf
t12	10	0	0	-Inf
t14	10	0	0	-Inf
t16	30	20	30	20
t17	30	20	30	20
t18	30	20	20	10
t19	30	20	20	10
t21	30	20	30	20
t22	30	20	30	20
t24	30	20	30	20
t26	20	10	20	10
t27	10	0	0	-Inf
t28	10	0	0	-Inf
t29	30	20	30	20
t32	30	20	30	20
t33	30	20	0	-Inf
t34	30	20	20	10
t36	10	0	10	0
t39	10	0	0	-Inf
t40	10	0	0	-Inf
t44	10	0	0	-Inf
t46	30	20	20	10
t49	30	20	20	10
t50	20	10	20	10
t51	30	20	20	10
t52	30	20	30	20
t55	30	20	20	10
t57	30	20	30	20
t58	10	0	0	-Inf
t59	10	0	0	-Inf
t62	10	0	0	-Inf
t65	20	10	20	10
t67	30	20	30	20
t71	20	10	20	10
t72	10	0	0	-Inf
t73	10	0	0	-Inf
t76	10	0	0	-Inf
t77	10	0	0	-Inf
t78	10	0	0	-Inf
t79	10	0	0	-Inf
t80	10	0	0	-Inf
t86	20	10	0	-Inf
t87	30	20	30	20
t88	30	20	20	10
t89	20	10	20	10
t90	30	20	30	20
t91	20	10	20	10
t94	20	10	20	10
t97	30	20	30	20
t98	10	0	0	-Inf
t99	20	10	0	-Inf
t101	10	0	0	-Inf
t102	10	0	10	0
t103	10	0	0	-Inf
t104	10	0	0	-Inf
t107	30	20	20	10
t108	30	20	30	20
t110	10	0	10	0
t111	10	0	0	-Inf
t112	10	0	0	-Inf
t113	10	0	0	-Inf
t115	10	0	0	-Inf
t116	10	0	0	-Inf
t118	10	0	0	-Inf
t119	10	0	0	-Inf
t120	10	0	0	-Inf
t121	10	0	0	-Inf
t125	10	0	10	0
t127	10	0	10	0
t128	10	0	0	-Inf
t129	10	0	0	-Inf
t130	10	0	0	-Inf
t131	10	0	0	-Inf
t132	10	0	0	-Inf
t133	30	20	30	20
t135	20	10	10	0
t136	20	10	20	10
t139	30	20	30	20
t140	20	10	20	10
t141	10	0	0	-Inf
t143	10	0	0	-Inf
t144	10	0	0	-Inf
t145	10	0	0	-Inf
t146	10	0	0	-Inf
t148	10	0	10	0
t149	10	0	0	-Inf
t150	10	0	10	0
t151	10	0	0	-Inf
t152	10	0	0	-Inf
t154	10	0	0	-Inf
t157	10	0	0	-Inf
t162	20	10	20	10
t163	10	0	10	0
t165	10	0	0	-Inf
t166	20	10	0	-Inf
t167	10	0	0	-Inf
t169	10	0	10	0
t171	10	0	0	-Inf
t172	10	0	0	-Inf
t177	10	0	0	-Inf
t178	10	0	0	-Inf
t179	10	0	0	-Inf
t181	10	0	0	-Inf
t182	10	0	0	-Inf
t185	10	0	0	-Inf
t188	10	0	0	-Inf
t189	10	0	0	-Inf
t190	10	0	0	-Inf
t195	10	0	0	-Inf
t197	10	0	0	-Inf
t198	10	0	0	-Inf
t199	10	0	0	-Inf
t200	10	0	0	-Inf
t201	10	0	0	-Inf
t205	10	0	0	-Inf
t206	10	0	0	-Inf
t207	10	0	0	-Inf
t208	10	0	0	-Inf
t209	10	0	0	-Inf
t210	10	0	0	-Inf
t212	10	0	10	0
t215	30	20	30	20
t217	10	0	0	-Inf
t220	30	20	0	-Inf
t221	20	10	20	10
t222	30	20	30	20
t223	20	10	20	10
t224	20	10	0	-Inf
t227	10	0	0	-Inf
t229	10	0	0	-Inf
t230	10	0	0	-Inf
t231	10	0	0	-Inf
t233	10	0	0	-Inf
t234	10	0	0	-Inf
t236	10	0	0	-Inf
t237	10	0	10	0
t239	10	0	0	-Inf
t240	10	0	0	-Inf
t241	10	0	0	-Inf
t245	10	0	10	0
t247	10	0	0	-Inf
t251	10	0	0	-Inf
t253	10	0	0	-Inf
t257	10	0	0	-Inf
t261	10	0	0	-Inf
t262	10	0	0	-Inf
t265	10	0	0	-Inf
t266	10	0	0	-Inf
t267	10	0	0	-Inf
t268	10	0	0	-Inf
t269	10	0	0	-Inf
t270	10	0	0	-Inf
t271	10	0	0	-Inf
t272	10	0	0	-Inf
t273	10	0	10	0
t275	10	0	0	-Inf
t278	10	0	0	-Inf
t282	10	0	0	-Inf
t287	10	0	0	-Inf
t290	10	0	0	-Inf
t294	10	0	0	-Inf
t296	10	0	0	-Inf
t301	10	0	0	-Inf
t303	10	0	0	-Inf
t304	10	0	0	-Inf
t306	10	0	0	-Inf
t317	20	10	20	10
t318	20	10	20	10
t319	10	0	0	-Inf
t320	10	0	0	-Inf
t322	30	20	20	10
t326	10	0	10	0
t327	10	0	10	0
t329	10	0	0	-Inf
t332	10	0	0	-Inf
t334	10	0	0	-Inf
t335	10	0	0	-Inf
t336	10	0	0	-Inf
t338	10	0	0	-Inf
t342	10	0	0	-Inf
t347	10	0	0	-Inf
t348	10	0	0	-Inf
t350	10	0	0	-Inf
t351	10	0	0	-Inf
t354	10	0	0	-Inf
t355	10	0	0	-Inf
t357	10	0	10	0
t361	10	0	0	-Inf
t362	10	0	0	-Inf
t363	10	0	0	-Inf
t366	10	0	0	-Inf
t368	10	0	0	-Inf
t369	10	0	10	0
t370	10	0	0	-Inf
t371	10	0	0	-Inf
t373	10	0	0	-Inf
t374	10	0	0	-Inf
t375	10	0	0	-Inf
t377	10	0	0	-Inf
t388	10	0	0	-Inf
t392	10	0	0	-Inf
t394	10	0	0	-Inf
t399	10	0	0	-Inf
t402	10	0	0	-Inf
t404	10	0	0	-Inf
t406	10	0	0	-Inf
t413	10	0	0	-Inf
t416	30	20	30	20
t419	10	0	10	0
t420	10	0	0	-Inf
t426	10	0	0	-Inf
t427	10	0	0	-Inf
t428	10	0	0	-Inf
t429	10	0	0	-Inf
t431	10	0	0	-Inf
t432	10	0	0	-Inf
t433	10	0	0	-Inf
t434	10	0	0	-Inf
t438	10	0	0	-Inf
t439	10	0	0	-Inf
t441	10	0	0	-Inf
t446	10	0	0	-Inf
t450	10	0	0	-Inf
t451	10	0	0	-Inf
t453	10	0	0	-Inf
t454	10	0	0	-Inf
t459	10	0	0	-Inf
t461	10	0	0	-Inf
t462	10	0	0	-Inf
t465	10	0	0	-Inf
t466	10	0	0	-Inf
t467	10	0	0	-Inf
t471	10	0	0	-Inf
t474	10	0	0	-Inf
t475	10	0	0	-Inf
t476	10	0	0	-Inf
t477	10	0	0	-Inf
t483	10	0	0	-Inf
t485	10	0	0	-Inf
t487	30	20	30	20
t488	10	0	0	-Inf
t490	10	0	0	-Inf
t491	10	0	0	-Inf
t493	10	0	0	-Inf
t504	10	0	0	-Inf
t505	10	0	0	-Inf
t507	10	0	0	-Inf
t509	10	0	0	-Inf
t510	10	0	10	0
t512	10	0	0	-Inf
t513	10	0	0	-Inf
t514	10	0	0	-Inf
t517	10	0	0	-Inf
t518	10	0	0	-Inf
