taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	20	10
t3	30	20	30	20
t5	30	20	30	20
t6	30	20	30	20
t7	30	20	20	10
t8	30	20	20	10
t11	30	20	30	20
t12	30	20	20	10
t15	20	10	10	0
t17	20	10	20	10
t19	20	10	20	10
t20	30	20	20	10
t25	10	0	10	0
t26	10	0	10	0
t28	20	10	20	10
t30	20	10	0	-Inf
t31	20	10	20	10
t33	20	10	20	10
t34	10	0	0	-Inf
t35	10	0	10	0
t36	10	0	0	-Inf
t37	10	0	0	-Inf
t38	10	0	0	-Inf
t39	10	0	0	-Inf
t40	10	0	0	-Inf
t42	30	20	30	20
t44	10	0	10	0
t47	10	0	0	-Inf
t49	10	0	0	-Inf
t50	10	0	0	-Inf
t51	10	0	10	0
t52	10	0	0	-Inf
t53	10	0	0	-Inf
t55	10	0	0	-Inf
t59	10	0	10	0
t63	10	0	0	-Inf
t64	10	0	10	0
t65	10	0	10	0
t66	10	0	0	-Inf
t67	10	0	0	-Inf
t69	10	0	0	-Inf
t70	10	0	0	-Inf
t71	10	0	0	-Inf
t76	10	0	0	-Inf
t77	10	0	0	-Inf
t79	10	0	0	-Inf
t80	10	0	10	0
t83	10	0	0	-Inf
t86	10	0	0	-Inf
t88	10	0	0	-Inf
t89	10	0	0	-Inf
t91	10	0	0	-Inf
t95	10	0	0	-Inf
t97	10	0	0	-Inf
t98	10	0	0	-Inf
t101	10	0	0	-Inf
t104	10	0	0	-Inf
