taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	20	10
t2	30	20	10	0
t4	30	20	30	20
t5	30	20	20	10
t6	20	10	0	-Inf
t8	30	20	30	20
t9	30	20	30	20
t11	30	20	30	20
t12	30	20	30	20
t13	10	0	0	-Inf
t14	10	0	0	-Inf
t16	30	20	20	10
t19	10	0	0	-Inf
t20	10	0	0	-Inf
t21	10	0	10	0
t27	30	20	20	10
t32	30	20	30	20
t33	30	20	30	20
t34	30	20	30	20
t35	10	0	0	-Inf
t36	10	0	10	0
t37	10	0	0	-Inf
t38	10	0	0	-Inf
t39	10	0	0	-Inf
t41	10	0	0	-Inf
t42	10	0	0	-Inf
t43	10	0	0	-Inf
t47	30	20	20	10
t48	10	0	0	-Inf
t49	10	0	0	-Inf
t54	10	0	0	-Inf
t56	10	0	10	0
t59	30	20	20	10
t60	30	20	0	-Inf
t63	20	10	20	10
t64	20	10	20	10
t65	20	10	20	10
t66	30	20	30	20
t69	10	0	0	-Inf
t70	10	0	0	-Inf
t72	10	0	0	-Inf
t75	10	0	0	-Inf
t76	10	0	0	-Inf
t77	10	0	0	-Inf
t78	10	0	0	-Inf
t79	10	0	0	-Inf
t80	10	0	0	-Inf
t81	10	0	10	0
t82	10	0	0	-Inf
t86	30	20	30	20
t89	10	0	10	0
t90	10	0	10	0
t92	10	0	0	-Inf
t93	10	0	0	-Inf
t99	10	0	10	0
t101	20	10	20	10
t105	10	0	0	-Inf
t108	10	0	0	-Inf
t110	10	0	0	-Inf
t111	10	0	0	-Inf
t112	10	0	0	-Inf
t113	10	0	0	-Inf
t115	10	0	0	-Inf
t116	10	0	0	-Inf
t117	10	0	0	-Inf
t127	10	0	10	0
t128	10	0	10	0
t129	10	0	10	0
t130	10	0	0	-Inf
t131	10	0	0	-Inf
t132	10	0	0	-Inf
t135	10	0	0	-Inf
t136	10	0	0	-Inf
t137	20	10	20	10
t139	10	0	0	-Inf
t140	10	0	0	-Inf
t141	10	0	0	-Inf
t142	10	0	0	-Inf
t143	10	0	0	-Inf
t145	10	0	0	-Inf
t148	10	0	0	-Inf
t149	10	0	0	-Inf
t150	10	0	0	-Inf
t151	10	0	0	-Inf
t152	10	0	0	-Inf
t155	10	0	0	-Inf
t156	10	0	0	-Inf
t160	10	0	0	-Inf
t163	10	0	0	-Inf
t166	10	0	0	-Inf
t168	10	0	0	-Inf
t169	10	0	0	-Inf
t171	10	0	10	0
t172	10	0	10	0
t173	10	0	10	0
t175	10	0	0	-Inf
t176	10	0	0	-Inf
t177	10	0	0	-Inf
t181	10	0	0	-Inf
t186	10	0	0	-Inf
t188	10	0	0	-Inf
t189	10	0	0	-Inf
t190	10	0	0	-Inf
t191	10	0	0	-Inf
t192	10	0	0	-Inf
t199	10	0	0	-Inf
t201	10	0	10	0
t203	10	0	0	-Inf
t204	10	0	0	-Inf
t208	10	0	0	-Inf
t211	10	0	0	-Inf
t215	10	0	0	-Inf
t217	10	0	0	-Inf
t219	10	0	0	-Inf
t221	10	0	0	-Inf
t222	10	0	0	-Inf
t224	10	0	0	-Inf
t225	10	0	0	-Inf
t226	10	0	0	-Inf
t228	10	0	0	-Inf
t229	10	0	0	-Inf
t232	10	0	0	-Inf
t234	10	0	0	-Inf
t236	10	0	0	-Inf
t237	10	0	0	-Inf
t238	10	0	0	-Inf
t241	10	0	0	-Inf
t245	10	0	0	-Inf
t246	10	0	0	-Inf
t248	10	0	0	-Inf
t252	10	0	10	0
t256	10	0	0	-Inf
t258	10	0	0	-Inf
t260	10	0	0	-Inf
t265	10	0	0	-Inf
t276	10	0	0	-Inf
t278	10	0	0	-Inf
t279	10	0	0	-Inf
t281	10	0	0	-Inf
t282	10	0	0	-Inf
t284	10	0	0	-Inf
t289	10	0	0	-Inf
t290	10	0	0	-Inf
t293	10	0	0	-Inf
t296	10	0	10	0
t299	10	0	0	-Inf
t300	10	0	0	-Inf
t301	10	0	0	-Inf
t303	10	0	0	-Inf
t307	10	0	0	-Inf
t310	10	0	10	0
t311	10	0	0	-Inf
t313	10	0	0	-Inf
t317	10	0	0	-Inf
