taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	30	20
t4	30	20	30	20
t5	30	20	30	20
t6	30	20	0	-Inf
t7	30	20	30	20
t8	30	20	0	-Inf
t9	30	20	20	10
t10	30	20	30	20
t11	30	20	30	20
t13	20	10	20	10
t14	20	10	20	10
t15	30	20	30	20
t16	30	20	30	20
t17	30	20	20	10
t19	10	0	0	-Inf
t20	30	20	30	20
t21	20	10	20	10
t22	30	20	30	20
t23	10	0	0	-Inf
t25	10	0	0	-Inf
t26	10	0	0	-Inf
t29	30	20	30	20
t31	30	20	30	20
t32	30	20	20	10
t34	20	10	0	-Inf
t36	20	10	20	10
t38	20	10	20	10
t39	30	20	30	20
t41	20	10	10	0
t43	20	10	20	10
t44	10	0	0	-Inf
t46	10	0	0	-Inf
t47	10	0	0	-Inf
t48	30	20	20	10
t50	20	10	0	-Inf
t52	10	0	10	0
t53	10	0	10	0
t54	10	0	0	-Inf
t55	10	0	0	-Inf
t57	10	0	10	0
t59	10	0	0	-Inf
t61	30	20	30	20
t62	30	20	30	20
t64	30	20	30	20
t65	20	10	20	10
t66	20	10	20	10
t67	20	10	20	10
t70	30	20	30	20
t72	10	0	10	0
t73	10	0	10	0
t74	10	0	0	-Inf
t76	10	0	0	-Inf
t79	30	20	10	0
t81	10	0	0	-Inf
t82	10	0	0	-Inf
t86	10	0	0	-Inf
t87	20	10	20	10
t88	10	0	10	0
t89	10	0	10	0
t90	10	0	10	0
t91	10	0	0	-Inf
t92	10	0	10	0
t93	10	0	0	-Inf
t94	10	0	0	-Inf
t95	10	0	10	0
t97	10	0	0	-Inf
t98	10	0	0	-Inf
t99	10	0	0	-Inf
t100	10	0	0	-Inf
t101	10	0	0	-Inf
t102	10	0	0	-Inf
t103	10	0	0	-Inf
t104	10	0	0	-Inf
t105	10	0	10	0
t109	10	0	0	-Inf
t110	10	0	0	-Inf
t111	20	10	20	10
t115	20	10	20	10
t119	10	0	0	-Inf
t123	10	0	0	-Inf
t124	10	0	0	-Inf
t125	10	0	0	-Inf
t127	10	0	0	-Inf
t131	10	0	10	0
t132	10	0	0	-Inf
t133	10	0	0	-Inf
t134	10	0	0	-Inf
t135	10	0	0	-Inf
t136	10	0	0	-Inf
t137	10	0	0	-Inf
t138	10	0	0	-Inf
t143	20	10	0	-Inf
t144	20	10	20	10
t145	10	0	0	-Inf
t146	10	0	0	-Inf
t147	10	0	0	-Inf
t148	10	0	0	-Inf
t150	10	0	0	-Inf
t152	10	0	0	-Inf
t153	10	0	0	-Inf
t155	10	0	0	-Inf
t156	10	0	0	-Inf
t157	10	0	0	-Inf
t158	10	0	0	-Inf
t159	10	0	10	0
t160	10	0	0	-Inf
t163	10	0	0	-Inf
t165	10	0	0	-Inf
t166	10	0	0	-Inf
t169	10	0	0	-Inf
t170	10	0	10	0
t173	10	0	0	-Inf
t177	10	0	0	-Inf
t179	10	0	0	-Inf
t180	10	0	0	-Inf
t184	20	10	0	-Inf
t187	20	10	20	10
t197	10	0	10	0
t198	10	0	0	-Inf
t201	10	0	0	-Inf
t202	10	0	0	-Inf
t203	10	0	0	-Inf
t204	10	0	0	-Inf
t207	10	0	0	-Inf
t209	10	0	0	-Inf
t210	10	0	0	-Inf
t211	10	0	0	-Inf
t212	10	0	0	-Inf
t215	10	0	0	-Inf
t216	10	0	0	-Inf
t218	10	0	0	-Inf
t219	10	0	0	-Inf
t220	10	0	0	-Inf
t222	10	0	0	-Inf
t224	10	0	0	-Inf
t225	10	0	10	0
t226	10	0	0	-Inf
t231	10	0	0	-Inf
t232	10	0	0	-Inf
t234	10	0	0	-Inf
t236	10	0	0	-Inf
t239	10	0	0	-Inf
t240	10	0	0	-Inf
t241	10	0	0	-Inf
t242	10	0	0	-Inf
t243	10	0	10	0
t244	10	0	0	-Inf
t246	10	0	0	-Inf
t249	10	0	0	-Inf
t250	10	0	0	-Inf
t251	10	0	0	-Inf
t252	10	0	0	-Inf
t253	10	0	0	-Inf
t254	10	0	0	-Inf
t255	10	0	0	-Inf
t259	10	0	0	-Inf
t260	10	0	0	-Inf
t261	10	0	0	-Inf
t263	10	0	0	-Inf
t264	10	0	0	-Inf
t265	10	0	0	-Inf
t266	10	0	0	-Inf
t268	10	0	0	-Inf
t269	10	0	0	-Inf
t270	10	0	0	-Inf
t271	10	0	0	-Inf
t274	10	0	0	-Inf
t275	10	0	0	-Inf
t277	10	0	0	-Inf
t278	10	0	0	-Inf
t280	10	0	0	-Inf
t281	10	0	0	-Inf
t283	10	0	0	-Inf
t284	10	0	0	-Inf
t285	10	0	10	0
t291	10	0	0	-Inf
t292	10	0	0	-Inf
t293	10	0	0	-Inf
t294	10	0	0	-Inf
t296	20	10	20	10
t298	10	0	10	0
t299	10	0	0	-Inf
t300	10	0	0	-Inf
t303	10	0	0	-Inf
t304	10	0	0	-Inf
t305	10	0	0	-Inf
t306	10	0	0	-Inf
t307	10	0	0	-Inf
t309	10	0	0	-Inf
t313	10	0	0	-Inf
t316	10	0	10	0
t317	10	0	10	0
t318	10	0	0	-Inf
t319	10	0	0	-Inf
t320	10	0	10	0
t321	10	0	0	-Inf
t324	10	0	0	-Inf
t326	10	0	0	-Inf
t328	10	0	10	0
t329	10	0	0	-Inf
t331	10	0	0	-Inf
t335	10	0	0	-Inf
