taxon	fad	lad
t1	14.7666934042169	10.5325151842951
t3	10.7636016291586	10.7636016291586
t4	5.64642265016533	0.984543481976814
t5	11.1587426683884	1.49872625875575
t8	1.3041364802407	1.3041364802407
t12	0.378793932273407	0.378793932273407
t13	0.841671236193665	0.841671236193665
t22	3.29440634275175	3.29440634275175
t23	1.52198175015164	1.52198175015164
t24	7.65443335016806	4.00980080783422
t29	2.60984252935869	2.60984252935869
t35	5.22717487348035	5.22717487348035
t37	1.28290384498762	1.28290384498762
