taxon	int_1	int_2	int_3
t1	0	0	1
t2	1	1	1
t3	0	0	1
t4	0	0	1
t5	0	1	0
t8	0	1	1
t9	1	1	1
t10	0	1	0
t11	0	1	0
t13	1	1	0
t14	0	1	0
t16	0	1	0
t17	1	0	0
t18	1	0	0
t19	0	1	0
t21	1	0	0
t22	0	1	0
t24	0	1	0
t25	0	1	0
t27	1	1	0
t28	1	0	0
t29	1	0	0
t31	1	0	0
t32	1	0	0
t33	0	1	0
t36	1	1	0
t37	1	1	0
t38	1	0	0
t42	1	0	0
t43	1	0	0
t44	0	1	0
t46	1	0	0
t48	0	1	0
t59	1	0	0
t60	0	1	0
t65	1	0	0
t67	0	1	0
t69	1	0	0
t72	1	0	0
t73	1	0	0
t74	1	0	0
t75	1	0	0
t77	1	0	0
t80	1	0	0
t81	1	0	0
t83	1	0	0
t86	1	0	0
t87	1	0	0
t88	1	0	0
t90	1	0	0
t95	1	0	0
