taxon	int_1	int_2	int_3
t1	0	0	1
t2	0	1	1
t3	0	0	1
t6	0	0	1
t7	0	0	1
t8	0	1	0
t9	0	1	0
t11	0	1	1
t14	1	0	0
t15	0	1	0
t16	1	1	0
t17	0	1	1
t18	1	1	0
t20	0	1	0
t22	1	0	0
t25	1	0	0
t26	1	1	0
t29	0	1	0
t30	1	0	0
t31	1	1	0
t32	1	0	0
t33	1	0	0
t34	0	0	1
t36	1	1	0
t39	1	0	0
t40	1	0	0
t41	1	0	0
t44	0	1	0
t45	1	0	0
t47	1	1	0
t49	1	0	0
t50	1	0	0
t53	1	0	0
t55	1	0	0
t56	0	1	0
t57	1	0	0
t58	1	0	0
t60	1	0	0
t61	1	0	0
t62	1	0	0
t63	1	0	0
t65	0	1	0
t66	1	0	0
t67	1	0	0
t68	1	0	0
t72	1	0	0
t75	1	0	0
t76	0	1	0
t78	1	0	0
t79	1	0	0
t80	1	0	0
t81	1	0	0
t82	1	0	0
t86	1	0	0
t87	1	0	0
t88	1	0	0
t89	1	0	0
t90	1	0	0
t91	1	0	0
t93	1	0	0
t97	1	0	0
t98	1	0	0
t100	1	0	0
t103	1	0	0
t105	1	0	0
t107	1	0	0
t109	1	0	0
t110	1	0	0
t112	1	0	0
t115	1	0	0
t116	1	0	0
t117	1	0	0
t118	1	0	0
t119	1	0	0
t120	1	0	0
t129	1	0	0
t133	1	0	0
t134	1	0	0
t137	1	0	0
t141	1	0	0
t143	1	0	0
t144	1	0	0
t145	1	0	0
t146	1	0	0
t148	1	0	0
t149	1	0	0
t152	1	0	0
t154	1	0	0
t155	1	0	0
t156	1	0	0
t157	1	0	0
t159	1	0	0
t161	1	0	0
t162	1	0	0
t165	1	0	0
t168	1	0	0
t169	1	0	0
t172	1	0	0
t175	1	0	0
t178	1	0	0
t179	1	0	0
t180	1	0	0
t183	1	0	0
t188	1	0	0
t190	1	0	0
t194	1	0	0
t195	1	0	0
t197	1	0	0
t199	1	0	0
t201	1	0	0
t202	1	0	0
t203	1	0	0
t204	1	0	0
t208	1	0	0
t211	1	0	0
t218	1	0	0
t219	1	0	0
t221	1	0	0
t227	1	0	0
t230	1	0	0
t234	1	0	0
t236	1	0	0
t244	1	0	0
t246	1	0	0
t249	1	0	0
t250	1	0	0
t252	1	0	0
t259	1	0	0
t260	1	0	0
t265	1	0	0
t269	1	0	0
t271	1	0	0
t272	1	0	0
t276	1	0	0
t281	1	0	0
t282	1	0	0
t283	1	0	0
t285	1	0	0
t290	1	0	0
t292	1	0	0
