taxon	fad	lad
t1	8.19905078659455	7.91132617120941
t2	5.44750340255342	5.20344348907214
t3	4.05073333675173	4.05073333675173
t5	2.91155683048946	0.244124403223175
t6	0.420413134642271	0.420413134642271
t7	3.17526013937276	3.17526013937276
t9	2.9263345566904	1.01741872606736
t11	1.37380028334962	0.285187171513405
t13	5.55798079474985	5.55798079474985
t15	1.25971766258467	1.17608521669048
t16	3.70624808450887	0.104263851984793
t17	2.09425631271216	1.88531288237783
t18	3.09352466393632	0.945115130001026
t21	2.82754182072524	2.70230574100757
