taxon	int_1	int_2
t2	0	1
t3	1	1
t4	0	1
t6	1	1
t7	1	1
t8	1	1
t9	1	1
t10	1	1
t14	0	1
t16	1	0
t18	1	0
t19	1	0
t20	1	0
t21	1	0
t23	1	0
t24	1	0
t25	1	0
t27	1	0
t28	1	0
t29	1	0
t30	1	0
t31	1	0
t36	1	0
t37	1	0
t38	1	0
t40	1	0
t42	1	0
t43	1	0
t45	1	0
t47	1	0
t50	1	0
t51	1	0
t52	1	0
t53	1	0
t55	1	0
t57	1	0
t59	1	0
t60	1	0
t61	1	0
t63	1	0
t65	1	0
t67	1	0
t68	1	0
t69	1	0
t70	1	0
t72	1	0
t73	1	0
t76	1	0
t80	1	0
t81	1	0
t82	1	0
t83	1	0
t85	1	0
t87	1	0
t89	1	0
t90	1	0
t91	1	0
t92	1	0
t93	1	0
t96	1	0
t98	1	0
t101	1	0
t104	1	0
t107	1	0
t109	1	0
t111	1	0
t112	1	0
t113	1	0
t123	1	0
t124	1	0
t125	1	0
t127	1	0
t128	1	0
t129	1	0
t130	1	0
t131	1	0
t132	1	0
t136	1	0
t142	1	0
t143	1	0
t148	1	0
t149	1	0
t150	1	0
t151	1	0
t152	1	0
t153	1	0
t155	1	0
t156	1	0
t158	1	0
t160	1	0
t161	1	0
t169	1	0
t173	1	0
t175	1	0
t177	1	0
t182	1	0
t184	1	0
