taxon	int_1	int_2	int_3
t1	0	1	1
t3	0	0	1
t4	0	0	1
t5	0	1	0
t8	0	0	1
t10	0	1	1
t11	1	1	0
t12	0	1	1
t14	0	1	1
t15	0	1	0
t16	1	1	0
t18	1	0	0
t20	0	1	0
t21	1	0	0
t22	1	0	0
t23	0	1	1
t25	0	1	0
t26	0	1	1
t27	0	1	0
t28	1	1	0
t29	0	1	0
t30	0	0	1
t33	0	1	0
t35	1	1	0
t37	1	0	0
t39	0	1	1
t40	1	0	0
t41	1	1	0
t42	0	0	1
t43	0	1	0
t45	0	1	0
t46	0	1	0
t47	1	1	0
t49	0	1	0
t52	1	0	0
t53	0	0	1
t54	0	1	0
t55	0	1	0
t59	0	1	0
t60	0	1	0
t61	1	0	0
t62	1	0	0
t63	1	1	0
t66	1	1	0
t67	0	1	0
t68	1	0	0
t69	1	0	0
t71	1	0	0
t72	1	1	1
t73	0	1	1
t75	1	1	0
t76	0	1	0
t77	1	0	0
t79	1	0	0
t80	0	1	0
t81	1	0	0
t83	0	1	0
t85	1	0	0
t87	1	1	0
t88	0	1	0
t89	1	0	0
t90	1	1	0
t91	1	0	0
t92	1	0	0
t93	1	0	0
t96	0	1	0
t97	1	0	0
t98	1	0	0
t99	0	1	0
t100	1	0	0
t104	1	1	0
t105	1	1	0
t106	1	0	0
t109	1	0	0
t111	1	1	0
t112	0	1	0
t113	1	1	0
t116	0	1	0
t117	0	1	0
t118	0	1	0
t119	1	1	0
t120	1	1	0
t121	1	0	0
t122	1	0	0
t124	1	0	0
t125	1	0	0
t127	1	0	0
t128	1	0	0
t129	1	0	0
t131	0	1	0
t132	1	1	0
t134	1	0	0
t136	1	0	0
t137	1	0	0
t138	1	0	0
t140	1	0	0
