taxon	int_1	int_2	int_3
t1	1	1	1
t3	0	1	0
t4	1	1	0
t5	1	0	0
t6	1	0	0
t12	1	0	0
t18	1	1	0
t19	0	1	0
t22	1	0	0
t23	1	0	0
t27	1	0	0
t28	1	0	0
t30	1	1	0
t31	1	1	0
t32	1	0	0
t40	1	0	0
t46	0	1	0
t57	1	0	0
t59	1	0	0
t60	1	0	0
t72	1	0	0
t79	1	0	0
t80	1	0	0
t82	1	0	0
t86	1	0	0
t89	1	0	0
t93	1	0	0
t98	1	0	0
t100	1	0	0
t101	1	0	0
t103	1	0	0
t104	1	0	0
t105	1	0	0
t108	1	0	0
t122	1	0	0
t124	1	0	0
t125	1	0	0
t126	1	0	0
t130	1	0	0
t131	1	0	0
t138	1	0	0
t146	1	0	0
t147	1	0	0
t148	1	0	0
t149	1	0	0
t157	1	0	0
t162	1	0	0
t163	1	0	0
t167	1	0	0
t184	1	0	0
t196	1	0	0
t225	1	0	0
t226	1	0	0
t227	1	0	0
t239	1	0	0
t268	1	0	0
t269	1	0	0
t272	1	0	0
t273	1	0	0
t276	1	0	0
t278	1	0	0
t293	1	0	0
t296	1	0	0
t304	1	0	0
t307	1	0	0
t308	1	0	0
t309	1	0	0
t312	1	0	0
t314	1	0	0
t315	1	0	0
t325	1	0	0
