taxon	first_age	last_age
t1	29.8097075355335	0
t3	17.8748755729382	14.9707013787411
t4	17.6067565071066	0
t7	13.4329736884201	0
t8	6.12163826519619	0
t11	4.96904706165345	0
t12	3.57435839031961	0
t14	12.2920831145718	0
t15	11.2817306617123	10.1970065363783
t16	17.4910678485454	17.4910678485454
t17	13.1141229469939	2.97853569415494
t18	18.1938244809912	0
t19	17.6832378183752	11.5930896182628
t20	10.8096300003583	0
t22	8.6446420849239	8.6446420849239
t23	8.22314525612292	4.53212611552942
t24	5.97153684437192	0
t25	0.034761102210318	0
t29	12.9430649599355	12.9430649599355
t31	14.9743356265709	14.9743356265709
t32	8.66427122036851	8.66427122036851
t33	7.56120567188431	7.56120567188431
t34	2.22342388158723	0
t35	2.03049382288436	0
t36	2.0226079213771	2.0226079213771
t37	0.187098914262524	0
t38	0.262790032998971	0
t43	1.97043538257052	0
t45	11.0732673473712	7.23019029895316
t46	4.53637629950779	0
t47	2.52785587184246	0
t49	13.3944624033241	0
t51	11.8971884432811	0
t52	13.2740773970374	5.56250420744318
t53	11.6274638357426	0
t54	13.4209866117582	13.4209866117582
t55	3.30436145941261	1.00293566377892
t56	4.74431116181605	4.38722261263791
t59	14.6521570398403	11.8042781855274
t60	4.37315605460714	4.37315605460714
t61	1.12543007267243	0
t62	0.906311696202064	0
t63	7.95726929985712	0
t64	9.39456697203558	9.39456697203558
t65	12.7719805089652	7.68470383053959
t66	7.88627820473414	0
t67	9.23264020017213	3.97709214151898
t68	8.24810599546217	0
t69	4.41239763724215	0
t70	3.36005533765984	0
t71	3.62112958970957	0
t73	2.27146305292282	0
t76	12.7897561756486	0
t77	6.72785708675687	6.72785708675687
t78	4.90960977270439	0
t79	1.4455218412082	0
t82	8.3387559767606	0
t83	5.88987996408442	5.88987996408442
t84	2.84853924321536	2.84853924321536
t87	0.107963816694944	0
t89	13.519377479505	1.87177503246375
t90	3.43489654888871	0
t93	14.1118185536115	8.27260290971892
t94	13.6437533086412	8.79294801585852
t95	9.00182432284288	9.00182432284288
t96	1.15215267926069	0
t97	2.32395747624428	0
t98	3.78277658548803	0
t99	3.65472490062906	0
t100	10.3153754812882	0
t101	1.55425967592523	0
t104	3.57968705824446	1.96947566496501
t105	4.24445769764144	0
t107	11.3588173481673	11.3588173481673
t110	0.209800599423708	0
t112	3.7555106087529	0
t114	1.23114650465647	0
t115	10.8153759276619	10.8153759276619
t116	10.6744285773175	7.3458253955151
t117	7.86899109092038	4.15453047060389
t118	3.8636252677042	0
t119	7.22037108939203	7.22037108939203
t120	6.36049287751865	0
t121	5.40224798272825	1.48033571153138
t122	2.5353263365656	0
t124	4.62821602796763	0
t125	3.32140143727791	0
t126	5.31028849770173	5.20569878846904
t135	0.388217991640452	0
t137	1.21943603211834	0
t138	14.7346111987473	5.18089101474163
t140	13.2159956762991	11.6321429008232
t142	5.55501186965611	0
t147	7.34370116163586	5.37260596998918
t148	5.05427100950886	0
t150	5.80808949157285	4.23351891970108
t152	0.147453871324583	0
t153	11.8935169964385	6.65670581423819
t154	7.8834023676224	0
t158	4.71624330861771	0
t159	3.59248192300223	1.47233018287688
t160	2.28597599865826	2.28597599865826
t161	4.35299561500344	2.84168294469275
t162	9.97502359646372	0
t163	2.20527289011932	1.61441996547893
t164	4.37272307110521	0
t165	1.96789017113327	0
t168	2.6691270904533	0
t171	0.796833934521946	0
t173	4.10067800571341	0
t174	0.614407911436658	0.614407911436658
t175	1.31372515826449	0
t177	3.96661144149508	3.96661144149508
t178	2.47478694005888	0
t180	3.12535285549258	0
t181	2.20174171530222	0
t183	1.54978493187666	0
t185	4.66688087181361	0
t186	4.37299254729446	0
t189	12.9602077116212	11.6973214390306
t192	5.16898270935067	0
t194	7.70700869558126	3.69409539652093
t195	6.80594057543556	6.80594057543556
t196	9.67402993896973	9.44741499667341
t198	7.8020202535142	6.45476548608453
t199	6.43552890896558	4.38540657572423
t200	0.345615204962538	0
t201	2.32981293960486	0
t202	3.82691224480918	0
t203	3.65816164680443	0
t206	0.700740150085451	0
t208	3.17738373884571	0
t209	2.70742921639646	0
t210	3.39875668516927	0
t211	0.201958009660569	0
t212	0.598226346105626	0
t213	1.75916978129023	0
t215	1.62775487990175	0
t219	1.60194247129614	1.60194247129614
t225	11.7125793416619	3.22943229023745
t229	1.5639755969933	0
t230	0.0252308748608741	0
t232	3.62529732175423	0
t233	9.98188929037303	7.64486960735889
t235	4.92029369621386	0
t236	1.85561638790149	0
t238	2.44690203405217	0
t239	1.37899990800797	0
t243	3.09137689501829	0
t248	5.11970622778096	4.56816650903243
t249	5.12339498002331	0
t251	3.1363136110333	2.84948181074883
t252	3.53585359719041	0
t255	0.923396696709194	0
t257	0.147260815885126	0
t258	2.77698817742588	0
t259	2.8579878695174	0
t261	7.77571007024622	4.59201333456584
t265	0.13165166638867	0
t268	0.419896040315145	0
t270	13.023225793503	8.5237721400399
t272	11.5314037553002	0
t273	11.5007696860864	11.5007696860864
t274	2.35008105816137	0.679214154519393
t275	7.61763748022397	6.60683923236737
t276	6.70058073009382	6.40331304655495
t277	2.49129087088078	0
t278	7.03359494817425	7.03359494817425
t280	6.94965869609041	6.28353187107574
t281	0.32251897672348	0
t282	0.130543450592949	0
t283	3.48213802211038	0
t284	3.27086698928	0
t287	1.70025029677674	0
t288	5.45566765670725	0
t289	6.34741154957657	0
t291	2.2879875460771	2.2879875460771
t292	1.04130802901957	0.856327067785408
t295	2.25565056652344	0
t296	0.973402819606534	0
t297	0.770847053570442	0
t298	0.918711673004889	0
t300	0.167815119013866	0
t301	0.778867158350327	0
t303	1.43582234219398	0
t304	1.08500902902156	0
t308	6.36984233622297	5.1734269714821
t309	1.73519785694032	0
t310	2.70415165353622	2.07035983418756
t312	4.19568328580951	0
t313	10.1104179620267	10.0958672425414
t314	1.19342560421059	1.19342560421059
t316	1.71812959116694	0
t318	6.96937829995227	0
t319	3.0129706347535	0
t321	0.63054989395798	0
t324	1.98923619829007	0
t326	0.623424905153897	0.623424905153897
t327	1.8555778659114	1.8555778659114
t329	0.708112082750109	0
t330	0.254245202137398	0
t332	0.262658690485758	0
t335	7.68781847697187	7.68781847697187
t336	2.11181966211223	0
t337	7.43715076819838	7.43715076819838
t339	4.82647419038284	1.5325195521722
t340	10.7171229586987	0
t341	9.3663441327527	9.3663441327527
t342	5.29076804959228	0
t343	4.48578729307177	0
t345	2.90205377218611	0
t346	7.83146764158891	0
t348	5.6127249343945	0
t349	0.185186068199393	0
t350	3.26262583374515	0.869684071507621
t354	3.41598399938775	0
t355	3.80490321070967	3.80490321070967
t361	0.214797779215072	0
t362	0.813346316188568	0
t363	0.492195028608933	0
t364	0.136999688093361	0
t374	1.76831503279045	0
t375	0.613994815095595	0
t376	1.41665499233494	0
t379	4.25661434267477	4.25661434267477
t382	0.446746927466911	0
t385	0.351094305570026	0
t389	5.13062350352991	0
t390	4.11738361160971	0
t391	5.8762055591877	0
t395	0.962263047249213	0
t399	1.10709392936158	0
t400	2.03076630323127	0
t401	0.153148840145839	0
t402	1.88333700048967	0
t403	0.645363850858271	0
t404	4.93805140254524	3.81407777663617
t405	1.94414660297998	0
t406	2.34875796844657	0
t407	0.264455949239146	0
t409	2.4634244660049	2.4634244660049
t411	0.402668656033576	0
t412	2.7295628790446	0
t413	3.45465348326747	1.90255751763225
t414	4.4311606159849	4.4311606159849
t424	3.16077758515733	0
t426	2.65223329083488	0
t428	0.115144527938483	0
t429	0.302435620271268	0
t432	0.266936012511152	0
t434	1.4785912864378	0
t435	1.77396958933959	0
t439	0.563274419881765	0
t443	1.35163837799923	0
t445	2.50780745857706	0
t446	2.38990169265561	0
t447	3.89937493742682	0
t448	2.91987874288667	0
t449	2.19162347405665	0
t451	0.176456449668262	0
t452	3.04098693796766	0
t454	2.510708225729	0
t455	0.420106455614569	0
t456	1.36531334446212	0
t457	1.00779737530974	0
t459	2.14783530124467	0
t460	2.67916108582316	1.88720786826186
t461	1.2629696598955	0
t462	4.39610764097615	0
t463	0.0155869294395075	0
t465	1.41198034819883	0
t466	1.20461696621402	0
t467	2.64275970286517	0
t469	1.78943917425877	0
t472	0.205752465816804	0
t473	2.20811499550608	0
t474	1.11967554961306	0
t477	0.802871539018835	0
t478	0.342864582686545	0
t480	0.905331703620448	0
t482	0.00115228174721338	0
t484	0.0341224219142546	0
