taxon	int_1	int_2
t1	0	1
t3	0	1
t5	0	1
t6	1	1
t7	0	1
t9	0	1
t10	1	1
t12	0	1
t13	0	1
t14	1	1
t15	1	0
t16	1	0
t17	1	1
t18	1	0
t22	1	1
t24	0	1
t25	1	0
t27	1	0
t28	1	0
t29	0	1
t30	1	0
t31	0	1
t32	1	0
t35	1	0
t37	1	0
t38	1	1
t39	1	0
t41	1	0
t42	1	1
t43	1	0
t45	1	0
t47	1	0
t48	1	0
t49	1	0
t50	1	0
t51	1	0
t57	1	1
t58	1	0
t59	1	0
t62	1	0
t63	1	0
t64	1	0
t66	1	0
t69	1	0
t71	1	0
t73	1	0
t74	1	0
t75	1	1
t77	1	0
t78	0	1
t79	1	1
t80	1	1
t81	1	0
t85	1	0
t89	1	1
t91	1	1
t92	1	1
t93	1	0
t94	1	0
t95	1	0
t97	1	1
t98	1	1
t100	0	1
t101	1	0
t102	1	0
t103	1	0
t104	1	0
t105	1	0
t108	1	0
t112	1	0
