taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	20	10
t3	30	20	20	10
t4	30	20	20	10
t5	30	20	0	-Inf
t6	30	20	0	-Inf
t8	30	20	20	10
t10	20	10	20	10
t11	30	20	30	20
t12	30	20	30	20
t15	10	0	0	-Inf
t16	10	0	10	0
t17	30	20	30	20
t18	20	10	20	10
t19	30	20	30	20
t20	30	20	30	20
t21	30	20	30	20
t22	30	20	30	20
t23	20	10	0	-Inf
t25	10	0	0	-Inf
t27	10	0	0	-Inf
t29	10	0	0	-Inf
t30	10	0	0	-Inf
t31	10	0	0	-Inf
t33	30	20	20	10
t35	30	20	10	0
t38	30	20	30	20
t39	30	20	30	20
t40	30	20	30	20
t41	30	20	30	20
t42	30	20	30	20
t45	20	10	0	-Inf
t46	30	20	30	20
t47	30	20	30	20
t49	10	0	0	-Inf
t51	10	0	0	-Inf
t52	10	0	0	-Inf
t54	10	0	0	-Inf
t58	10	0	0	-Inf
t59	10	0	0	-Inf
t60	10	0	10	0
t62	10	0	0	-Inf
t63	10	0	0	-Inf
t64	10	0	0	-Inf
t65	10	0	0	-Inf
t71	10	0	0	-Inf
t74	30	20	20	10
t75	10	0	10	0
t76	10	0	0	-Inf
t78	10	0	0	-Inf
t79	10	0	0	-Inf
t81	30	20	30	20
t82	30	20	30	20
t83	30	20	30	20
t84	20	10	20	10
t85	30	20	30	20
t90	10	0	0	-Inf
t91	10	0	0	-Inf
t92	10	0	0	-Inf
t93	10	0	0	-Inf
t96	10	0	10	0
t97	10	0	0	-Inf
t99	10	0	0	-Inf
t100	10	0	0	-Inf
t104	10	0	0	-Inf
t106	10	0	0	-Inf
t108	10	0	0	-Inf
t109	10	0	0	-Inf
t110	10	0	0	-Inf
t111	10	0	0	-Inf
t115	10	0	0	-Inf
t118	10	0	0	-Inf
t119	10	0	0	-Inf
t121	10	0	0	-Inf
t125	10	0	0	-Inf
t126	10	0	0	-Inf
t129	10	0	0	-Inf
t131	10	0	0	-Inf
t132	10	0	0	-Inf
t133	10	0	0	-Inf
t134	10	0	0	-Inf
t137	30	20	30	20
t138	30	20	30	20
t139	20	10	20	10
t142	30	20	30	20
t144	10	0	0	-Inf
t145	10	0	0	-Inf
t149	10	0	0	-Inf
t150	10	0	0	-Inf
t152	10	0	0	-Inf
t153	10	0	0	-Inf
t155	10	0	0	-Inf
t156	10	0	0	-Inf
t159	10	0	0	-Inf
t160	10	0	0	-Inf
t161	10	0	0	-Inf
t162	10	0	0	-Inf
t164	10	0	0	-Inf
t167	10	0	0	-Inf
t170	10	0	0	-Inf
t172	10	0	0	-Inf
t173	10	0	0	-Inf
t176	10	0	0	-Inf
t178	10	0	0	-Inf
t180	10	0	0	-Inf
t183	10	0	0	-Inf
t185	10	0	0	-Inf
t187	10	0	0	-Inf
t189	10	0	0	-Inf
t190	10	0	0	-Inf
t192	10	0	0	-Inf
t193	10	0	0	-Inf
t194	10	0	0	-Inf
t195	10	0	0	-Inf
t196	10	0	0	-Inf
t198	10	0	0	-Inf
t202	30	20	20	10
t203	30	20	30	20
t204	20	10	0	-Inf
t207	10	0	0	-Inf
t208	10	0	0	-Inf
t209	10	0	0	-Inf
t210	10	0	0	-Inf
t211	10	0	0	-Inf
t213	10	0	0	-Inf
t217	10	0	0	-Inf
t218	10	0	0	-Inf
t219	10	0	0	-Inf
t221	10	0	0	-Inf
t222	10	0	0	-Inf
t224	10	0	10	0
t225	10	0	0	-Inf
t226	10	0	0	-Inf
t229	10	0	0	-Inf
t231	10	0	0	-Inf
t233	10	0	0	-Inf
t235	10	0	10	0
t236	10	0	0	-Inf
t239	10	0	0	-Inf
t240	10	0	0	-Inf
t242	10	0	0	-Inf
t249	10	0	0	-Inf
t250	10	0	0	-Inf
t251	10	0	0	-Inf
t253	10	0	0	-Inf
t257	20	10	20	10
t258	30	20	30	20
t265	10	0	0	-Inf
t266	10	0	0	-Inf
t269	10	0	0	-Inf
t270	10	0	10	0
t271	10	0	0	-Inf
t273	10	0	0	-Inf
t274	10	0	0	-Inf
t275	10	0	0	-Inf
t276	10	0	0	-Inf
t280	10	0	0	-Inf
t282	10	0	0	-Inf
t284	10	0	10	0
t285	10	0	0	-Inf
t287	10	0	0	-Inf
t295	10	0	0	-Inf
t302	10	0	0	-Inf
t303	10	0	0	-Inf
t306	10	0	10	0
t307	10	0	0	-Inf
t309	10	0	0	-Inf
t310	20	10	20	10
t312	20	10	0	-Inf
t313	20	10	20	10
t314	10	0	0	-Inf
t315	10	0	0	-Inf
t316	10	0	0	-Inf
t317	10	0	0	-Inf
t318	10	0	0	-Inf
t320	10	0	0	-Inf
t321	10	0	10	0
t322	10	0	0	-Inf
t323	10	0	0	-Inf
t324	10	0	0	-Inf
t326	10	0	0	-Inf
t329	10	0	0	-Inf
t330	10	0	0	-Inf
t331	10	0	0	-Inf
t335	10	0	0	-Inf
t340	10	0	0	-Inf
t341	10	0	10	0
t342	10	0	0	-Inf
t344	10	0	0	-Inf
t347	10	0	0	-Inf
t349	10	0	0	-Inf
t356	10	0	0	-Inf
t357	10	0	0	-Inf
t358	10	0	0	-Inf
t359	10	0	0	-Inf
t360	10	0	0	-Inf
t364	10	0	0	-Inf
t370	10	0	0	-Inf
t374	10	0	0	-Inf
t380	10	0	0	-Inf
t386	10	0	0	-Inf
t389	10	0	10	0
