taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	30	20
t4	30	20	30	20
t5	30	20	30	20
t6	30	20	30	20
t8	30	20	30	20
t9	30	20	20	10
t10	30	20	20	10
t13	30	20	20	10
t14	30	20	30	20
t15	20	10	20	10
t16	30	20	30	20
t17	30	20	30	20
t18	20	10	10	0
t19	30	20	30	20
t20	20	10	20	10
t21	30	20	30	20
t24	30	20	20	10
t25	10	0	0	-Inf
t30	20	10	20	10
t32	10	0	0	-Inf
t33	10	0	0	-Inf
t34	10	0	0	-Inf
t35	10	0	0	-Inf
t37	10	0	0	-Inf
t38	10	0	0	-Inf
t42	30	20	30	20
t43	20	10	20	10
t45	20	10	0	-Inf
t46	10	0	0	-Inf
t48	10	0	0	-Inf
t49	20	10	20	10
t50	20	10	20	10
t52	10	0	0	-Inf
t53	10	0	0	-Inf
t54	10	0	0	-Inf
t55	10	0	0	-Inf
t56	10	0	10	0
t59	20	10	0	-Inf
t60	10	0	10	0
t61	10	0	0	-Inf
t62	10	0	0	-Inf
t63	10	0	0	-Inf
t65	10	0	0	-Inf
t66	10	0	0	-Inf
t68	10	0	0	-Inf
t71	10	0	0	-Inf
t72	10	0	0	-Inf
t73	10	0	0	-Inf
t75	20	10	20	10
t76	20	10	20	10
t78	10	0	10	0
t79	10	0	0	-Inf
t80	10	0	0	-Inf
t81	10	0	0	-Inf
t82	10	0	10	0
t83	10	0	0	-Inf
t85	10	0	0	-Inf
t86	10	0	0	-Inf
t87	10	0	0	-Inf
t88	10	0	0	-Inf
t89	10	0	0	-Inf
t90	20	10	20	10
t92	10	0	10	0
t93	10	0	0	-Inf
t94	10	0	0	-Inf
t95	10	0	0	-Inf
t96	10	0	0	-Inf
t97	10	0	0	-Inf
t98	10	0	10	0
t99	10	0	0	-Inf
t100	10	0	0	-Inf
t101	10	0	0	-Inf
t102	10	0	0	-Inf
t105	10	0	0	-Inf
t106	10	0	10	0
t107	10	0	0	-Inf
t108	10	0	0	-Inf
t109	10	0	0	-Inf
t110	10	0	0	-Inf
t111	10	0	0	-Inf
t116	10	0	0	-Inf
t117	10	0	0	-Inf
t119	10	0	0	-Inf
t121	10	0	0	-Inf
t127	10	0	0	-Inf
t129	10	0	0	-Inf
t130	10	0	0	-Inf
t132	10	0	0	-Inf
t133	10	0	0	-Inf
t134	20	10	20	10
t135	10	0	10	0
t138	10	0	10	0
t139	10	0	0	-Inf
t140	10	0	10	0
t141	10	0	0	-Inf
t142	10	0	0	-Inf
t147	10	0	0	-Inf
t148	10	0	0	-Inf
t149	10	0	0	-Inf
t150	10	0	0	-Inf
t151	10	0	0	-Inf
t154	10	0	0	-Inf
t156	10	0	0	-Inf
t157	10	0	0	-Inf
t158	10	0	0	-Inf
t159	10	0	0	-Inf
t160	10	0	0	-Inf
t161	10	0	0	-Inf
t163	10	0	0	-Inf
t166	10	0	0	-Inf
t168	10	0	10	0
t169	10	0	0	-Inf
t172	10	0	0	-Inf
t173	10	0	0	-Inf
t175	10	0	0	-Inf
t177	10	0	0	-Inf
t178	10	0	10	0
t179	10	0	10	0
t180	10	0	10	0
t181	10	0	10	0
t182	10	0	0	-Inf
t185	10	0	10	0
t186	10	0	0	-Inf
t188	10	0	0	-Inf
t189	10	0	0	-Inf
t191	10	0	0	-Inf
t192	10	0	0	-Inf
t193	10	0	0	-Inf
t196	10	0	0	-Inf
t197	10	0	0	-Inf
t199	10	0	10	0
t205	10	0	0	-Inf
t206	10	0	10	0
t207	10	0	0	-Inf
t208	10	0	0	-Inf
t209	10	0	0	-Inf
t215	10	0	0	-Inf
t216	10	0	0	-Inf
t217	10	0	0	-Inf
t219	10	0	0	-Inf
t221	10	0	0	-Inf
t222	10	0	0	-Inf
t223	10	0	0	-Inf
t226	10	0	10	0
t227	10	0	0	-Inf
t228	10	0	0	-Inf
t232	10	0	0	-Inf
t233	10	0	0	-Inf
t236	10	0	0	-Inf
t237	10	0	0	-Inf
t240	10	0	0	-Inf
t241	10	0	10	0
t242	10	0	0	-Inf
t243	10	0	10	0
t246	10	0	0	-Inf
t247	10	0	0	-Inf
t248	10	0	0	-Inf
t251	10	0	0	-Inf
t254	10	0	0	-Inf
t260	10	0	0	-Inf
t262	10	0	0	-Inf
t263	10	0	0	-Inf
t264	10	0	0	-Inf
t265	10	0	0	-Inf
t266	10	0	0	-Inf
t267	10	0	0	-Inf
t268	10	0	0	-Inf
t270	10	0	0	-Inf
t271	10	0	0	-Inf
t272	10	0	0	-Inf
t273	10	0	10	0
t274	10	0	10	0
t275	10	0	0	-Inf
t276	10	0	0	-Inf
t280	10	0	0	-Inf
t281	10	0	10	0
t282	10	0	0	-Inf
t283	10	0	10	0
t284	10	0	0	-Inf
t285	10	0	0	-Inf
t288	10	0	10	0
t289	10	0	0	-Inf
t290	10	0	0	-Inf
t291	10	0	0	-Inf
t292	10	0	0	-Inf
t297	10	0	0	-Inf
t301	10	0	0	-Inf
t302	10	0	0	-Inf
t303	10	0	0	-Inf
t304	10	0	0	-Inf
t309	10	0	0	-Inf
t311	10	0	0	-Inf
t315	10	0	10	0
t316	10	0	0	-Inf
t317	10	0	10	0
t318	10	0	0	-Inf
t321	20	10	20	10
t322	20	10	0	-Inf
t324	10	0	0	-Inf
t327	10	0	0	-Inf
t328	10	0	0	-Inf
