taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	30	20
t4	30	20	30	20
t5	30	20	30	20
t6	30	20	0	-Inf
t7	20	10	10	0
t8	30	20	10	0
t9	30	20	30	20
t10	30	20	30	20
t11	30	20	0	-Inf
t12	20	10	0	-Inf
t13	30	20	30	20
t14	30	20	30	20
t18	30	20	30	20
t19	30	20	30	20
t20	20	10	20	10
t21	30	20	30	20
t23	30	20	30	20
t24	10	0	10	0
t25	10	0	0	-Inf
t26	10	0	10	0
t27	30	20	30	20
t28	30	20	30	20
t30	20	10	20	10
t31	10	0	0	-Inf
t32	10	0	10	0
t33	10	0	0	-Inf
t34	10	0	0	-Inf
t38	30	20	30	20
t39	20	10	20	10
t40	10	0	0	-Inf
t41	30	20	30	20
t44	20	10	10	0
t46	10	0	10	0
t48	10	0	10	0
t49	10	0	0	-Inf
t50	10	0	0	-Inf
t54	30	20	30	20
t56	10	0	0	-Inf
t57	10	0	0	-Inf
t60	30	20	30	20
t61	20	10	20	10
t62	20	10	20	10
t65	30	20	20	10
t67	10	0	0	-Inf
t68	30	20	30	20
t69	30	20	20	10
t70	30	20	30	20
t72	10	0	10	0
t73	10	0	0	-Inf
t74	10	0	0	-Inf
t75	10	0	0	-Inf
t76	30	20	20	10
t77	10	0	0	-Inf
t81	10	0	0	-Inf
t82	10	0	0	-Inf
t83	10	0	0	-Inf
t84	10	0	0	-Inf
t85	10	0	0	-Inf
t88	10	0	0	-Inf
t90	10	0	0	-Inf
t94	10	0	10	0
t95	10	0	0	-Inf
t96	10	0	0	-Inf
t98	10	0	0	-Inf
t100	10	0	0	-Inf
t101	10	0	0	-Inf
t102	10	0	0	-Inf
t103	20	10	20	10
t104	20	10	0	-Inf
t106	10	0	10	0
t107	10	0	10	0
t108	10	0	0	-Inf
t109	10	0	0	-Inf
t111	10	0	0	-Inf
t116	10	0	10	0
t117	10	0	0	-Inf
t120	10	0	0	-Inf
t121	10	0	0	-Inf
t122	30	20	0	-Inf
t123	30	20	30	20
t124	30	20	20	10
t126	10	0	0	-Inf
t127	20	10	20	10
t130	10	0	0	-Inf
t131	10	0	0	-Inf
t132	10	0	10	0
t133	10	0	0	-Inf
t134	10	0	0	-Inf
t135	10	0	0	-Inf
t141	10	0	0	-Inf
t142	10	0	0	-Inf
t144	10	0	10	0
t145	10	0	0	-Inf
t146	10	0	0	-Inf
t148	10	0	0	-Inf
t149	10	0	0	-Inf
t152	10	0	10	0
t153	10	0	0	-Inf
t155	10	0	0	-Inf
t156	10	0	0	-Inf
t159	10	0	0	-Inf
t160	10	0	0	-Inf
t162	10	0	0	-Inf
t165	10	0	0	-Inf
t170	10	0	0	-Inf
t171	10	0	0	-Inf
t174	10	0	0	-Inf
t176	10	0	10	0
t177	10	0	10	0
t178	10	0	0	-Inf
t181	10	0	10	0
t182	10	0	0	-Inf
t183	10	0	0	-Inf
t185	10	0	10	0
t186	10	0	0	-Inf
t187	10	0	0	-Inf
t190	10	0	0	-Inf
t192	20	10	20	10
t193	20	10	10	0
t194	10	0	0	-Inf
t195	10	0	10	0
t196	10	0	0	-Inf
t197	10	0	0	-Inf
t198	10	0	0	-Inf
t201	10	0	0	-Inf
t204	30	20	30	20
t205	30	20	30	20
t206	30	20	30	20
t208	10	0	0	-Inf
t209	10	0	0	-Inf
t210	20	10	20	10
t214	20	10	20	10
t215	10	0	0	-Inf
t216	10	0	0	-Inf
t217	10	0	0	-Inf
t218	10	0	0	-Inf
t219	10	0	0	-Inf
t220	10	0	0	-Inf
t221	10	0	0	-Inf
t222	10	0	0	-Inf
t223	10	0	10	0
t224	10	0	0	-Inf
t227	20	10	0	-Inf
t231	20	10	0	-Inf
t232	10	0	0	-Inf
t233	10	0	0	-Inf
t237	10	0	0	-Inf
t238	10	0	0	-Inf
t242	10	0	0	-Inf
t243	10	0	0	-Inf
t244	10	0	0	-Inf
t245	10	0	0	-Inf
t247	10	0	0	-Inf
t249	10	0	0	-Inf
t256	10	0	0	-Inf
t258	10	0	0	-Inf
t259	10	0	0	-Inf
t260	10	0	0	-Inf
t261	10	0	0	-Inf
t262	10	0	0	-Inf
t263	10	0	0	-Inf
t269	10	0	0	-Inf
t271	10	0	0	-Inf
t272	10	0	0	-Inf
t273	10	0	0	-Inf
t274	10	0	0	-Inf
t276	10	0	0	-Inf
t277	10	0	0	-Inf
t279	10	0	10	0
t280	10	0	0	-Inf
t281	10	0	0	-Inf
t283	10	0	0	-Inf
t285	10	0	0	-Inf
t286	10	0	10	0
t287	10	0	0	-Inf
t289	10	0	0	-Inf
t293	10	0	0	-Inf
t294	10	0	0	-Inf
t296	10	0	10	0
t297	10	0	0	-Inf
t298	10	0	0	-Inf
t299	10	0	0	-Inf
t301	10	0	0	-Inf
t303	10	0	0	-Inf
t306	10	0	0	-Inf
t308	10	0	0	-Inf
t309	10	0	0	-Inf
t311	30	20	30	20
t312	30	20	30	20
t313	30	20	30	20
t315	30	20	30	20
t317	10	0	0	-Inf
t318	10	0	0	-Inf
t319	10	0	0	-Inf
t321	10	0	0	-Inf
t325	10	0	0	-Inf
t326	10	0	0	-Inf
t327	10	0	10	0
t328	10	0	0	-Inf
t331	10	0	10	0
t333	10	0	10	0
t343	10	0	0	-Inf
t346	10	0	0	-Inf
t348	10	0	0	-Inf
