taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	20	10
t3	30	20	30	20
t4	30	20	10	0
t5	30	20	30	20
t8	30	20	30	20
t9	30	20	20	10
t10	30	20	30	20
t11	30	20	30	20
t12	30	20	30	20
t13	30	20	30	20
t14	30	20	30	20
t16	30	20	20	10
t19	30	20	10	0
t21	20	10	20	10
t22	30	20	20	10
t23	30	20	30	20
t24	30	20	30	20
t25	30	20	30	20
t26	10	0	0	-Inf
t27	30	20	30	20
t29	10	0	10	0
t30	20	10	20	10
t33	20	10	20	10
t34	10	0	0	-Inf
t35	10	0	0	-Inf
t38	30	20	30	20
t39	30	20	30	20
t41	10	0	0	-Inf
t43	10	0	0	-Inf
t44	10	0	0	-Inf
t46	20	10	0	-Inf
t47	30	20	30	20
t48	30	20	30	20
t49	30	20	30	20
t51	20	10	20	10
t52	30	20	30	20
t53	20	10	0	-Inf
t54	20	10	0	-Inf
t55	10	0	0	-Inf
t56	10	0	10	0
t58	10	0	0	-Inf
t59	10	0	10	0
t60	10	0	10	0
t61	10	0	0	-Inf
t64	20	10	20	10
t65	10	0	0	-Inf
t71	20	10	20	10
t72	20	10	20	10
t74	10	0	0	-Inf
t76	10	0	0	-Inf
t77	10	0	0	-Inf
t80	10	0	0	-Inf
t81	10	0	0	-Inf
t82	10	0	0	-Inf
t83	10	0	10	0
t84	10	0	0	-Inf
t85	10	0	0	-Inf
t87	30	20	30	20
t89	30	20	0	-Inf
t90	30	20	30	20
t91	30	20	30	20
t92	10	0	0	-Inf
t93	20	10	20	10
t94	20	10	10	0
t97	20	10	0	-Inf
t98	30	20	30	20
t99	20	10	20	10
t100	10	0	0	-Inf
t101	10	0	0	-Inf
t102	10	0	0	-Inf
t103	10	0	0	-Inf
t104	10	0	0	-Inf
t105	10	0	0	-Inf
t106	10	0	0	-Inf
t107	10	0	0	-Inf
t108	10	0	0	-Inf
t109	10	0	10	0
t110	10	0	0	-Inf
t111	10	0	0	-Inf
t112	10	0	10	0
t113	10	0	0	-Inf
t116	10	0	0	-Inf
t117	10	0	0	-Inf
t118	10	0	0	-Inf
t121	10	0	0	-Inf
t123	10	0	0	-Inf
