taxon	fad_max	fad_min	lad_max	lad_min
t1	30	20	30	20
t2	30	20	30	20
t3	30	20	20	10
t4	30	20	30	20
t5	30	20	0	-Inf
t6	30	20	20	10
t7	30	20	30	20
t8	30	20	20	10
t10	30	20	20	10
t11	30	20	20	10
t13	30	20	30	20
t16	30	20	30	20
t17	30	20	30	20
t18	20	10	20	10
t19	30	20	20	10
t20	30	20	30	20
t22	30	20	30	20
t23	30	20	30	20
t26	10	0	0	-Inf
t27	10	0	10	0
t28	10	0	0	-Inf
t29	10	0	0	-Inf
t30	10	0	0	-Inf
t31	30	20	30	20
t32	30	20	30	20
t34	20	10	20	10
t35	20	10	20	10
t37	30	20	30	20
t38	30	20	30	20
t40	20	10	20	10
t42	30	20	30	20
t43	30	20	30	20
t44	30	20	30	20
t46	30	20	30	20
t47	30	20	30	20
t49	30	20	20	10
t52	30	20	30	20
t53	30	20	20	10
t54	30	20	30	20
t58	20	10	0	-Inf
t62	30	20	20	10
t63	10	0	0	-Inf
t64	10	0	0	-Inf
t65	10	0	0	-Inf
t66	10	0	0	-Inf
t67	10	0	0	-Inf
t69	10	0	0	-Inf
t70	10	0	0	-Inf
t73	10	0	0	-Inf
t74	10	0	0	-Inf
t75	10	0	0	-Inf
t76	10	0	0	-Inf
t77	10	0	10	0
t79	10	0	0	-Inf
t83	30	20	0	-Inf
t84	30	20	0	-Inf
t85	30	20	30	20
t86	30	20	30	20
t88	20	10	20	10
t89	30	20	0	-Inf
t92	30	20	30	20
t95	30	20	30	20
t97	30	20	20	10
t99	30	20	30	20
t101	20	10	20	10
t102	10	0	0	-Inf
t105	30	20	30	20
t106	30	20	30	20
t107	30	20	30	20
t108	20	10	20	10
t112	10	0	0	-Inf
t113	10	0	0	-Inf
t115	10	0	0	-Inf
t117	10	0	0	-Inf
t119	10	0	0	-Inf
t120	10	0	0	-Inf
t122	10	0	0	-Inf
t124	10	0	0	-Inf
t126	10	0	0	-Inf
t128	10	0	0	-Inf
t131	10	0	10	0
t132	10	0	0	-Inf
t136	10	0	0	-Inf
t137	10	0	0	-Inf
t140	10	0	0	-Inf
t141	10	0	0	-Inf
t145	10	0	0	-Inf
t148	10	0	0	-Inf
t149	10	0	0	-Inf
t150	10	0	0	-Inf
t151	30	20	30	20
t152	30	20	30	20
t154	10	0	0	-Inf
t156	30	20	20	10
t158	20	10	20	10
t159	30	20	20	10
t162	30	20	30	20
t163	10	0	10	0
t164	20	10	20	10
t165	30	20	20	10
t166	20	10	20	10
t167	10	0	10	0
t168	10	0	0	-Inf
t169	10	0	0	-Inf
t170	10	0	0	-Inf
t171	30	20	30	20
t172	30	20	0	-Inf
t173	30	20	30	20
t174	30	20	30	20
t175	20	10	20	10
t178	30	20	30	20
t180	10	0	0	-Inf
t181	20	10	20	10
t182	10	0	0	-Inf
t183	10	0	10	0
t184	20	10	20	10
t185	20	10	10	0
t186	10	0	0	-Inf
t187	10	0	0	-Inf
t191	10	0	0	-Inf
t193	10	0	0	-Inf
t194	10	0	0	-Inf
t195	10	0	0	-Inf
t196	10	0	0	-Inf
t197	10	0	0	-Inf
t198	10	0	0	-Inf
t199	10	0	0	-Inf
t200	10	0	0	-Inf
t203	10	0	0	-Inf
t204	10	0	0	-Inf
t205	10	0	0	-Inf
t206	10	0	0	-Inf
t208	10	0	0	-Inf
t211	10	0	0	-Inf
t213	30	20	30	20
t214	30	20	30	20
t215	10	0	0	-Inf
t216	10	0	10	0
t217	10	0	10	0
t218	10	0	0	-Inf
t220	30	20	30	20
t224	20	10	20	10
t225	30	20	20	10
t226	20	10	0	-Inf
t228	20	10	20	10
t234	10	0	0	-Inf
t235	10	0	0	-Inf
t237	10	0	10	0
t238	10	0	0	-Inf
t239	10	0	0	-Inf
t240	10	0	0	-Inf
t242	30	20	20	10
t244	10	0	0	-Inf
t245	10	0	10	0
t246	10	0	0	-Inf
t247	10	0	0	-Inf
t248	10	0	10	0
t255	10	0	0	-Inf
t256	10	0	0	-Inf
t257	10	0	0	-Inf
t259	10	0	0	-Inf
t261	10	0	0	-Inf
t262	10	0	0	-Inf
t264	10	0	10	0
t265	10	0	0	-Inf
t266	10	0	0	-Inf
t269	10	0	0	-Inf
t270	10	0	0	-Inf
t271	10	0	0	-Inf
t278	10	0	0	-Inf
t282	10	0	10	0
t283	10	0	0	-Inf
t284	10	0	10	0
t286	10	0	0	-Inf
t292	20	10	10	0
t294	10	0	0	-Inf
t295	10	0	0	-Inf
t296	10	0	0	-Inf
t299	10	0	0	-Inf
t302	10	0	0	-Inf
t303	10	0	0	-Inf
t305	10	0	0	-Inf
t306	10	0	0	-Inf
t307	20	10	20	10
t310	10	0	0	-Inf
t312	10	0	0	-Inf
t317	10	0	0	-Inf
t318	20	10	20	10
t320	10	0	0	-Inf
t321	10	0	0	-Inf
t322	10	0	0	-Inf
t329	10	0	0	-Inf
t330	10	0	10	0
t331	10	0	10	0
t332	10	0	0	-Inf
t335	10	0	0	-Inf
t336	10	0	0	-Inf
t337	10	0	0	-Inf
t338	10	0	0	-Inf
t339	10	0	0	-Inf
t341	10	0	0	-Inf
t343	10	0	0	-Inf
t345	10	0	0	-Inf
t346	10	0	0	-Inf
t347	10	0	0	-Inf
t349	10	0	0	-Inf
t357	10	0	0	-Inf
t358	30	20	30	20
t359	10	0	10	0
t360	10	0	0	-Inf
