taxon int_1 int_2 int_3
t1 409 11 28
t2 0 0 0
t3 0 0 0
t4 0 0 0
t5 0 0 0
t8 0 0 0
t11 0 0 0
t12 0 0 0
t13 0 0 0
t16 0 0 0
t17 0 0 0
t18 0 0 0
t21 0 0 0
t24 0 0 0
t26 0 0 0
t29 0 0 0
t30 0 0 0
t32 0 0 0
t34 0 0 0
t35 0 0 0
t36 0 0 0
t37 0 0 0
t40 0 0 0
t41 0 0 0
t42 0 0 0
t43 0 0 0
t44 0 0 0
t46 0 0 0
t48 0 0 0
t51 0 0 0
t52 0 0 0
t53 0 0 0
t54 0 0 0
t55 0 0 0
t57 0 0 0
t59 0 0 0
t61 0 0 0
t62 0 0 0
t63 0 0 0
t64 0 0 0
t66 0 0 0
t68 0 0 0
t71 0 0 0
t72 0 0 0
t74 0 0 0
t78 0 0 0
t81 0 0 0
t83 0 0 0
t84 0 0 0
t86 0 0 0
t89 0 0 0
t90 0 0 0
t91 0 0 0
t92 0 0 0
t93 0 0 0
t95 0 0 0
t97 0 0 0
t98 0 0 0
t99 0 0 0
t100 0 0 0
t101 0 0 0
t102 0 0 0
t103 0 0 0
t104 0 0 0
t106 0 0 0
t108 0 0 0
t109 0 0 0
t110 0 0 0
t113 0 0 0
t114 0 0 0
t115 0 0 0
t116 0 0 0
t118 0 0 0
t119 0 0 0
t121 0 0 0
t123 0 0 0
t124 0 0 0
t127 0 0 0
t129 0 0 0
t133 0 0 0
t134 0 0 0
t136 0 0 0
t138 0 0 0
t139 0 0 0
t142 0 0 0
t143 0 0 0
t147 0 0 0
t150 0 0 0
t151 0 0 0
t152 0 0 0
t153 0 0 0
t156 0 0 0
t157 0 0 0
t159 0 0 0
t160 0 0 0
t162 0 0 0
t163 0 0 0
t164 0 0 0
t166 0 0 0
t167 0 0 0
t173 0 0 0
t174 0 0 0
t176 0 0 0
t177 0 0 0
t178 0 0 0
t180 0 0 0
t182 0 0 0
t183 0 0 0
t184 0 0 0
t185 0 0 0
t189 0 0 0
t191 0 0 0
t193 0 0 0
t194 0 0 0
t195 0 0 0
t197 0 0 0
t198 0 0 0
t199 0 0 0
t200 0 0 0
t201 0 0 0
t202 0 0 0
t204 0 0 0
t207 0 0 0
t209 0 0 0
t215 0 0 0
t216 0 0 0
t217 0 0 0
t219 0 0 0
t221 0 0 0
t226 0 0 0
t227 0 0 0
t229 0 0 0
t231 0 0 0
t233 0 0 0
t237 0 0 0
t238 0 0 0
t240 0 0 0
t241 0 0 0
t244 0 0 0
t245 0 0 0
t247 0 0 0
t251 0 0 0
t252 0 0 0
t253 0 0 0
t255 0 0 0
t258 0 0 0
t259 0 0 0
t260 0 0 0
t262 0 0 0
t263 0 0 0
t267 0 0 0
t270 0 0 0
t275 0 0 0
t276 0 0 0
t277 0 0 0
t281 0 0 0
t282 0 0 0
t284 0 0 0
t285 0 0 0
t286 0 0 0
t288 0 0 0
t290 0 0 0
t291 0 0 0
t292 0 0 0
t293 0 0 0
t294 0 0 0
t295 0 0 0
t297 0 0 0
t298 0 0 0
t302 0 0 0
t304 0 0 0
t309 0 0 0
t314 0 0 0
t316 0 0 0
t321 0 0 0
t325 0 0 0
t328 0 0 0
t329 0 0 0
t331 0 0 0
t339 0 0 0
t346 0 0 0
t349 0 0 0
t350 0 0 0
t352 0 0 0
t353 0 0 0
t355 0 0 0
t356 0 0 0
t358 0 0 0
t359 0 0 0
t360 0 0 0
t362 0 0 0
t364 0 0 0
t365 0 0 0
t370 0 0 0
t373 0 0 0
t376 0 0 0
t378 0 0 0
t379 0 0 0
t381 0 0 0
t382 0 0 0
t388 0 0 0
t394 0 0 0
t401 0 0 0
t406 0 0 0
t410 0 0 0
t414 0 0 0
t426 0 0 0
t427 0 0 0
t429 0 0 0
t433 0 0 0
t440 0 0 0
t443 0 0 0
t444 0 0 0
t449 0 0 0
t452 0 0 0
t456 0 0 0
t465 0 0 0
t466 0 0 0
t471 0 0 0
t472 0 0 0
t473 0 0 0
t475 0 0 0
t478 0 0 0
t482 0 0 0
t483 0 0 0
t486 0 0 0
t488 0 0 0
t490 0 0 0
t492 0 0 0
t498 0 0 0
