   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 16.8 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -114.521   |              0   |       -114.521   |   00:00:00   |   --:--:--   |
100000      |       -27.7165   |              0   |       -27.7165   |   00:00:18   |   --:--:--   |
200000      |        -44.454   |              0   |        -44.454   |   00:00:36   |   02:29:24   |
300000      |       -27.1974   |              0   |       -27.1974   |   00:00:54   |   02:29:06   |
400000      |       -29.4451   |              0   |       -29.4451   |   00:01:12   |   02:28:48   |
500000      |       -37.9992   |              0   |       -37.9992   |   00:01:30   |   02:28:30   |
600000      |       -26.3198   |              0   |       -26.3198   |   00:01:47   |   02:26:49   |
700000      |       -34.4419   |              0   |       -34.4419   |   00:02:04   |   02:25:33   |
800000      |       -32.5012   |              0   |       -32.5012   |   00:02:20   |   02:23:30   |
900000      |       -29.4148   |              0   |       -29.4148   |   00:02:37   |   02:22:45   |
1000000     |       -42.9901   |              0   |       -42.9901   |   00:02:52   |   02:20:28   |
1100000     |       -44.6971   |              0   |       -44.6971   |   00:03:07   |   02:18:33   |
1200000     |       -29.3009   |              0   |       -29.3009   |   00:03:22   |   02:16:54   |
1300000     |       -36.1088   |              0   |       -36.1088   |   00:03:39   |   02:16:44   |
1400000     |       -24.7989   |              0   |       -24.7989   |   00:03:57   |   02:17:07   |
1500000     |       -34.6556   |              0   |       -34.6556   |   00:04:15   |   02:17:25   |
1600000     |       -36.7895   |              0   |       -36.7895   |   00:04:33   |   02:17:38   |
1700000     |       -35.9507   |              0   |       -35.9507   |   00:04:51   |   02:17:47   |
1800000     |       -25.2772   |              0   |       -25.2772   |   00:05:09   |   02:17:54   |
1900000     |       -30.8939   |              0   |       -30.8939   |   00:05:27   |   02:17:58   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -30.2529   |              0   |       -30.2529   |   00:05:45   |   02:18:00   |
2100000     |       -38.1033   |              0   |       -38.1033   |   00:06:03   |   02:17:59   |
2200000     |       -35.3336   |              0   |       -35.3336   |   00:06:21   |   02:17:58   |
2300000     |       -23.6807   |              0   |       -23.6807   |   00:06:39   |   02:17:54   |
2400000     |       -35.1842   |              0   |       -35.1842   |   00:06:57   |   02:17:50   |
2500000     |       -21.1495   |              0   |       -21.1495   |   00:07:15   |   02:17:45   |
