   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -48.1954   |              0   |       -48.1954   |   00:00:00   |   --:--:--   |
100000      |       -21.1744   |              0   |       -21.1744   |   00:00:09   |   --:--:--   |
200000      |       -18.8304   |              0   |       -18.8304   |   00:00:17   |   01:10:33   |
300000      |       -16.6946   |              0   |       -16.6946   |   00:00:25   |   01:09:01   |
400000      |        -20.427   |              0   |        -20.427   |   00:00:33   |   01:08:12   |
500000      |       -20.4456   |              0   |       -20.4456   |   00:00:41   |   01:07:39   |
600000      |       -14.9256   |              0   |       -14.9256   |   00:00:49   |   01:07:14   |
700000      |       -15.3771   |              0   |       -15.3771   |   00:00:57   |   01:06:54   |
800000      |       -17.7704   |              0   |       -17.7704   |   00:01:05   |   01:06:37   |
900000      |        -18.588   |              0   |        -18.588   |   00:01:13   |   01:06:22   |
1000000     |       -19.1868   |              0   |       -19.1868   |   00:01:21   |   01:06:09   |
1100000     |         -16.17   |              0   |         -16.17   |   00:01:29   |   01:05:56   |
1200000     |        -17.173   |              0   |        -17.173   |   00:01:37   |   01:05:44   |
1300000     |       -15.9208   |              0   |       -15.9208   |   00:01:45   |   01:05:33   |
1400000     |       -13.8009   |              0   |       -13.8009   |   00:01:53   |   01:05:22   |
1500000     |       -13.5683   |              0   |       -13.5683   |   00:02:01   |   01:05:12   |
1600000     |        -18.676   |              0   |        -18.676   |   00:02:09   |   01:05:02   |
1700000     |       -13.7324   |              0   |       -13.7324   |   00:02:17   |   01:04:52   |
1800000     |       -24.2355   |              0   |       -24.2355   |   00:02:25   |   01:04:42   |
1900000     |       -16.5394   |              0   |       -16.5394   |   00:02:33   |   01:04:33   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -20.5324   |              0   |       -20.5324   |   00:02:41   |   01:04:24   |
2100000     |       -20.7449   |              0   |       -20.7449   |   00:02:49   |   01:04:14   |
