   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 14.4 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -250.918   |              0   |       -250.918   |   00:00:00   |   --:--:--   |
100000      |       -42.6718   |              0   |       -42.6718   |   00:00:14   |   --:--:--   |
200000      |       -41.3505   |              0   |       -41.3505   |   00:00:27   |   01:52:03   |
300000      |       -42.3879   |              0   |       -42.3879   |   00:00:41   |   01:53:12   |
400000      |       -43.9672   |              0   |       -43.9672   |   00:00:54   |   01:51:36   |
500000      |       -52.7638   |              0   |       -52.7638   |   00:01:08   |   01:52:12   |
600000      |        -52.708   |              0   |        -52.708   |   00:01:21   |   01:51:09   |
700000      |       -54.6505   |              0   |       -54.6505   |   00:01:35   |   01:51:30   |
800000      |       -39.3647   |              0   |       -39.3647   |   00:01:49   |   01:51:43   |
900000      |        -53.112   |              0   |        -53.112   |   00:02:02   |   01:50:55   |
1000000     |       -58.0372   |              0   |       -58.0372   |   00:02:16   |   01:51:04   |
1100000     |        -56.285   |              0   |        -56.285   |   00:02:29   |   01:50:23   |
1200000     |       -58.0907   |              0   |       -58.0907   |   00:02:42   |   01:49:48   |
1300000     |       -51.1779   |              0   |       -51.1779   |   00:02:56   |   01:49:53   |
1400000     |        -44.237   |              0   |        -44.237   |   00:03:09   |   01:49:21   |
1500000     |       -59.1334   |              0   |       -59.1334   |   00:03:23   |   01:49:23   |
1600000     |       -51.5656   |              0   |       -51.5656   |   00:03:36   |   01:48:54   |
1700000     |       -54.9119   |              0   |       -54.9119   |   00:03:50   |   01:48:54   |
1800000     |       -47.5443   |              0   |       -47.5443   |   00:04:03   |   01:48:27   |
1900000     |       -46.1607   |              0   |       -46.1607   |   00:04:17   |   01:48:26   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -49.7793   |              0   |       -49.7793   |   00:04:30   |   01:48:00   |
2100000     |       -58.1468   |              0   |       -58.1468   |   00:04:44   |   01:47:57   |
2200000     |       -44.7598   |              0   |       -44.7598   |   00:04:57   |   01:47:33   |
2300000     |       -48.0433   |              0   |       -48.0433   |   00:05:11   |   01:47:29   |
2400000     |       -49.0639   |              0   |       -49.0639   |   00:05:24   |   01:47:06   |
2500000     |       -46.1923   |              0   |       -46.1923   |   00:05:38   |   01:47:02   |
2600000     |       -52.3753   |              0   |       -52.3753   |   00:05:51   |   01:46:39   |
2700000     |       -43.9043   |              0   |       -43.9043   |   00:06:04   |   01:46:16   |
2800000     |       -51.8318   |              0   |       -51.8318   |   00:06:18   |   01:46:12   |
2900000     |       -44.7283   |              0   |       -44.7283   |   00:06:31   |   01:45:50   |
3000000     |       -47.8299   |              0   |       -47.8299   |   00:06:45   |   01:45:45   |
3100000     |       -52.4111   |              0   |       -52.4111   |   00:06:58   |   01:45:23   |
3200000     |       -62.3257   |              0   |       -62.3257   |   00:07:11   |   01:45:03   |
3300000     |       -42.5763   |              0   |       -42.5763   |   00:07:25   |   01:44:57   |
3400000     |       -52.7775   |              0   |       -52.7775   |   00:07:38   |   01:44:37   |
3500000     |        -50.982   |              0   |        -50.982   |   00:07:52   |   01:44:30   |
3600000     |       -48.6813   |              0   |       -48.6813   |   00:08:05   |   01:44:11   |
3700000     |       -50.0635   |              0   |       -50.0635   |   00:08:18   |   01:43:51   |
3800000     |         -41.19   |              0   |         -41.19   |   00:08:32   |   01:43:44   |
3900000     |       -52.5302   |              0   |       -52.5302   |   00:08:45   |   01:43:25   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -50.9752   |              0   |       -50.9752   |   00:08:59   |   01:43:18   |
4100000     |       -45.8703   |              0   |       -45.8703   |   00:09:13   |   01:43:10   |
4200000     |       -54.3792   |              0   |       -54.3792   |   00:09:26   |   01:42:52   |
4300000     |       -41.6933   |              0   |       -41.6933   |   00:09:39   |   01:42:33   |
4400000     |       -57.3876   |              0   |       -57.3876   |   00:09:52   |   01:42:15   |
4500000     |       -49.3501   |              0   |       -49.3501   |   00:10:05   |   01:41:57   |
4600000     |       -40.9935   |              0   |       -40.9935   |   00:10:18   |   01:41:39   |
4700000     |       -49.6567   |              0   |       -49.6567   |   00:10:31   |   01:41:21   |
4800000     |       -47.5351   |              0   |       -47.5351   |   00:10:44   |   01:41:04   |
4900000     |       -53.0203   |              0   |       -53.0203   |   00:10:57   |   01:40:47   |
5000000     |       -48.9725   |              0   |       -48.9725   |   00:11:11   |   01:40:39   |
5100000     |       -57.8666   |              0   |       -57.8666   |   00:11:24   |   01:40:21   |
5200000     |       -57.2288   |              0   |       -57.2288   |   00:11:38   |   01:40:13   |
5300000     |       -49.7745   |              0   |       -49.7745   |   00:11:51   |   01:39:56   |
5400000     |       -49.3362   |              0   |       -49.3362   |   00:12:04   |   01:39:39   |
5500000     |       -37.5886   |              0   |       -37.5886   |   00:12:18   |   01:39:31   |
5600000     |       -46.4574   |              0   |       -46.4574   |   00:12:31   |   01:39:14   |
5700000     |       -40.5853   |              0   |       -40.5853   |   00:12:44   |   01:38:57   |
5800000     |       -48.7746   |              0   |       -48.7746   |   00:12:58   |   01:38:48   |
5900000     |       -54.4359   |              0   |       -54.4359   |   00:13:11   |   01:38:32   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
