   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 13.8 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -88.8273   |              0   |       -88.8273   |   00:00:00   |   --:--:--   |
100000      |       -20.9888   |              0   |       -20.9888   |   00:00:08   |   --:--:--   |
200000      |       -23.6349   |              0   |       -23.6349   |   00:00:15   |   01:02:15   |
300000      |       -23.7232   |              0   |       -23.7232   |   00:00:23   |   01:03:30   |
400000      |       -17.0008   |              0   |       -17.0008   |   00:00:31   |   01:04:04   |
500000      |       -21.7004   |              0   |       -21.7004   |   00:00:39   |   01:04:21   |
600000      |       -19.3459   |              0   |       -19.3459   |   00:00:46   |   01:03:07   |
700000      |       -25.9378   |              0   |       -25.9378   |   00:00:54   |   01:03:23   |
800000      |         -25.34   |              0   |         -25.34   |   00:01:02   |   01:03:33   |
900000      |       -27.5414   |              0   |       -27.5414   |   00:01:09   |   01:02:44   |
1000000     |       -23.9722   |              0   |       -23.9722   |   00:01:17   |   01:02:53   |
1100000     |       -23.7115   |              0   |       -23.7115   |   00:01:25   |   01:02:58   |
1200000     |       -18.4601   |              0   |       -18.4601   |   00:01:33   |   01:03:02   |
1300000     |       -21.0218   |              0   |       -21.0218   |   00:01:40   |   01:02:26   |
1400000     |       -16.2457   |              0   |       -16.2457   |   00:01:48   |   01:02:29   |
1500000     |       -19.8046   |              0   |       -19.8046   |   00:01:56   |   01:02:30   |
1600000     |       -21.1968   |              0   |       -21.1968   |   00:02:04   |   01:02:31   |
1700000     |       -19.5627   |              0   |       -19.5627   |   00:02:11   |   01:02:01   |
1800000     |       -21.2711   |              0   |       -21.2711   |   00:02:19   |   01:02:02   |
1900000     |       -26.2906   |              0   |       -26.2906   |   00:02:27   |   01:02:01   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -17.0661   |              0   |       -17.0661   |   00:02:34   |   01:01:36   |
2100000     |       -21.4754   |              0   |       -21.4754   |   00:02:42   |   01:01:35   |
2200000     |       -19.6562   |              0   |       -19.6562   |   00:02:50   |   01:01:33   |
2300000     |       -18.5603   |              0   |       -18.5603   |   00:02:58   |   01:01:31   |
2400000     |       -26.5145   |              0   |       -26.5145   |   00:03:05   |   01:01:09   |
2500000     |       -27.5426   |              0   |       -27.5426   |   00:03:13   |   01:01:07   |
2600000     |       -22.3924   |              0   |       -22.3924   |   00:03:21   |   01:01:04   |
2700000     |       -22.3644   |              0   |       -22.3644   |   00:03:28   |   01:00:43   |
2800000     |        -26.381   |              0   |        -26.381   |   00:03:36   |   01:00:41   |
2900000     |       -12.9593   |              0   |       -12.9593   |   00:03:44   |   01:00:38   |
3000000     |       -16.8918   |              0   |       -16.8918   |   00:03:52   |   01:00:34   |
3100000     |       -28.2442   |              0   |       -28.2442   |   00:03:59   |   01:00:15   |
3200000     |       -18.5992   |              0   |       -18.5992   |   00:04:07   |   01:00:12   |
3300000     |        -17.278   |              0   |        -17.278   |   00:04:15   |   01:00:08   |
3400000     |       -26.2667   |              0   |       -26.2667   |   00:04:23   |   01:00:04   |
3500000     |       -14.3308   |              0   |       -14.3308   |   00:04:30   |   00:59:47   |
3600000     |       -21.5443   |              0   |       -21.5443   |   00:04:38   |   00:59:43   |
3700000     |       -22.9967   |              0   |       -22.9967   |   00:04:46   |   00:59:38   |
3800000     |       -20.8345   |              0   |       -20.8345   |   00:04:53   |   00:59:22   |
3900000     |        -16.824   |              0   |        -16.824   |   00:05:01   |   00:59:17   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -31.3969   |              0   |       -31.3969   |   00:05:09   |   00:59:13   |
4100000     |       -26.1904   |              0   |       -26.1904   |   00:05:17   |   00:59:08   |
4200000     |       -22.6667   |              0   |       -22.6667   |   00:05:24   |   00:58:53   |
4300000     |       -21.5169   |              0   |       -21.5169   |   00:05:32   |   00:58:48   |
4400000     |        -18.825   |              0   |        -18.825   |   00:05:40   |   00:58:43   |
4500000     |        -13.491   |              0   |        -13.491   |   00:05:47   |   00:58:28   |
4600000     |       -19.5774   |              0   |       -19.5774   |   00:05:55   |   00:58:23   |
4700000     |       -12.2918   |              0   |       -12.2918   |   00:06:03   |   00:58:18   |
4800000     |       -32.2147   |              0   |       -32.2147   |   00:06:11   |   00:58:13   |
4900000     |       -19.4351   |              0   |       -19.4351   |   00:06:18   |   00:57:59   |
5000000     |       -21.4739   |              0   |       -21.4739   |   00:06:26   |   00:57:54   |
5100000     |       -21.0563   |              0   |       -21.0563   |   00:06:34   |   00:57:48   |
5200000     |       -24.4982   |              0   |       -24.4982   |   00:06:41   |   00:57:34   |
5300000     |       -20.9484   |              0   |       -20.9484   |   00:06:49   |   00:57:29   |
5400000     |       -33.9372   |              0   |       -33.9372   |   00:06:57   |   00:57:24   |
5500000     |          -20.4   |              0   |          -20.4   |   00:07:05   |   00:57:18   |
5600000     |       -20.3018   |              0   |       -20.3018   |   00:07:12   |   00:57:05   |
5700000     |       -20.9747   |              0   |       -20.9747   |   00:07:20   |   00:56:59   |
5800000     |       -26.1411   |              0   |       -26.1411   |   00:07:28   |   00:56:54   |
5900000     |       -20.1312   |              0   |       -20.1312   |   00:07:35   |   00:56:40   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000000     |       -30.4571   |              0   |       -30.4571   |   00:07:43   |   00:56:35   |
6100000     |        -26.773   |              0   |        -26.773   |   00:07:51   |   00:56:29   |
6200000     |       -29.1079   |              0   |       -29.1079   |   00:07:59   |   00:56:23   |
6300000     |       -22.6254   |              0   |       -22.6254   |   00:08:06   |   00:56:11   |
6400000     |       -17.2092   |              0   |       -17.2092   |   00:08:14   |   00:56:05   |
6500000     |       -24.1645   |              0   |       -24.1645   |   00:08:22   |   00:55:59   |
6600000     |       -21.4042   |              0   |       -21.4042   |   00:08:30   |   00:55:53   |
6700000     |       -28.0884   |              0   |       -28.0884   |   00:08:37   |   00:55:41   |
6800000     |        -22.378   |              0   |        -22.378   |   00:08:45   |   00:55:35   |
6900000     |       -30.2246   |              0   |       -30.2246   |   00:08:53   |   00:55:29   |
7000000     |       -24.7071   |              0   |       -24.7071   |   00:09:00   |   00:55:17   |
7100000     |       -18.1866   |              0   |       -18.1866   |   00:09:08   |   00:55:11   |
7200000     |        -21.286   |              0   |        -21.286   |   00:09:16   |   00:55:05   |
7300000     |       -16.2512   |              0   |       -16.2512   |   00:09:24   |   00:54:59   |
7400000     |       -27.2255   |              0   |       -27.2255   |   00:09:31   |   00:54:47   |
7500000     |       -22.5092   |              0   |       -22.5092   |   00:09:39   |   00:54:41   |
7600000     |       -26.2881   |              0   |       -26.2881   |   00:09:47   |   00:54:34   |
7700000     |       -19.3287   |              0   |       -19.3287   |   00:09:54   |   00:54:23   |
7800000     |       -21.3317   |              0   |       -21.3317   |   00:10:02   |   00:54:16   |
7900000     |       -15.0472   |              0   |       -15.0472   |   00:10:10   |   00:54:10   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
8000000     |       -24.2351   |              0   |       -24.2351   |   00:10:18   |   00:54:04   |
8100000     |       -20.3416   |              0   |       -20.3416   |   00:10:25   |   00:53:53   |
8200000     |       -21.3245   |              0   |       -21.3245   |   00:10:33   |   00:53:46   |
8300000     |       -19.4087   |              0   |       -19.4087   |   00:10:41   |   00:53:40   |
8400000     |       -24.5192   |              0   |       -24.5192   |   00:10:48   |   00:53:29   |
8500000     |       -22.1135   |              0   |       -22.1135   |   00:10:56   |   00:53:22   |
8600000     |       -21.0375   |              0   |       -21.0375   |   00:11:04   |   00:53:16   |
8700000     |       -22.1522   |              0   |       -22.1522   |   00:11:12   |   00:53:10   |
8800000     |       -22.5137   |              0   |       -22.5137   |   00:11:19   |   00:52:58   |
8900000     |       -15.5089   |              0   |       -15.5089   |   00:11:27   |   00:52:52   |
9000000     |       -20.2573   |              0   |       -20.2573   |   00:11:35   |   00:52:46   |
9100000     |       -23.4804   |              0   |       -23.4804   |   00:11:42   |   00:52:35   |
9200000     |       -26.3086   |              0   |       -26.3086   |   00:11:50   |   00:52:28   |
9300000     |       -20.8996   |              0   |       -20.8996   |   00:11:58   |   00:52:22   |
9400000     |       -17.2894   |              0   |       -17.2894   |   00:12:06   |   00:52:15   |
9500000     |       -22.3198   |              0   |       -22.3198   |   00:12:13   |   00:52:04   |
