   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12.6 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -54.2261   |              0   |       -54.2261   |   00:00:00   |   --:--:--   |
100000      |       -27.2611   |              0   |       -27.2611   |   00:00:09   |   --:--:--   |
200000      |       -22.3698   |              0   |       -22.3698   |   00:00:18   |   01:14:42   |
300000      |       -24.5328   |              0   |       -24.5328   |   00:00:27   |   01:14:33   |
400000      |       -22.8728   |              0   |       -22.8728   |   00:00:36   |   01:14:24   |
500000      |        -20.313   |              0   |        -20.313   |   00:00:45   |   01:14:15   |
600000      |       -29.1967   |              0   |       -29.1967   |   00:00:54   |   01:14:06   |
700000      |       -21.5351   |              0   |       -21.5351   |   00:01:03   |   01:13:57   |
800000      |       -28.9937   |              0   |       -28.9937   |   00:01:12   |   01:13:48   |
900000      |       -24.8595   |              0   |       -24.8595   |   00:01:21   |   01:13:39   |
1000000     |       -19.3251   |              0   |       -19.3251   |   00:01:30   |   01:13:30   |
1100000     |       -18.6245   |              0   |       -18.6245   |   00:01:39   |   01:13:21   |
1200000     |       -29.4392   |              0   |       -29.4392   |   00:01:48   |   01:13:12   |
1300000     |       -21.6237   |              0   |       -21.6237   |   00:01:58   |   01:13:40   |
1400000     |       -36.7004   |              0   |       -36.7004   |   00:02:07   |   01:13:28   |
1500000     |       -27.0031   |              0   |       -27.0031   |   00:02:16   |   01:13:17   |
1600000     |       -28.8593   |              0   |       -28.8593   |   00:02:25   |   01:13:06   |
1700000     |       -24.0452   |              0   |       -24.0452   |   00:02:34   |   01:12:55   |
1800000     |       -23.0422   |              0   |       -23.0422   |   00:02:44   |   01:13:11   |
1900000     |       -16.5505   |              0   |       -16.5505   |   00:02:52   |   01:12:34   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -21.6869   |              0   |       -21.6869   |   00:03:01   |   01:12:24   |
2100000     |        -20.888   |              0   |        -20.888   |   00:03:10   |   01:12:13   |
2200000     |       -24.1742   |              0   |       -24.1742   |   00:03:19   |   01:12:03   |
2300000     |       -22.6639   |              0   |       -22.6639   |   00:03:28   |   01:11:53   |
2400000     |        -29.929   |              0   |        -29.929   |   00:03:37   |   01:11:43   |
2500000     |       -25.7376   |              0   |       -25.7376   |   00:03:46   |   01:11:34   |
2600000     |       -16.1495   |              0   |       -16.1495   |   00:03:55   |   01:11:24   |
2700000     |       -21.2699   |              0   |       -21.2699   |   00:04:03   |   01:10:57   |
2800000     |       -32.5979   |              0   |       -32.5979   |   00:04:12   |   01:10:48   |
2900000     |       -23.3181   |              0   |       -23.3181   |   00:04:21   |   01:10:39   |
3000000     |        -18.124   |              0   |        -18.124   |   00:04:30   |   01:10:30   |
3100000     |       -22.3078   |              0   |       -22.3078   |   00:04:39   |   01:10:21   |
3200000     |       -28.1277   |              0   |       -28.1277   |   00:04:48   |   01:10:12   |
3300000     |       -21.4946   |              0   |       -21.4946   |   00:04:57   |   01:10:03   |
3400000     |       -27.9812   |              0   |       -27.9812   |   00:05:06   |   01:09:54   |
3500000     |       -25.1298   |              0   |       -25.1298   |   00:05:15   |   01:09:45   |
3600000     |       -30.6209   |              0   |       -30.6209   |   00:05:24   |   01:09:36   |
3700000     |        -26.764   |              0   |        -26.764   |   00:05:33   |   01:09:27   |
3800000     |       -15.7929   |              0   |       -15.7929   |   00:05:42   |   01:09:18   |
3900000     |       -16.2221   |              0   |       -16.2221   |   00:05:51   |   01:09:09   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |         -24.34   |              0   |         -24.34   |   00:06:00   |   01:09:00   |
4100000     |       -29.4392   |              0   |       -29.4392   |   00:06:09   |   01:08:51   |
4200000     |       -18.6434   |              0   |       -18.6434   |   00:06:18   |   01:08:42   |
4300000     |       -23.4461   |              0   |       -23.4461   |   00:06:27   |   01:08:33   |
4400000     |       -16.7629   |              0   |       -16.7629   |   00:06:36   |   01:08:24   |
4500000     |       -23.5025   |              0   |       -23.5025   |   00:06:44   |   01:08:04   |
4600000     |       -23.2316   |              0   |       -23.2316   |   00:06:53   |   01:07:56   |
4700000     |       -20.2104   |              0   |       -20.2104   |   00:07:03   |   01:07:57   |
4800000     |       -21.7355   |              0   |       -21.7355   |   00:07:12   |   01:07:48   |
4900000     |       -22.4707   |              0   |       -22.4707   |   00:07:21   |   01:07:39   |
5000000     |       -21.2258   |              0   |       -21.2258   |   00:07:30   |   01:07:30   |
5100000     |       -18.3789   |              0   |       -18.3789   |   00:07:39   |   01:07:21   |
5200000     |       -23.7179   |              0   |       -23.7179   |   00:07:48   |   01:07:12   |
5300000     |       -18.6028   |              0   |       -18.6028   |   00:07:56   |   01:06:54   |
5400000     |       -21.9439   |              0   |       -21.9439   |   00:08:06   |   01:06:54   |
5500000     |       -22.9609   |              0   |       -22.9609   |   00:08:15   |   01:06:45   |
5600000     |       -29.3523   |              0   |       -29.3523   |   00:08:24   |   01:06:36   |
5700000     |       -30.1984   |              0   |       -30.1984   |   00:08:33   |   01:06:27   |
5800000     |       -21.1199   |              0   |       -21.1199   |   00:08:42   |   01:06:18   |
5900000     |       -21.7271   |              0   |       -21.7271   |   00:08:51   |   01:06:09   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
