   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -24.2198   |              0   |       -24.2198   |   00:00:00   |   --:--:--   |
100000      |       -11.3817   |              0   |       -11.3817   |   00:00:08   |   --:--:--   |
200000      |       -15.0219   |              0   |       -15.0219   |   00:00:16   |   01:06:24   |
300000      |       -15.4624   |              0   |       -15.4624   |   00:00:24   |   01:06:16   |
400000      |       -23.2152   |              0   |       -23.2152   |   00:00:32   |   01:06:08   |
500000      |       -10.9051   |              0   |       -10.9051   |   00:00:40   |   01:06:00   |
600000      |       -12.5245   |              0   |       -12.5245   |   00:00:48   |   01:05:52   |
700000      |       -14.7644   |              0   |       -14.7644   |   00:00:57   |   01:06:54   |
800000      |       -16.1994   |              0   |       -16.1994   |   00:01:05   |   01:06:37   |
900000      |       -16.6219   |              0   |       -16.6219   |   00:01:13   |   01:06:22   |
1000000     |        -18.955   |              0   |        -18.955   |   00:01:21   |   01:06:09   |
1100000     |       -7.16504   |              0   |       -7.16504   |   00:01:29   |   01:05:56   |
1200000     |       -7.35406   |              0   |       -7.35406   |   00:01:37   |   01:05:44   |
1300000     |       -11.7627   |              0   |       -11.7627   |   00:01:45   |   01:05:33   |
1400000     |       -15.0146   |              0   |       -15.0146   |   00:01:53   |   01:05:22   |
1500000     |       -19.3757   |              0   |       -19.3757   |   00:02:01   |   01:05:12   |
1600000     |       -12.9625   |              0   |       -12.9625   |   00:02:09   |   01:05:02   |
1700000     |       -14.1621   |              0   |       -14.1621   |   00:02:17   |   01:04:52   |
1800000     |       -12.1768   |              0   |       -12.1768   |   00:02:25   |   01:04:42   |
1900000     |       -24.3587   |              0   |       -24.3587   |   00:02:33   |   01:04:33   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -16.4686   |              0   |       -16.4686   |   00:02:42   |   01:04:48   |
2100000     |       -13.8448   |              0   |       -13.8448   |   00:02:50   |   01:04:37   |
2200000     |       -13.4617   |              0   |       -13.4617   |   00:02:58   |   01:04:27   |
2300000     |       -12.1138   |              0   |       -12.1138   |   00:03:06   |   01:04:17   |
2400000     |       -12.4964   |              0   |       -12.4964   |   00:03:14   |   01:04:07   |
2500000     |       -12.8335   |              0   |       -12.8335   |   00:03:22   |   01:03:58   |
2600000     |       -19.9196   |              0   |       -19.9196   |   00:03:30   |   01:03:48   |
2700000     |       -15.7535   |              0   |       -15.7535   |   00:03:38   |   01:03:39   |
2800000     |       -16.8285   |              0   |       -16.8285   |   00:03:46   |   01:03:29   |
2900000     |       -23.1941   |              0   |       -23.1941   |   00:03:54   |   01:03:20   |
3000000     |       -17.6099   |              0   |       -17.6099   |   00:04:02   |   01:03:11   |
3100000     |       -11.7524   |              0   |       -11.7524   |   00:04:10   |   01:03:02   |
3200000     |       -13.0847   |              0   |       -13.0847   |   00:04:19   |   01:03:07   |
3300000     |       -10.2977   |              0   |       -10.2977   |   00:04:27   |   01:02:58   |
3400000     |       -11.2745   |              0   |       -11.2745   |   00:04:35   |   01:02:49   |
3500000     |       -18.1927   |              0   |       -18.1927   |   00:04:43   |   01:02:39   |
3600000     |       -22.6801   |              0   |       -22.6801   |   00:04:51   |   01:02:30   |
3700000     |       -27.8231   |              0   |       -27.8231   |   00:04:59   |   01:02:21   |
3800000     |       -9.68192   |              0   |       -9.68192   |   00:05:07   |   01:02:12   |
3900000     |       -20.3014   |              0   |       -20.3014   |   00:05:15   |   01:02:03   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -11.5215   |              0   |       -11.5215   |   00:05:23   |   01:01:54   |
4100000     |        -16.522   |              0   |        -16.522   |   00:05:31   |   01:01:45   |
4200000     |        -17.327   |              0   |        -17.327   |   00:05:39   |   01:01:36   |
4300000     |       -9.40841   |              0   |       -9.40841   |   00:05:48   |   01:01:38   |
4400000     |       -21.3691   |              0   |       -21.3691   |   00:05:56   |   01:01:29   |
4500000     |       -15.2126   |              0   |       -15.2126   |   00:06:04   |   01:01:20   |
4600000     |       -19.0519   |              0   |       -19.0519   |   00:06:12   |   01:01:11   |
4700000     |       -11.3244   |              0   |       -11.3244   |   00:06:20   |   01:01:02   |
4800000     |       -15.9003   |              0   |       -15.9003   |   00:06:28   |   01:00:53   |
4900000     |       -17.5484   |              0   |       -17.5484   |   00:06:36   |   01:00:44   |
5000000     |       -16.8965   |              0   |       -16.8965   |   00:06:44   |   01:00:36   |
5100000     |       -11.4299   |              0   |       -11.4299   |   00:06:52   |   01:00:27   |
5200000     |       -9.60183   |              0   |       -9.60183   |   00:07:00   |   01:00:18   |
5300000     |       -22.5753   |              0   |       -22.5753   |   00:07:08   |   01:00:09   |
5400000     |       -14.7236   |              0   |       -14.7236   |   00:07:16   |   01:00:01   |
5500000     |       -11.4415   |              0   |       -11.4415   |   00:07:25   |   01:00:00   |
5600000     |       -15.1751   |              0   |       -15.1751   |   00:07:33   |   00:59:51   |
5700000     |       -16.4114   |              0   |       -16.4114   |   00:07:41   |   00:59:42   |
5800000     |       -21.6992   |              0   |       -21.6992   |   00:07:49   |   00:59:34   |
5900000     |       -17.2495   |              0   |       -17.2495   |   00:07:57   |   00:59:25   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000000     |       -13.7919   |              0   |       -13.7919   |   00:08:05   |   00:59:16   |
6100000     |       -12.2064   |              0   |       -12.2064   |   00:08:13   |   00:59:07   |
6200000     |       -11.6152   |              0   |       -11.6152   |   00:08:21   |   00:58:59   |
6300000     |       -17.0552   |              0   |       -17.0552   |   00:08:29   |   00:58:50   |
6400000     |       -18.7691   |              0   |       -18.7691   |   00:08:37   |   00:58:42   |
6500000     |       -17.9094   |              0   |       -17.9094   |   00:08:45   |   00:58:33   |
6600000     |       -12.1386   |              0   |       -12.1386   |   00:08:53   |   00:58:24   |
6700000     |       -26.2706   |              0   |       -26.2706   |   00:09:01   |   00:58:16   |
6800000     |       -14.1191   |              0   |       -14.1191   |   00:09:10   |   00:58:14   |
6900000     |        -11.853   |              0   |        -11.853   |   00:09:18   |   00:58:05   |
7000000     |       -21.6606   |              0   |       -21.6606   |   00:09:26   |   00:57:56   |
7100000     |       -12.7351   |              0   |       -12.7351   |   00:09:34   |   00:57:48   |
7200000     |       -13.9236   |              0   |       -13.9236   |   00:09:42   |   00:57:39   |
7300000     |       -19.1236   |              0   |       -19.1236   |   00:09:50   |   00:57:31   |
7400000     |       -20.1098   |              0   |       -20.1098   |   00:09:58   |   00:57:22   |
7500000     |        -16.906   |              0   |        -16.906   |   00:10:06   |   00:57:14   |
7600000     |       -16.2195   |              0   |       -16.2195   |   00:10:14   |   00:57:05   |
7700000     |       -12.6818   |              0   |       -12.6818   |   00:10:22   |   00:56:56   |
7800000     |         -13.02   |              0   |         -13.02   |   00:10:30   |   00:56:48   |
7900000     |       -21.9387   |              0   |       -21.9387   |   00:10:38   |   00:56:39   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
8000000     |       -12.3363   |              0   |       -12.3363   |   00:10:46   |   00:56:31   |
8100000     |       -21.2109   |              0   |       -21.2109   |   00:10:54   |   00:56:23   |
8200000     |       -15.3783   |              0   |       -15.3783   |   00:11:03   |   00:56:19   |
8300000     |       -13.0326   |              0   |       -13.0326   |   00:11:11   |   00:56:11   |
8400000     |        -16.381   |              0   |        -16.381   |   00:11:19   |   00:56:02   |
8500000     |       -14.6808   |              0   |       -14.6808   |   00:11:27   |   00:55:54   |
8600000     |       -10.9915   |              0   |       -10.9915   |   00:11:35   |   00:55:45   |
8700000     |       -13.1752   |              0   |       -13.1752   |   00:11:43   |   00:55:37   |
8800000     |       -17.7412   |              0   |       -17.7412   |   00:11:51   |   00:55:28   |
8900000     |       -12.9708   |              0   |       -12.9708   |   00:11:59   |   00:55:20   |
9000000     |       -15.2604   |              0   |       -15.2604   |   00:12:07   |   00:55:11   |
9100000     |       -16.2154   |              0   |       -16.2154   |   00:12:15   |   00:55:03   |
9200000     |       -21.8106   |              0   |       -21.8106   |   00:12:23   |   00:54:55   |
9300000     |       -18.0308   |              0   |       -18.0308   |   00:12:31   |   00:54:46   |
9400000     |       -14.9438   |              0   |       -14.9438   |   00:12:40   |   00:54:42   |
9500000     |       -12.6585   |              0   |       -12.6585   |   00:12:48   |   00:54:34   |
9600000     |       -13.3897   |              0   |       -13.3897   |   00:12:56   |   00:54:25   |
9700000     |       -14.2343   |              0   |       -14.2343   |   00:13:04   |   00:54:17   |
9800000     |       -16.3189   |              0   |       -16.3189   |   00:13:12   |   00:54:08   |
9900000     |       -12.2215   |              0   |       -12.2215   |   00:13:20   |   00:54:00   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
10000000    |       -29.6319   |              0   |       -29.6319   |   00:13:28   |   00:53:52   |
10100000    |       -15.9858   |              0   |       -15.9858   |   00:13:36   |   00:53:43   |
10200000    |       -14.4103   |              0   |       -14.4103   |   00:13:44   |   00:53:35   |
10300000    |       -16.9372   |              0   |       -16.9372   |   00:13:52   |   00:53:26   |
10400000    |       -13.2541   |              0   |       -13.2541   |   00:14:00   |   00:53:18   |
10500000    |       -15.2754   |              0   |       -15.2754   |   00:14:08   |   00:53:10   |
10600000    |       -25.0404   |              0   |       -25.0404   |   00:14:17   |   00:53:05   |
10700000    |       -17.1891   |              0   |       -17.1891   |   00:14:25   |   00:52:57   |
10800000    |       -8.57787   |              0   |       -8.57787   |   00:14:33   |   00:52:48   |
10900000    |       -14.7932   |              0   |       -14.7932   |   00:14:41   |   00:52:40   |
11000000    |        -21.381   |              0   |        -21.381   |   00:14:49   |   00:52:31   |
