   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12.6 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -109.375   |              0   |       -109.375   |   00:00:00   |   --:--:--   |
100000      |       -27.5958   |              0   |       -27.5958   |   00:00:08   |   --:--:--   |
200000      |       -22.5987   |              0   |       -22.5987   |   00:00:15   |   01:02:15   |
300000      |       -22.6532   |              0   |       -22.6532   |   00:00:22   |   01:00:44   |
400000      |       -28.0916   |              0   |       -28.0916   |   00:00:29   |   00:59:56   |
500000      |       -28.0687   |              0   |       -28.0687   |   00:00:36   |   00:59:24   |
600000      |       -25.9121   |              0   |       -25.9121   |   00:00:43   |   00:59:00   |
700000      |       -25.0565   |              0   |       -25.0565   |   00:00:50   |   00:58:41   |
800000      |       -32.9433   |              0   |       -32.9433   |   00:00:58   |   00:59:27   |
900000      |        -29.839   |              0   |        -29.839   |   00:01:05   |   00:59:06   |
1000000     |       -32.5043   |              0   |       -32.5043   |   00:01:12   |   00:58:48   |
1100000     |       -27.3027   |              0   |       -27.3027   |   00:01:19   |   00:58:31   |
1200000     |       -26.6058   |              0   |       -26.6058   |   00:01:26   |   00:58:17   |
1300000     |       -27.6895   |              0   |       -27.6895   |   00:01:33   |   00:58:03   |
1400000     |       -26.2736   |              0   |       -26.2736   |   00:01:40   |   00:57:51   |
1500000     |       -30.3206   |              0   |       -30.3206   |   00:01:48   |   00:58:12   |
1600000     |       -23.3673   |              0   |       -23.3673   |   00:01:55   |   00:57:58   |
1700000     |       -29.6797   |              0   |       -29.6797   |   00:02:02   |   00:57:46   |
1800000     |       -27.6394   |              0   |       -27.6394   |   00:02:09   |   00:57:34   |
1900000     |        -31.769   |              0   |        -31.769   |   00:02:16   |   00:57:22   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -31.0307   |              0   |       -31.0307   |   00:02:23   |   00:57:12   |
2100000     |       -27.4063   |              0   |       -27.4063   |   00:02:31   |   00:57:24   |
2200000     |       -35.0764   |              0   |       -35.0764   |   00:02:38   |   00:57:12   |
2300000     |       -27.7061   |              0   |       -27.7061   |   00:02:45   |   00:57:01   |
2400000     |       -30.6069   |              0   |       -30.6069   |   00:02:52   |   00:56:51   |
2500000     |       -24.2955   |              0   |       -24.2955   |   00:02:59   |   00:56:41   |
2600000     |       -22.9613   |              0   |       -22.9613   |   00:03:06   |   00:56:30   |
2700000     |       -30.3727   |              0   |       -30.3727   |   00:03:13   |   00:56:21   |
2800000     |       -31.7838   |              0   |       -31.7838   |   00:03:21   |   00:56:28   |
2900000     |       -24.6211   |              0   |       -24.6211   |   00:03:28   |   00:56:18   |
3000000     |       -31.1965   |              0   |       -31.1965   |   00:03:35   |   00:56:08   |
3100000     |       -30.7096   |              0   |       -30.7096   |   00:03:42   |   00:55:58   |
3200000     |       -30.6704   |              0   |       -30.6704   |   00:03:49   |   00:55:49   |
3300000     |       -25.9572   |              0   |       -25.9572   |   00:03:56   |   00:55:39   |
3400000     |       -29.2935   |              0   |       -29.2935   |   00:04:03   |   00:55:30   |
3500000     |       -29.1521   |              0   |       -29.1521   |   00:04:11   |   00:55:34   |
3600000     |       -25.3638   |              0   |       -25.3638   |   00:04:18   |   00:55:25   |
3700000     |       -39.0687   |              0   |       -39.0687   |   00:04:25   |   00:55:16   |
3800000     |       -25.3203   |              0   |       -25.3203   |   00:04:32   |   00:55:06   |
3900000     |       -39.0129   |              0   |       -39.0129   |   00:04:39   |   00:54:57   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |        -26.539   |              0   |        -26.539   |   00:04:46   |   00:54:49   |
4100000     |       -26.5151   |              0   |       -26.5151   |   00:04:53   |   00:54:40   |
4200000     |       -24.5934   |              0   |       -24.5934   |   00:05:01   |   00:54:42   |
4300000     |       -31.7936   |              0   |       -31.7936   |   00:05:08   |   00:54:33   |
4400000     |       -39.3102   |              0   |       -39.3102   |   00:05:15   |   00:54:24   |
4500000     |       -32.4334   |              0   |       -32.4334   |   00:05:22   |   00:54:15   |
4600000     |       -20.9085   |              0   |       -20.9085   |   00:05:29   |   00:54:07   |
4700000     |       -32.3395   |              0   |       -32.3395   |   00:05:36   |   00:53:58   |
4800000     |       -32.7503   |              0   |       -32.7503   |   00:05:44   |   00:53:59   |
4900000     |       -28.3988   |              0   |       -28.3988   |   00:05:51   |   00:53:50   |
5000000     |       -24.4251   |              0   |       -24.4251   |   00:05:58   |   00:53:42   |
5100000     |       -27.9609   |              0   |       -27.9609   |   00:06:05   |   00:53:33   |
5200000     |       -31.6367   |              0   |       -31.6367   |   00:06:12   |   00:53:24   |
5300000     |       -28.3682   |              0   |       -28.3682   |   00:06:19   |   00:53:16   |
5400000     |       -35.8194   |              0   |       -35.8194   |   00:06:26   |   00:53:08   |
5500000     |       -27.0404   |              0   |       -27.0404   |   00:06:34   |   00:53:07   |
5600000     |       -19.7392   |              0   |       -19.7392   |   00:06:41   |   00:52:59   |
5700000     |       -24.7477   |              0   |       -24.7477   |   00:06:48   |   00:52:50   |
5800000     |       -23.0464   |              0   |       -23.0464   |   00:06:55   |   00:52:42   |
5900000     |       -27.8415   |              0   |       -27.8415   |   00:07:02   |   00:52:34   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000000     |       -25.9875   |              0   |       -25.9875   |   00:07:09   |   00:52:26   |
6100000     |        -24.874   |              0   |        -24.874   |   00:07:16   |   00:52:17   |
6200000     |       -30.0449   |              0   |       -30.0449   |   00:07:24   |   00:52:16   |
6300000     |       -25.2507   |              0   |       -25.2507   |   00:07:31   |   00:52:08   |
6400000     |       -26.4266   |              0   |       -26.4266   |   00:07:38   |   00:52:00   |
6500000     |       -22.2116   |              0   |       -22.2116   |   00:07:45   |   00:51:51   |
6600000     |       -25.3298   |              0   |       -25.3298   |   00:07:52   |   00:51:43   |
6700000     |       -27.4686   |              0   |       -27.4686   |   00:07:59   |   00:51:35   |
6800000     |       -26.9701   |              0   |       -26.9701   |   00:08:06   |   00:51:27   |
6900000     |       -28.0224   |              0   |       -28.0224   |   00:08:14   |   00:51:25   |
7000000     |       -26.2182   |              0   |       -26.2182   |   00:08:21   |   00:51:17   |
7100000     |        -30.243   |              0   |        -30.243   |   00:08:28   |   00:51:09   |
7200000     |       -24.0861   |              0   |       -24.0861   |   00:08:35   |   00:51:01   |
7300000     |       -36.6755   |              0   |       -36.6755   |   00:08:42   |   00:50:53   |
7400000     |       -25.2736   |              0   |       -25.2736   |   00:08:49   |   00:50:45   |
7500000     |       -23.6868   |              0   |       -23.6868   |   00:08:57   |   00:50:43   |
7600000     |       -34.2524   |              0   |       -34.2524   |   00:09:04   |   00:50:34   |
7700000     |       -34.0068   |              0   |       -34.0068   |   00:09:11   |   00:50:26   |
7800000     |       -28.3785   |              0   |       -28.3785   |   00:09:18   |   00:50:18   |
7900000     |       -25.2406   |              0   |       -25.2406   |   00:09:25   |   00:50:10   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
8000000     |       -32.6216   |              0   |       -32.6216   |   00:09:32   |   00:50:03   |
8100000     |       -26.6561   |              0   |       -26.6561   |   00:09:39   |   00:49:55   |
8200000     |       -34.1651   |              0   |       -34.1651   |   00:09:46   |   00:49:47   |
8300000     |        -31.665   |              0   |        -31.665   |   00:09:54   |   00:49:44   |
8400000     |        -23.305   |              0   |        -23.305   |   00:10:01   |   00:49:36   |
8500000     |       -26.2644   |              0   |       -26.2644   |   00:10:08   |   00:49:28   |
8600000     |       -27.9068   |              0   |       -27.9068   |   00:10:15   |   00:49:20   |
8700000     |       -24.9824   |              0   |       -24.9824   |   00:10:22   |   00:49:12   |
8800000     |       -28.1889   |              0   |       -28.1889   |   00:10:29   |   00:49:04   |
8900000     |       -20.8392   |              0   |       -20.8392   |   00:10:36   |   00:48:57   |
9000000     |       -35.1315   |              0   |       -35.1315   |   00:10:44   |   00:48:53   |
