   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12.6 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -132.405   |              0   |       -132.405   |   00:00:00   |   --:--:--   |
100000      |       -20.6465   |              0   |       -20.6465   |   00:00:08   |   --:--:--   |
200000      |          -24.8   |              0   |          -24.8   |   00:00:16   |   01:06:24   |
300000      |       -22.6391   |              0   |       -22.6391   |   00:00:25   |   01:09:01   |
400000      |       -28.5837   |              0   |       -28.5837   |   00:00:33   |   01:08:12   |
500000      |       -23.6267   |              0   |       -23.6267   |   00:00:41   |   01:07:39   |
600000      |       -28.7468   |              0   |       -28.7468   |   00:00:49   |   01:07:14   |
700000      |       -27.3236   |              0   |       -27.3236   |   00:00:58   |   01:08:04   |
800000      |       -30.1558   |              0   |       -30.1558   |   00:01:06   |   01:07:39   |
900000      |       -23.2446   |              0   |       -23.2446   |   00:01:15   |   01:08:11   |
1000000     |       -23.5664   |              0   |       -23.5664   |   00:01:23   |   01:07:47   |
1100000     |       -16.8819   |              0   |       -16.8819   |   00:01:31   |   01:07:25   |
1200000     |       -27.6484   |              0   |       -27.6484   |   00:01:39   |   01:07:06   |
1300000     |       -23.7917   |              0   |       -23.7917   |   00:01:48   |   01:07:25   |
1400000     |       -24.6054   |              0   |       -24.6054   |   00:01:56   |   01:07:06   |
1500000     |       -33.1171   |              0   |       -33.1171   |   00:02:04   |   01:06:49   |
1600000     |       -21.8326   |              0   |       -21.8326   |   00:02:12   |   01:06:33   |
1700000     |       -27.7077   |              0   |       -27.7077   |   00:02:20   |   01:06:17   |
1800000     |       -25.8132   |              0   |       -25.8132   |   00:02:28   |   01:06:03   |
1900000     |       -23.7589   |              0   |       -23.7589   |   00:02:37   |   01:06:14   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -26.3765   |              0   |       -26.3765   |   00:02:45   |   01:06:00   |
2100000     |       -24.7699   |              0   |       -24.7699   |   00:02:54   |   01:06:08   |
2200000     |       -22.4141   |              0   |       -22.4141   |   00:03:02   |   01:05:54   |
2300000     |       -27.2468   |              0   |       -27.2468   |   00:03:10   |   01:05:40   |
2400000     |       -22.9303   |              0   |       -22.9303   |   00:03:19   |   01:05:46   |
2500000     |       -20.6738   |              0   |       -20.6738   |   00:03:27   |   01:05:33   |
2600000     |       -27.7576   |              0   |       -27.7576   |   00:03:35   |   01:05:19   |
2700000     |        -23.492   |              0   |        -23.492   |   00:03:43   |   01:05:06   |
2800000     |       -25.6504   |              0   |       -25.6504   |   00:03:51   |   01:04:54   |
2900000     |       -38.4037   |              0   |       -38.4037   |   00:04:00   |   01:04:57   |
3000000     |       -27.3319   |              0   |       -27.3319   |   00:04:08   |   01:04:45   |
3100000     |       -34.9066   |              0   |       -34.9066   |   00:04:16   |   01:04:33   |
3200000     |       -25.2213   |              0   |       -25.2213   |   00:04:25   |   01:04:35   |
3300000     |       -24.7346   |              0   |       -24.7346   |   00:04:33   |   01:04:23   |
3400000     |       -25.9525   |              0   |       -25.9525   |   00:04:41   |   01:04:11   |
3500000     |       -25.9078   |              0   |       -25.9078   |   00:04:49   |   01:03:59   |
3600000     |       -28.7849   |              0   |       -28.7849   |   00:04:58   |   01:04:00   |
3700000     |       -23.3987   |              0   |       -23.3987   |   00:05:06   |   01:03:49   |
3800000     |       -25.0854   |              0   |       -25.0854   |   00:05:15   |   01:03:49   |
3900000     |       -26.1511   |              0   |       -26.1511   |   00:05:23   |   01:03:38   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -28.7259   |              0   |       -28.7259   |   00:05:32   |   01:03:38   |
4100000     |       -28.0833   |              0   |       -28.0833   |   00:05:40   |   01:03:26   |
4200000     |       -32.0043   |              0   |       -32.0043   |   00:05:48   |   01:03:14   |
4300000     |       -25.6813   |              0   |       -25.6813   |   00:05:56   |   01:03:03   |
4400000     |       -19.1927   |              0   |       -19.1927   |   00:06:05   |   01:03:02   |
4500000     |       -33.0952   |              0   |       -33.0952   |   00:06:13   |   01:02:51   |
4600000     |       -32.2092   |              0   |       -32.2092   |   00:06:21   |   01:02:40   |
4700000     |       -23.5675   |              0   |       -23.5675   |   00:06:30   |   01:02:38   |
4800000     |       -30.8054   |              0   |       -30.8054   |   00:06:38   |   01:02:27   |
4900000     |       -23.6261   |              0   |       -23.6261   |   00:06:46   |   01:02:16   |
5000000     |       -25.8447   |              0   |       -25.8447   |   00:06:54   |   01:02:06   |
5100000     |       -23.8204   |              0   |       -23.8204   |   00:07:03   |   01:02:04   |
5200000     |       -21.9268   |              0   |       -21.9268   |   00:07:11   |   01:01:53   |
5300000     |       -25.1167   |              0   |       -25.1167   |   00:07:20   |   01:01:50   |
5400000     |       -29.1117   |              0   |       -29.1117   |   00:07:28   |   01:01:40   |
5500000     |       -21.2865   |              0   |       -21.2865   |   00:07:36   |   01:01:29   |
5600000     |       -26.1897   |              0   |       -26.1897   |   00:07:45   |   01:01:26   |
5700000     |       -25.2562   |              0   |       -25.2562   |   00:07:53   |   01:01:16   |
5800000     |       -24.7911   |              0   |       -24.7911   |   00:08:01   |   01:01:05   |
5900000     |       -27.7435   |              0   |       -27.7435   |   00:08:09   |   01:00:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000000     |       -25.8439   |              0   |       -25.8439   |   00:08:17   |   01:00:44   |
6100000     |       -26.4574   |              0   |       -26.4574   |   00:08:25   |   01:00:34   |
6200000     |       -22.5596   |              0   |       -22.5596   |   00:08:34   |   01:00:31   |
6300000     |       -27.2342   |              0   |       -27.2342   |   00:08:42   |   01:00:20   |
6400000     |       -28.5975   |              0   |       -28.5975   |   00:08:50   |   01:00:10   |
6500000     |       -28.8263   |              0   |       -28.8263   |   00:08:59   |   01:00:07   |
6600000     |        -21.221   |              0   |        -21.221   |   00:09:07   |   00:59:56   |
6700000     |       -30.0351   |              0   |       -30.0351   |   00:09:15   |   00:59:46   |
6800000     |        -20.865   |              0   |        -20.865   |   00:09:24   |   00:59:43   |
6900000     |       -28.5638   |              0   |       -28.5638   |   00:09:32   |   00:59:32   |
7000000     |       -24.9167   |              0   |       -24.9167   |   00:09:41   |   00:59:29   |
7100000     |       -28.4342   |              0   |       -28.4342   |   00:09:49   |   00:59:18   |
7200000     |       -30.1162   |              0   |       -30.1162   |   00:09:57   |   00:59:08   |
7300000     |       -25.4052   |              0   |       -25.4052   |   00:10:06   |   00:59:04   |
7400000     |       -32.5679   |              0   |       -32.5679   |   00:10:14   |   00:58:54   |
7500000     |       -22.5916   |              0   |       -22.5916   |   00:10:22   |   00:58:44   |
7600000     |       -29.0929   |              0   |       -29.0929   |   00:10:30   |   00:58:34   |
7700000     |       -26.5346   |              0   |       -26.5346   |   00:10:38   |   00:58:24   |
7800000     |       -23.7546   |              0   |       -23.7546   |   00:10:47   |   00:58:20   |
7900000     |       -27.6754   |              0   |       -27.6754   |   00:10:55   |   00:58:10   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
8000000     |       -25.7879   |              0   |       -25.7879   |   00:11:03   |   00:58:00   |
8100000     |       -25.1278   |              0   |       -25.1278   |   00:11:11   |   00:57:50   |
8200000     |       -20.6769   |              0   |       -20.6769   |   00:11:19   |   00:57:41   |
8300000     |       -29.0613   |              0   |       -29.0613   |   00:11:28   |   00:57:36   |
8400000     |       -33.1729   |              0   |       -33.1729   |   00:11:36   |   00:57:26   |
8500000     |       -27.5609   |              0   |       -27.5609   |   00:11:45   |   00:57:22   |
