   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |        -47.693   |              0   |        -47.693   |   00:00:00   |   --:--:--   |
100000      |       -15.9271   |              0   |       -15.9271   |   00:00:05   |   --:--:--   |
200000      |       -20.0421   |              0   |       -20.0421   |   00:00:11   |   00:45:39   |
300000      |       -17.6971   |              0   |       -17.6971   |   00:00:16   |   00:44:10   |
400000      |       -21.9819   |              0   |       -21.9819   |   00:00:21   |   00:43:24   |
500000      |       -19.9079   |              0   |       -19.9079   |   00:00:27   |   00:44:33   |
600000      |       -17.3811   |              0   |       -17.3811   |   00:00:32   |   00:43:54   |
700000      |       -13.7524   |              0   |       -13.7524   |   00:00:37   |   00:43:25   |
800000      |       -20.3341   |              0   |       -20.3341   |   00:00:43   |   00:44:04   |
900000      |       -9.95011   |              0   |       -9.95011   |   00:00:48   |   00:43:38   |
1000000     |       -13.5728   |              0   |       -13.5728   |   00:00:54   |   00:44:06   |
1100000     |       -22.9351   |              0   |       -22.9351   |   00:00:59   |   00:43:42   |
1200000     |       -23.2133   |              0   |       -23.2133   |   00:01:04   |   00:43:22   |
1300000     |       -18.0889   |              0   |       -18.0889   |   00:01:10   |   00:43:42   |
1400000     |       -18.3888   |              0   |       -18.3888   |   00:01:15   |   00:43:23   |
1500000     |       -22.1742   |              0   |       -22.1742   |   00:01:21   |   00:43:39   |
1600000     |       -20.2874   |              0   |       -20.2874   |   00:01:26   |   00:43:21   |
1700000     |       -15.0446   |              0   |       -15.0446   |   00:01:31   |   00:43:05   |
1800000     |       -17.3376   |              0   |       -17.3376   |   00:01:37   |   00:43:17   |
1900000     |       -11.4354   |              0   |       -11.4354   |   00:01:42   |   00:43:02   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -20.8167   |              0   |       -20.8167   |   00:01:48   |   00:43:12   |
2100000     |       -11.4234   |              0   |       -11.4234   |   00:01:53   |   00:42:57   |
2200000     |       -29.5094   |              0   |       -29.5094   |   00:01:58   |   00:42:43   |
2300000     |       -15.7796   |              0   |       -15.7796   |   00:02:04   |   00:42:51   |
2400000     |       -14.8931   |              0   |       -14.8931   |   00:02:09   |   00:42:38   |
2500000     |       -15.0665   |              0   |       -15.0665   |   00:02:15   |   00:42:45   |
2600000     |        -16.644   |              0   |        -16.644   |   00:02:20   |   00:42:32   |
2700000     |       -12.1633   |              0   |       -12.1633   |   00:02:25   |   00:42:20   |
2800000     |       -16.2044   |              0   |       -16.2044   |   00:02:31   |   00:42:25   |
2900000     |       -18.7407   |              0   |       -18.7407   |   00:02:36   |   00:42:13   |
3000000     |       -26.2896   |              0   |       -26.2896   |   00:02:41   |   00:42:02   |
3100000     |       -18.3264   |              0   |       -18.3264   |   00:02:47   |   00:42:06   |
3200000     |       -17.0174   |              0   |       -17.0174   |   00:02:52   |   00:41:55   |
3300000     |       -17.9297   |              0   |       -17.9297   |   00:02:57   |   00:41:44   |
3400000     |        -18.513   |              0   |        -18.513   |   00:03:03   |   00:41:48   |
3500000     |       -20.8694   |              0   |       -20.8694   |   00:03:08   |   00:41:37   |
3600000     |       -13.4647   |              0   |       -13.4647   |   00:03:14   |   00:41:40   |
3700000     |       -22.0411   |              0   |       -22.0411   |   00:03:19   |   00:41:30   |
