   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |        -119.18   |              0   |        -119.18   |   00:00:00   |   --:--:--   |
100000      |       -18.7448   |              0   |       -18.7448   |   00:00:07   |   --:--:--   |
200000      |       -22.8039   |              0   |       -22.8039   |   00:00:15   |   01:02:15   |
300000      |       -19.9315   |              0   |       -19.9315   |   00:00:23   |   01:03:30   |
400000      |       -18.9644   |              0   |       -18.9644   |   00:00:30   |   01:02:00   |
500000      |        -13.206   |              0   |        -13.206   |   00:00:38   |   01:02:42   |
600000      |       -11.7461   |              0   |       -11.7461   |   00:00:46   |   01:03:07   |
700000      |       -19.1512   |              0   |       -19.1512   |   00:00:53   |   01:02:12   |
800000      |        -14.599   |              0   |        -14.599   |   00:01:01   |   01:02:31   |
900000      |       -25.6112   |              0   |       -25.6112   |   00:01:09   |   01:02:44   |
1000000     |       -16.8714   |              0   |       -16.8714   |   00:01:16   |   01:02:04   |
1100000     |       -11.9425   |              0   |       -11.9425   |   00:01:24   |   01:02:14   |
1200000     |       -20.6263   |              0   |       -20.6263   |   00:01:32   |   01:02:21   |
1300000     |       -17.3377   |              0   |       -17.3377   |   00:01:39   |   01:01:48   |
1400000     |        -23.413   |              0   |        -23.413   |   00:01:47   |   01:01:54   |
1500000     |       -15.0829   |              0   |       -15.0829   |   00:01:54   |   01:01:26   |
1600000     |        -12.588   |              0   |        -12.588   |   00:02:02   |   01:01:30   |
1700000     |       -11.5191   |              0   |       -11.5191   |   00:02:10   |   01:01:33   |
1800000     |       -27.5123   |              0   |       -27.5123   |   00:02:17   |   01:01:08   |
1900000     |       -20.6135   |              0   |       -20.6135   |   00:02:25   |   01:01:10   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |        -18.892   |              0   |        -18.892   |   00:02:33   |   01:01:12   |
2100000     |       -20.6836   |              0   |       -20.6836   |   00:02:40   |   01:00:49   |
2200000     |       -16.5259   |              0   |       -16.5259   |   00:02:48   |   01:00:50   |
2300000     |       -22.9518   |              0   |       -22.9518   |   00:02:55   |   01:00:29   |
2400000     |       -18.0448   |              0   |       -18.0448   |   00:03:03   |   01:00:29   |
2500000     |       -25.5002   |              0   |       -25.5002   |   00:03:11   |   01:00:29   |
2600000     |       -15.6879   |              0   |       -15.6879   |   00:03:18   |   01:00:09   |
2700000     |       -15.1041   |              0   |       -15.1041   |   00:03:26   |   01:00:08   |
2800000     |       -18.3093   |              0   |       -18.3093   |   00:03:33   |   00:59:50   |
2900000     |       -18.1585   |              0   |       -18.1585   |   00:03:41   |   00:59:49   |
3000000     |       -20.7131   |              0   |       -20.7131   |   00:03:49   |   00:59:47   |
3100000     |        -20.215   |              0   |        -20.215   |   00:03:56   |   00:59:30   |
3200000     |       -12.4308   |              0   |       -12.4308   |   00:04:04   |   00:59:28   |
3300000     |       -20.7841   |              0   |       -20.7841   |   00:04:12   |   00:59:26   |
