   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 12.6 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -55.3236   |              0   |       -55.3236   |   00:00:00   |   --:--:--   |
100000      |       -16.1231   |              0   |       -16.1231   |   00:00:07   |   --:--:--   |
200000      |       -15.4501   |              0   |       -15.4501   |   00:00:13   |   00:53:57   |
300000      |       -19.3683   |              0   |       -19.3683   |   00:00:21   |   00:57:59   |
400000      |       -20.8661   |              0   |       -20.8661   |   00:00:28   |   00:57:52   |
500000      |       -22.4241   |              0   |       -22.4241   |   00:00:34   |   00:56:06   |
600000      |        -16.966   |              0   |        -16.966   |   00:00:42   |   00:57:38   |
700000      |        -15.283   |              0   |        -15.283   |   00:00:49   |   00:57:31   |
800000      |       -16.2385   |              0   |       -16.2385   |   00:00:57   |   00:58:25   |
900000      |       -18.5221   |              0   |       -18.5221   |   00:01:04   |   00:58:11   |
1000000     |        -15.089   |              0   |        -15.089   |   00:01:10   |   00:57:10   |
1100000     |       -21.4016   |              0   |       -21.4016   |   00:01:17   |   00:57:03   |
1200000     |       -21.6448   |              0   |       -21.6448   |   00:01:24   |   00:56:56   |
1300000     |       -19.6008   |              0   |       -19.6008   |   00:01:30   |   00:56:11   |
1400000     |       -19.7191   |              0   |       -19.7191   |   00:01:38   |   00:56:42   |
1500000     |       -17.5784   |              0   |       -17.5784   |   00:01:45   |   00:56:35   |
1600000     |        -15.998   |              0   |        -15.998   |   00:01:51   |   00:55:57   |
1700000     |       -12.5876   |              0   |       -12.5876   |   00:01:57   |   00:55:24   |
1800000     |       -19.3089   |              0   |       -19.3089   |   00:02:04   |   00:55:20   |
1900000     |       -15.1277   |              0   |       -15.1277   |   00:02:11   |   00:55:16   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -16.6721   |              0   |       -16.6721   |   00:02:18   |   00:55:12   |
2100000     |       -14.0472   |              0   |       -14.0472   |   00:02:25   |   00:55:07   |
2200000     |       -23.7346   |              0   |       -23.7346   |   00:02:32   |   00:55:02   |
2300000     |       -22.4433   |              0   |       -22.4433   |   00:02:41   |   00:55:39   |
2400000     |       -16.7494   |              0   |       -16.7494   |   00:02:47   |   00:55:12   |
2500000     |       -14.0048   |              0   |       -14.0048   |   00:02:53   |   00:54:47   |
2600000     |       -17.0108   |              0   |       -17.0108   |   00:02:59   |   00:54:23   |
2700000     |       -17.0884   |              0   |       -17.0884   |   00:03:07   |   00:54:35   |
2800000     |       -23.2801   |              0   |       -23.2801   |   00:03:14   |   00:54:30   |
2900000     |       -32.7105   |              0   |       -32.7105   |   00:03:21   |   00:54:24   |
