   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 14.4 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -102.065   |              0   |       -102.065   |   00:00:00   |   --:--:--   |
100000      |       -21.4753   |              0   |       -21.4753   |   00:00:11   |   --:--:--   |
200000      |       -27.7289   |              0   |       -27.7289   |   00:00:22   |   01:31:18   |
300000      |       -25.2234   |              0   |       -25.2234   |   00:00:33   |   01:31:07   |
400000      |       -16.7706   |              0   |       -16.7706   |   00:00:43   |   01:28:52   |
500000      |       -21.0356   |              0   |       -21.0356   |   00:00:54   |   01:29:06   |
600000      |        -19.941   |              0   |        -19.941   |   00:01:05   |   01:29:11   |
700000      |       -17.7832   |              0   |       -17.7832   |   00:01:15   |   01:28:02   |
800000      |       -21.1868   |              0   |       -21.1868   |   00:01:26   |   01:28:09   |
900000      |       -23.7882   |              0   |       -23.7882   |   00:01:36   |   01:27:17   |
1000000     |       -17.3561   |              0   |       -17.3561   |   00:01:47   |   01:27:23   |
1100000     |       -13.8723   |              0   |       -13.8723   |   00:01:58   |   01:27:25   |
1200000     |       -13.0758   |              0   |       -13.0758   |   00:02:08   |   01:26:45   |
1300000     |       -16.9437   |              0   |       -16.9437   |   00:02:19   |   01:26:47   |
1400000     |       -13.8912   |              0   |       -13.8912   |   00:02:30   |   01:26:47   |
1500000     |       -25.8007   |              0   |       -25.8007   |   00:02:41   |   01:26:45   |
1600000     |       -26.5279   |              0   |       -26.5279   |   00:02:51   |   01:26:12   |
1700000     |       -22.6916   |              0   |       -22.6916   |   00:03:02   |   01:26:10   |
1800000     |       -10.3119   |              0   |       -10.3119   |   00:03:13   |   01:26:08   |
1900000     |       -14.5123   |              0   |       -14.5123   |   00:03:23   |   01:25:39   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -20.8795   |              0   |       -20.8795   |   00:03:34   |   01:25:36   |
2100000     |       -15.6633   |              0   |       -15.6633   |   00:03:45   |   01:25:32   |
2200000     |        -13.234   |              0   |        -13.234   |   00:03:55   |   01:25:05   |
2300000     |       -20.3407   |              0   |       -20.3407   |   00:04:06   |   01:25:01   |
2400000     |        -26.533   |              0   |        -26.533   |   00:04:17   |   01:24:57   |
2500000     |       -16.8623   |              0   |       -16.8623   |   00:04:27   |   01:24:33   |
2600000     |       -17.4562   |              0   |       -17.4562   |   00:04:38   |   01:24:28   |
2700000     |       -17.5609   |              0   |       -17.5609   |   00:04:49   |   01:24:22   |
2800000     |       -14.6877   |              0   |       -14.6877   |   00:04:59   |   01:24:00   |
2900000     |       -19.4379   |              0   |       -19.4379   |   00:05:10   |   01:23:54   |
3000000     |       -26.1831   |              0   |       -26.1831   |   00:05:21   |   01:23:49   |
3100000     |       -23.4412   |              0   |       -23.4412   |   00:05:31   |   01:23:27   |
3200000     |       -13.0666   |              0   |       -13.0666   |   00:05:42   |   01:23:21   |
3300000     |       -17.6901   |              0   |       -17.6901   |   00:05:53   |   01:23:15   |
3400000     |       -18.9507   |              0   |       -18.9507   |   00:06:03   |   01:22:55   |
3500000     |       -15.7993   |              0   |       -15.7993   |   00:06:14   |   01:22:48   |
3600000     |       -25.1103   |              0   |       -25.1103   |   00:06:25   |   01:22:42   |
3700000     |       -14.8313   |              0   |       -14.8313   |   00:06:36   |   01:22:35   |
3800000     |        -26.869   |              0   |        -26.869   |   00:06:46   |   01:22:16   |
3900000     |       -25.0165   |              0   |       -25.0165   |   00:06:57   |   01:22:09   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -11.9787   |              0   |       -11.9787   |   00:07:08   |   01:22:02   |
4100000     |       -13.7479   |              0   |       -13.7479   |   00:07:18   |   01:21:43   |
4200000     |       -18.6227   |              0   |       -18.6227   |   00:07:29   |   01:21:36   |
4300000     |       -21.2006   |              0   |       -21.2006   |   00:07:40   |   01:21:28   |
4400000     |        -42.876   |              0   |        -42.876   |   00:07:50   |   01:21:10   |
4500000     |       -19.6875   |              0   |       -19.6875   |   00:08:01   |   01:21:03   |
4600000     |       -11.6541   |              0   |       -11.6541   |   00:08:12   |   01:20:55   |
4700000     |       -22.6382   |              0   |       -22.6382   |   00:08:22   |   01:20:38   |
4800000     |       -12.0774   |              0   |       -12.0774   |   00:08:33   |   01:20:30   |
4900000     |       -8.03939   |              0   |       -8.03939   |   00:08:44   |   01:20:22   |
5000000     |       -13.7319   |              0   |       -13.7319   |   00:08:54   |   01:20:06   |
5100000     |        -16.417   |              0   |        -16.417   |   00:09:05   |   01:19:58   |
5200000     |        -23.831   |              0   |        -23.831   |   00:09:16   |   01:19:50   |
5300000     |       -27.6602   |              0   |       -27.6602   |   00:09:26   |   01:19:33   |
5400000     |       -8.76603   |              0   |       -8.76603   |   00:09:37   |   01:19:25   |
5500000     |        -10.848   |              0   |        -10.848   |   00:09:48   |   01:19:17   |
5600000     |       -9.42723   |              0   |       -9.42723   |   00:09:58   |   01:19:01   |
5700000     |       -17.0423   |              0   |       -17.0423   |   00:10:09   |   01:18:53   |
5800000     |       -7.33049   |              0   |       -7.33049   |   00:10:20   |   01:18:44   |
5900000     |       -19.8554   |              0   |       -19.8554   |   00:10:31   |   01:18:36   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000000     |       -12.3245   |              0   |       -12.3245   |   00:10:41   |   01:18:20   |
6100000     |       -15.8366   |              0   |       -15.8366   |   00:10:52   |   01:18:12   |
6200000     |       -12.9404   |              0   |       -12.9404   |   00:11:03   |   01:18:03   |
6300000     |       -19.7686   |              0   |       -19.7686   |   00:11:13   |   01:17:48   |
