   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 14.4 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |        -114.23   |              0   |        -114.23   |   00:00:00   |   --:--:--   |
100000      |       -22.4694   |              0   |       -22.4694   |   00:00:08   |   --:--:--   |
200000      |         -36.94   |              0   |         -36.94   |   00:00:16   |   01:06:24   |
300000      |       -37.4542   |              0   |       -37.4542   |   00:00:24   |   01:06:16   |
400000      |       -34.0135   |              0   |       -34.0135   |   00:00:32   |   01:06:08   |
500000      |       -35.2413   |              0   |       -35.2413   |   00:00:41   |   01:07:39   |
600000      |       -21.1615   |              0   |       -21.1615   |   00:00:49   |   01:07:14   |
700000      |       -25.7082   |              0   |       -25.7082   |   00:00:57   |   01:06:54   |
800000      |        -32.728   |              0   |        -32.728   |   00:01:05   |   01:06:37   |
900000      |       -22.1619   |              0   |       -22.1619   |   00:01:13   |   01:06:22   |
1000000     |       -41.3769   |              0   |       -41.3769   |   00:01:21   |   01:06:09   |
1100000     |       -22.5698   |              0   |       -22.5698   |   00:01:29   |   01:05:56   |
1200000     |       -21.8171   |              0   |       -21.8171   |   00:01:37   |   01:05:44   |
1300000     |       -25.5482   |              0   |       -25.5482   |   00:01:45   |   01:05:33   |
1400000     |       -27.2373   |              0   |       -27.2373   |   00:01:53   |   01:05:22   |
1500000     |        -24.671   |              0   |        -24.671   |   00:02:01   |   01:05:12   |
1600000     |       -23.9006   |              0   |       -23.9006   |   00:02:09   |   01:05:02   |
1700000     |       -30.4243   |              0   |       -30.4243   |   00:02:17   |   01:04:52   |
1800000     |       -22.4008   |              0   |       -22.4008   |   00:02:25   |   01:04:42   |
1900000     |       -23.1219   |              0   |       -23.1219   |   00:02:33   |   01:04:33   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |       -31.2122   |              0   |       -31.2122   |   00:02:41   |   01:04:24   |
2100000     |       -28.0364   |              0   |       -28.0364   |   00:02:49   |   01:04:14   |
2200000     |       -30.3563   |              0   |       -30.3563   |   00:02:57   |   01:04:05   |
2300000     |       -28.3093   |              0   |       -28.3093   |   00:03:05   |   01:03:56   |
2400000     |       -19.1011   |              0   |       -19.1011   |   00:03:13   |   01:03:47   |
2500000     |       -44.7955   |              0   |       -44.7955   |   00:03:21   |   01:03:39   |
2600000     |       -30.5681   |              0   |       -30.5681   |   00:03:29   |   01:03:30   |
2700000     |       -22.4481   |              0   |       -22.4481   |   00:03:37   |   01:03:21   |
2800000     |       -31.7113   |              0   |       -31.7113   |   00:03:45   |   01:03:12   |
2900000     |       -37.8176   |              0   |       -37.8176   |   00:03:53   |   01:03:04   |
3000000     |       -28.0736   |              0   |       -28.0736   |   00:04:01   |   01:02:55   |
3100000     |       -25.2879   |              0   |       -25.2879   |   00:04:09   |   01:02:47   |
3200000     |       -22.8493   |              0   |       -22.8493   |   00:04:17   |   01:02:38   |
3300000     |       -27.6631   |              0   |       -27.6631   |   00:04:25   |   01:02:30   |
3400000     |       -30.1201   |              0   |       -30.1201   |   00:04:33   |   01:02:21   |
3500000     |       -42.3593   |              0   |       -42.3593   |   00:04:41   |   01:02:13   |
3600000     |       -25.6608   |              0   |       -25.6608   |   00:04:49   |   01:02:04   |
3700000     |       -28.5564   |              0   |       -28.5564   |   00:04:57   |   01:01:56   |
3800000     |       -24.2002   |              0   |       -24.2002   |   00:05:05   |   01:01:48   |
3900000     |       -27.9119   |              0   |       -27.9119   |   00:05:13   |   01:01:39   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -24.3818   |              0   |       -24.3818   |   00:05:21   |   01:01:31   |
4100000     |       -27.5999   |              0   |       -27.5999   |   00:05:29   |   01:01:23   |
4200000     |       -25.4086   |              0   |       -25.4086   |   00:05:37   |   01:01:14   |
4300000     |       -37.3295   |              0   |       -37.3295   |   00:05:45   |   01:01:06   |
4400000     |       -33.4958   |              0   |       -33.4958   |   00:05:53   |   01:00:58   |
4500000     |        -16.924   |              0   |        -16.924   |   00:06:01   |   01:00:50   |
4600000     |        -19.612   |              0   |        -19.612   |   00:06:09   |   01:00:41   |
4700000     |       -21.0999   |              0   |       -21.0999   |   00:06:17   |   01:00:33   |
4800000     |       -35.5258   |              0   |       -35.5258   |   00:06:25   |   01:00:25   |
4900000     |       -27.8564   |              0   |       -27.8564   |   00:06:33   |   01:00:17   |
5000000     |       -36.8094   |              0   |       -36.8094   |   00:06:41   |   01:00:09   |
5100000     |       -17.9454   |              0   |       -17.9454   |   00:06:49   |   01:00:00   |
5200000     |       -20.4841   |              0   |       -20.4841   |   00:06:57   |   00:59:52   |
5300000     |       -23.3465   |              0   |       -23.3465   |   00:07:05   |   00:59:44   |
5400000     |       -38.2351   |              0   |       -38.2351   |   00:07:13   |   00:59:36   |
5500000     |       -26.6718   |              0   |       -26.6718   |   00:07:21   |   00:59:28   |
5600000     |       -27.1855   |              0   |       -27.1855   |   00:07:29   |   00:59:19   |
5700000     |       -38.9968   |              0   |       -38.9968   |   00:07:37   |   00:59:11   |
5800000     |       -26.9217   |              0   |       -26.9217   |   00:07:45   |   00:59:03   |
5900000     |       -34.8928   |              0   |       -34.8928   |   00:07:53   |   00:58:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
6000000     |       -26.3872   |              0   |       -26.3872   |   00:08:01   |   00:58:47   |
6100000     |       -25.5954   |              0   |       -25.5954   |   00:08:09   |   00:58:39   |
6200000     |       -23.1425   |              0   |       -23.1425   |   00:08:17   |   00:58:31   |
6300000     |        -28.293   |              0   |        -28.293   |   00:08:25   |   00:58:22   |
6400000     |       -24.5407   |              0   |       -24.5407   |   00:08:33   |   00:58:14   |
6500000     |       -20.1785   |              0   |       -20.1785   |   00:08:41   |   00:58:06   |
6600000     |       -29.2769   |              0   |       -29.2769   |   00:08:49   |   00:57:58   |
6700000     |       -26.9494   |              0   |       -26.9494   |   00:08:57   |   00:57:50   |
6800000     |       -21.8612   |              0   |       -21.8612   |   00:09:05   |   00:57:42   |
6900000     |       -24.0433   |              0   |       -24.0433   |   00:09:13   |   00:57:34   |
7000000     |       -27.9832   |              0   |       -27.9832   |   00:09:21   |   00:57:26   |
7100000     |       -28.1189   |              0   |       -28.1189   |   00:09:29   |   00:57:18   |
7200000     |       -27.6364   |              0   |       -27.6364   |   00:09:37   |   00:57:09   |
7300000     |       -34.4462   |              0   |       -34.4462   |   00:09:45   |   00:57:01   |
7400000     |       -37.2921   |              0   |       -37.2921   |   00:09:53   |   00:56:53   |
7500000     |       -27.7484   |              0   |       -27.7484   |   00:10:01   |   00:56:45   |
7600000     |       -17.5695   |              0   |       -17.5695   |   00:10:09   |   00:56:37   |
