   
   Running MCMC simulation
   This simulation runs 1 independent replicate.
   The simulator uses 15 different moves in a random move schedule with 14.4 moves per iteration
   

Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
0           |       -52.5191   |              0   |       -52.5191   |   00:00:00   |   --:--:--   |
100000      |       -32.4327   |              0   |       -32.4327   |   00:00:09   |   --:--:--   |
200000      |       -35.0208   |              0   |       -35.0208   |   00:00:17   |   01:10:33   |
300000      |       -32.8984   |              0   |       -32.8984   |   00:00:26   |   01:11:47   |
400000      |       -39.0361   |              0   |       -39.0361   |   00:00:34   |   01:10:16   |
500000      |       -30.3652   |              0   |       -30.3652   |   00:00:42   |   01:09:18   |
600000      |       -28.7182   |              0   |       -28.7182   |   00:00:51   |   01:09:59   |
700000      |       -33.4619   |              0   |       -33.4619   |   00:00:59   |   01:09:15   |
800000      |       -26.2377   |              0   |       -26.2377   |   00:01:08   |   01:09:42   |
900000      |       -20.9366   |              0   |       -20.9366   |   00:01:16   |   01:09:06   |
1000000     |       -30.8594   |              0   |       -30.8594   |   00:01:25   |   01:09:25   |
1100000     |        -25.778   |              0   |        -25.778   |   00:01:33   |   01:08:54   |
1200000     |       -31.6116   |              0   |       -31.6116   |   00:01:42   |   01:09:08   |
1300000     |       -28.3834   |              0   |       -28.3834   |   00:01:50   |   01:08:40   |
1400000     |        -27.809   |              0   |        -27.809   |   00:01:58   |   01:08:16   |
1500000     |       -28.1914   |              0   |       -28.1914   |   00:02:07   |   01:08:26   |
1600000     |       -30.5263   |              0   |       -30.5263   |   00:02:16   |   01:08:34   |
1700000     |       -31.5292   |              0   |       -31.5292   |   00:02:24   |   01:08:11   |
1800000     |       -36.3729   |              0   |       -36.3729   |   00:02:33   |   01:08:17   |
1900000     |       -24.8336   |              0   |       -24.8336   |   00:02:41   |   01:07:55   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
2000000     |        -32.906   |              0   |        -32.906   |   00:02:49   |   01:07:36   |
2100000     |       -29.3548   |              0   |       -29.3548   |   00:02:58   |   01:07:40   |
2200000     |       -34.0057   |              0   |       -34.0057   |   00:03:06   |   01:07:21   |
2300000     |       -28.2776   |              0   |       -28.2776   |   00:03:15   |   01:07:24   |
2400000     |       -23.5746   |              0   |       -23.5746   |   00:03:23   |   01:07:06   |
2500000     |       -34.3322   |              0   |       -34.3322   |   00:03:32   |   01:07:08   |
2600000     |       -29.5179   |              0   |       -29.5179   |   00:03:40   |   01:06:50   |
2700000     |        -32.041   |              0   |        -32.041   |   00:03:49   |   01:06:51   |
2800000     |       -30.9099   |              0   |       -30.9099   |   00:03:57   |   01:06:35   |
2900000     |       -34.8082   |              0   |       -34.8082   |   00:04:06   |   01:06:35   |
3000000     |       -40.1151   |              0   |       -40.1151   |   00:04:14   |   01:06:19   |
3100000     |       -33.0845   |              0   |       -33.0845   |   00:04:23   |   01:06:18   |
3200000     |       -24.1092   |              0   |       -24.1092   |   00:04:31   |   01:06:03   |
3300000     |       -38.7741   |              0   |       -38.7741   |   00:04:40   |   01:06:02   |
3400000     |       -29.1252   |              0   |       -29.1252   |   00:04:48   |   01:05:47   |
3500000     |       -27.7165   |              0   |       -27.7165   |   00:04:57   |   01:05:45   |
3600000     |       -29.5118   |              0   |       -29.5118   |   00:05:05   |   01:05:31   |
3700000     |       -29.8376   |              0   |       -29.8376   |   00:05:13   |   01:05:16   |
3800000     |       -38.1278   |              0   |       -38.1278   |   00:05:22   |   01:05:14   |
3900000     |       -30.8123   |              0   |       -30.8123   |   00:05:31   |   01:05:12   |


Iter        |      Posterior   |     Likelihood   |          Prior   |    elapsed   |        ETA   |
----------------------------------------------------------------------------------------------------
4000000     |       -33.7659   |              0   |       -33.7659   |   00:05:39   |   01:04:58   |
4100000     |       -42.8624   |              0   |       -42.8624   |   00:05:47   |   01:04:44   |
4200000     |       -32.1004   |              0   |       -32.1004   |   00:05:56   |   01:04:42   |
