taxon	max_age	min_age
t1	7.83244910435806	6.16283827091932
t2	6.20529550166058	1.96691437662768
t3	3.64865862195912	0.697418388367765
t4	3.15789533662178	3.15789533662178
t6	0.783706066506696	0.783706066506696
t7	2.38038712995626	2.38038712995626
t8	1.76192772474511	1.76192772474511
t9	0.0580787258955571	0.0580787258955571
t10	2.60533446677376	2.60533446677376
t13	1.73178845899679	1.73178845899679
t17	0.404686035565806	0.404686035565806
t21	0.467479522952855	0.297447498047607
t23	0.745351478227626	0.745351478227626
