taxon	first_age	last_age
t1	26.1231963983462	24.016723713034
t3	27.3759323861681	16.9990317045171
t4	24.3700460266943	16.5910870649484
t5	22.0598681810895	17.3329309583893
t8	26.9857287863481	13.7028466361952
t9	7.27160948896298	7.27160948896298
t12	18.1162706132321	18.1162706132321
t14	22.7767789040299	9.29629933211948
t15	15.0583647212182	14.6141958195264
t16	16.7854246489312	16.7854246489312
t17	5.51016584666623	5.51016584666623
t18	14.2677021857515	14.2677021857515
t20	10.5395110121561	6.67133435016758
t23	15.1708003914233	8.68725679719548
t25	15.6595610983571	14.2869763248191
t29	15.201665372522	15.201665372522
t30	11.0177325122452	6.7351990511572
t32	13.3910296504152	12.8115953664061
t33	7.9183084897385	2.1298431435459
t34	15.0243774619342	0
t38	2.34800247867152	2.34800247867152
t39	11.1552282032838	8.63800908278721
t40	17.8551343418773	15.7899443473162
t42	11.1065861331111	10.3425033307863
t43	12.9439834686891	11.6117001537508
t44	12.8047182045601	12.6184729711187
t45	11.1686085459187	8.06125129289289
t46	11.7866145275875	0
t47	10.6809663660276	10.374138553572
t50	11.4879984526831	10.0127545971049
t51	11.1402091791828	8.611314426356
t52	9.40866644566347	9.40866644566347
t53	6.24899003070305	0
t54	4.87563318692712	4.87563318692712
t55	1.92307743532412	0
t57	16.8121056458532	15.1701688407539
t58	7.58111453138249	7.58111453138249
t59	12.353970802227	0
t63	8.2599696272582	0
t64	11.506638454667	9.28193279767659
t66	10.3897285638836	5.52382908178193
t67	15.863402501748	14.4169112019301
t68	10.957561512882	10.957561512882
t69	7.33403640561886	3.80797150566291
t70	11.507686097555	11.507686097555
t71	11.4999145785423	2.69681797372764
t76	15.9476310444441	0
t77	14.9727376842781	5.95894782354562
t78	8.68126975478193	6.50258390804341
t79	9.2786577973998	5.23788768259034
t80	7.77684011852998	5.85144908523816
t82	4.23306394323782	4.23306394323782
t84	17.4261236071217	17.4261236071217
t85	6.51852822391984	6.51852822391984
t86	11.5080938780886	11.5080938780886
t87	11.2207260591663	9.80778415270865
t88	10.9292056145568	0
t89	10.0933206247377	10.0933206247377
t90	9.40029213651718	4.47270827052541
t93	2.36318056000734	0
t96	12.2897881387349	12.2897881387349
t98	10.0956543492621	5.94211966025803
t99	5.46979670011308	5.46979670011308
t100	9.36990448912818	0
t101	7.71958013269694	7.71958013269694
t103	6.37411020745478	6.37411020745478
t104	3.05433575606454	0
t107	3.77533731228474	0
t111	1.73418396023571	1.73418396023571
t112	7.04884636359867	0
t113	14.0306393591639	14.0306393591639
t114	7.55928682745014	0
t115	4.47757252170351	4.47757252170351
t117	4.21689403994243	4.21689403994243
t119	3.34461186598918	0
t120	5.93467750005128	5.93467750005128
t121	5.96537883122466	0
t123	7.9359657070092	4.97328183230066
t124	5.98854506003325	3.7290923600392
t127	5.5998162001231	5.5998162001231
t128	2.45342469577813	2.45342469577813
t129	2.44418282471325	0
t130	5.92840992312832	0
t133	2.46614401222913	0
t140	4.38376535607483	4.38376535607483
t141	4.98619875802606	3.41968389625609
t143	9.82806628901755	0
t144	12.6299906195046	7.65461314943064
t149	5.23993104693694	5.23993104693694
t150	1.20304678093551	1.20304678093551
t151	6.10604302582675	0
t153	9.88051950122521	9.49949293470592
t154	4.94302572988021	4.94302572988021
t157	5.75892256488336	2.60011873899581
t163	9.96920524505534	9.20131833757956
t164	5.82876704102218	3.79738877927721
t165	3.26444394658179	0
t167	4.21165623358496	0
t168	0.917371847832051	0
t169	1.32487017069192	1.32487017069192
t174	6.13032770732719	0
t175	6.20946980801283	6.20946980801283
t176	3.27182782740741	0
t177	4.25324137370953	4.25324137370953
t178	3.01926462312652	3.01926462312652
t180	9.67670170797988	8.97107695126618
t181	2.08147520138693	0
t182	4.19375684173023	4.19375684173023
t185	3.07631297683556	0
t186	6.45075320692623	6.45075320692623
t189	8.39716804503149	8.06843068274355
t190	3.34072240568582	0
t192	3.2208106007129	0
t193	2.10692099162992	0
t195	6.0917637637275	3.73924181266842
t196	4.21069322245919	4.21069322245919
t197	2.77926784724306	2.37602550665282
t198	13.0300201948963	10.6024984791492
t199	9.33535324152771	9.33535324152771
t210	2.81166888291776	2.81166888291776
t212	7.10436634373472	0
t213	8.88651708822438	8.88651708822438
t215	3.13009341727057	0
t216	4.47702900896616	0
t217	5.56746511566621	0
t219	0.821601565737463	0
t221	4.76460961871956	4.76460961871956
t222	4.838717467165	0
t223	9.41026077094106	4.23265452309473
t229	2.66468757748874	2.66468757748874
t232	7.20306811057362	7.20306811057362
t233	4.22554254932165	0
t234	4.53940094848931	0
t238	5.44784622263995	5.44784622263995
t243	6.3343996725429	6.3343996725429
t245	3.96563084877572	3.96563084877572
t246	3.97399724138209	3.97399724138209
t248	4.57316691792378	0
t249	8.34714605162867	0
t256	3.50160571455334	0
t257	11.2571399554112	10.6156172126034
t258	10.3003945609057	10.3003945609057
t259	6.83875569348903	6.83875569348903
t260	1.56619466870463	0
t261	0.598829555158265	0
t262	7.4544231124025	0
t266	6.48605637781998	6.48605637781998
t270	6.2774764662537	6.2774764662537
t272	0.941205845487339	0
t274	8.26443248005969	6.67463499630255
t275	8.64162478904244	0
t276	6.08701689677698	6.08701689677698
t277	7.59702486971541	2.90470724134798
t280	0.0878976621037886	0
t281	3.49378321246769	0
t282	3.00707662875636	2.41347273433142
t287	8.15093438039701	0
t288	2.19047579220109	0
t290	3.15809558570193	0
t291	4.76980840253932	0
t292	2.39126199130285	0
t293	4.75277486351691	0
t294	1.62977792647093	0
t297	1.97480176286557	0
t302	0.6752963668701	0
t303	2.39664414960991	2.39664414960991
t305	7.72062894191902	6.27618064668772
t307	4.45149137718291	4.45149137718291
