taxon	fad	lad
t1	29.2110252671409	17.5766442530024
t2	21.0801121455937	15.8707591803371
t3	27.325055442961	19.7000729792766
t4	23.4839260770001	23.4839260770001
t5	20.2241380709059	20.2241380709059
t6	24.88561942675	21.7816707349952
t7	23.4940284318807	19.6237288762097
t8	23.8631020605996	0.859716341234993
t9	20.1532771691453	20.1532771691453
t10	19.6338062815646	19.6338062815646
t12	20.25480584709	6.67960669920749
t13	19.8572795542906	19.8572795542906
t14	18.2475800558467	17.2995201327353
t15	22.2107337336992	22.2107337336992
t16	21.7853109791235	8.99171157311348
t19	26.3023136962681	25.2691597695487
t20	24.8659556829777	14.9996558734309
t21	22.6598262929912	22.0878255274907
t22	11.8404642185193	10.8888830845241
t24	22.3358421908182	17.5622965858978
t27	0.577769746843522	0.577769746843522
t30	18.2472572410262	18.2472572410262
t31	19.1087714405023	18.842482550128
t33	20.0396089144053	1.24294742022254
t34	20.0624219438693	15.7458688802789
t37	5.33156861406796	5.33156861406796
t42	9.40807897425472	7.41512554559618
t43	3.68380493630069	3.07460470374423
t44	1.89615200162975	0.545886120703692
t46	0.493710786860888	0.493710786860888
t47	20.3086111617088	2.83611652453752
t48	16.2165213046098	16.2165213046098
t49	21.0196321709315	18.5614999263899
t50	22.1135846231122	21.2200147914713
t52	20.3207894016221	20.2952134769574
t53	18.8280587010833	18.8280587010833
t54	21.2456899456402	21.2456899456402
t56	19.6944696010451	19.5557129426819
t57	18.4984637132873	18.4984637132873
t59	21.8092877136769	17.0907254247219
t60	3.10590834444172	1.09236599276815
t61	3.04853653950064	1.37597510773136
t66	0.563055213088361	0.563055213088361
t69	11.9895551630338	8.78929866843063
t70	16.4540449907179	3.05374500955912
t71	11.6824690646448	0.920814033333205
t72	3.10822829532592	2.18930034242694
t73	2.95132145722827	1.69532828120946
t74	4.2241289018729	4.2241289018729
t76	15.5719141577284	15.5719141577284
t77	12.6901710736089	1.26148969584019
t78	3.0020401534378	2.68546580925914
t79	2.63959004355321	0.808724907148523
t81	0.711826587628046	0.129077908183852
t82	6.36104452662285	2.81963173281632
t83	2.81262133479895	1.11248111212472
t85	3.27744852407576	2.20363035022051
t86	0.984809213064022	0.984809213064022
t88	3.80359014321143	2.03032712986044
t89	4.65344174843301	0.768581325158504
t91	19.6175799337378	19.6175799337378
t92	19.3194205929916	19.3194205929916
t93	18.4107035949617	12.4837907399974
t94	18.2523852768312	17.436552316179
t96	3.3845845320154	0.221470333873054
t97	1.90258597578785	0.44691858087598
t99	1.55610015415882	0.992210272208691
t102	0.713533376200974	0.635984472874952
t104	17.7476390400451	14.8315059272955
t105	8.25548186300891	5.68412570627302
t107	5.39926081795739	1.60237565400111
t108	2.34640347454602	1.02924840091632
t109	9.63184915073031	1.37615849838334
t110	5.06634962294739	5.06634962294739
t112	3.76616481194588	3.76616481194588
t113	1.19180683553118	1.19180683553118
t114	0.0901381254175746	0.0901381254175746
t115	0.254290339777775	0.254290339777775
t116	0.34889311611721	0.34889311611721
t117	0.214873284835317	0.214873284835317
t118	11.5250865818014	10.6991160992546
t119	8.71586129389609	0.0432007903552432
t120	4.98169610333096	4.13925767782637
t121	2.52000184100606	0.988963917591803
t122	0.387615101090955	0.387615101090955
t124	3.34513050010041	0.928313147564054
t128	3.37886930703948	2.72436758298258
t129	1.10431397999692	1.10431397999692
t130	2.10260557816666	1.01102254577283
t134	5.10572271891389	1.7001429131791
t135	3.17170459652475	1.07895537378754
t136	2.30098186153212	2.18001825006164
t137	3.22859570854643	1.89873025175483
t138	3.68566698491511	1.33780535040363
t140	1.70307177854255	1.1110957495269
t142	2.77382461757253	0.336462571958762
t149	1.27468057630387	0.126760950794335
t151	3.40251837749149	3.40251837749149
t152	4.14844733029112	2.73157984340615
t153	3.15020089874233	0.0985640581648788
t155	2.45230132397129	1.52280809273809
t156	1.41302129444381	1.41302129444381
t158	20.1573503529014	17.6153102833527
t160	10.7407151825207	0.243967126910917
t161	1.68564698377599	1.68564698377599
t162	1.15542413034475	1.15542413034475
t164	1.00569142358254	0.56671702283311
t165	0.386424928636714	0.167079628644004
t168	7.19824622264841	1.40623671439785
t169	1.4595306478841	1.4595306478841
t170	0.890885020861138	0.315335454833942
t171	4.46965504711006	4.46965504711006
t173	6.05302228729001	1.49323146201979
t174	3.54561618411985	0.307674134479402
t175	2.34589634152359	1.09412920354
t178	1.58447463332215	1.58447463332215
t180	2.15521137426852	2.15521137426852
t181	1.30490117731155	1.30490117731155
t182	1.00086879184268	1.00086879184268
t183	2.57980986290491	1.45824563714556
t184	0.0222209706511833	0.0222209706511833
t185	0.331577689741788	0.331577689741788
t188	11.3065827817528	0.42563032219493
t189	4.82723729699003	2.77442328793796
t191	4.8243842509167	4.8243842509167
t193	0.293873647422934	0.293873647422934
t195	7.72405109212538	4.73077852123221
t196	8.85058551228525	1.96637159890645
t197	6.25417120530939	2.30017528748311
t198	2.75910653954955	0.653220357838116
t202	3.32955778763401	0.776269247678773
t204	0.827992906797519	0.827992906797519
t206	2.15063866502632	0.478804904784251
t210	0.808805486223072	0.808805486223072
t212	2.76798033344395	2.76798033344395
t213	0.115199693693551	0.115199693693551
t217	1.7544027374927	1.7544027374927
t218	5.18542640262322	0.787349874833108
t220	0.0291228357456639	0.0291228357456639
t221	2.59199581940917	0.492975431093583
t222	1.65842819811775	1.65842819811775
t230	2.88766874926893	1.21833079024015
t231	3.07805299900159	1.75086346802194
t233	1.97493629328117	1.97493629328117
t236	1.39563256969321	1.05534567298115
t237	0.409170596311668	0.409170596311668
t239	8.0040458159836	0.365028822723019
t240	6.32758755067391	4.48516850441533
t241	7.94688261366646	1.49166514545202
t242	7.37729874884173	5.79345695187732
t250	4.33681669060135	2.02637504211878
t251	5.17394069199996	1.57026711284409
t252	4.73720709839039	0.415284145373537
t253	3.56647719944625	1.07519288048461
t257	3.65953601383757	1.26662370832276
t259	4.75084142436971	0.315515787014977
t260	3.50060399194794	2.25615532991091
t261	1.31175195140015	1.31175195140015
t263	1.25583903553302	1.25583903553302
t265	0.652462184335533	0.652462184335533
t272	9.22110922860087	1.13129334058929
t273	6.97838510954276	1.09837712760455
t274	8.12859157089385	8.12859157089385
t275	6.63663951483123	0.283788397309955
t276	2.34197923821978	1.27694443049767
t283	8.21393712693676	1.76419666095071
t284	8.3967237240332	1.64317355366031
t285	1.74381809578145	1.74381809578145
t286	0.770522698377686	0.307522780578079
t288	0.998730832034354	0.998730832034354
t290	0.0320929525288385	0.0320929525288385
t291	6.22947638611885	1.7805074945027
t292	3.6718996613454	0.482133148394517
t293	0.0168313887698801	0.0168313887698801
t295	0.530077850715802	0.530077850715802
t296	0.00930189111019786	0.00930189111019786
t297	1.24837217679953	1.24837217679953
t299	0.646030720695077	0.646030720695077
t304	2.94877457601493	2.94877457601493
t311	0.246873330118436	0.246873330118436
t312	0.191792346671765	0.191792346671765
t320	1.75741287401396	1.75741287401396
t324	1.1651957965084	1.1651957965084
t326	0.213643153678291	0.213643153678291
t330	5.96520354103955	0.437792486895432
t331	6.57951060503791	0.383825252816351
t332	2.18880898655677	0.151370878961398
t333	0.218221312557205	0.218221312557205
t334	4.47477766269193	0.0805047325753243
t335	4.05985515713733	4.05985515713733
t336	2.74935865644099	0.306517401221559
t338	6.53165023603695	4.4308799628961
t340	5.76493012550842	2.17719474264071
t341	5.15481076928817	4.25414685070545
t346	2.95365940888081	2.95365940888081
t347	4.19556441406443	0.940732020160645
t348	2.11865390656316	0.585894567247347
t349	3.92766227867419	1.81688151826115
t350	3.3233728057597	3.3233728057597
t352	2.10543267269506	2.10543267269506
t353	0.2750730414601	0.2750730414601
t355	0.52348321050879	0.52348321050879
t356	0.405891121530082	0.405891121530082
t359	1.2401528416238	1.2401528416238
t363	4.99889754299116	4.99889754299116
t364	0.155691216417733	0.155691216417733
t367	2.70850582738243	2.70850582738243
t370	1.18030508579113	1.18030508579113
t373	2.87022558773946	2.30761418852102
t374	1.54606030326524	0.127609458325445
