taxon	int_1	int_2
t2	1	1
t4	1	0
t5	1	1
t6	1	1
t7	1	1
t8	1	0
t9	1	0
t10	0	1
t12	1	1
t13	1	1
t14	0	1
t15	1	0
t17	1	0
t18	1	0
t19	0	1
t21	1	0
t22	1	1
t23	1	1
t25	1	0
t27	1	1
t28	0	1
t29	1	1
t30	1	0
t31	1	1
t32	0	1
t33	0	1
t34	1	1
t36	1	0
t37	1	0
t38	1	0
t41	1	0
t42	1	0
t44	0	1
t45	0	1
t46	1	0
t47	1	0
t50	1	0
t51	1	0
t52	1	0
t55	1	1
t56	1	0
t57	1	0
t58	0	1
t60	1	0
t62	1	0
t63	1	0
t64	1	0
t66	1	0
t67	1	0
t68	0	1
t71	1	0
t72	1	0
t74	1	1
t77	1	1
t78	1	0
t79	0	1
t81	1	0
t84	1	0
t86	1	0
t88	0	1
t91	1	0
t92	1	0
t96	1	1
t97	1	0
t98	1	0
t99	1	0
t103	1	0
t104	1	0
t109	1	0
t110	1	0
t116	1	0
t117	1	0
t118	1	0
t119	1	0
t120	1	1
t122	1	0
t123	1	0
t124	1	0
t125	1	0
t126	1	0
t127	1	0
t129	1	0
t130	1	0
t131	1	0
t132	1	0
t133	1	0
t134	1	0
t135	1	0
t136	1	0
t137	1	0
t138	0	1
t141	1	0
t143	1	0
t147	1	0
t149	1	0
t152	1	0
t154	1	0
t159	1	0
t162	1	0
t163	1	0
t167	1	0
t169	1	0
t170	1	0
t171	1	0
t172	1	0
t175	1	0
t176	1	0
t177	1	0
t178	1	0
t179	1	0
t180	1	0
t189	1	0
t190	1	0
t191	1	0
t193	1	0
t195	1	0
t196	1	0
t197	1	0
t199	1	0
t200	1	0
t201	1	0
t202	1	0
t203	1	0
t204	1	0
t205	1	0
t206	1	0
t213	1	0
t218	1	0
t219	1	0
t220	1	0
t221	1	0
t227	1	0
t228	1	0
t229	1	0
t231	1	0
t237	1	0
t238	1	0
t239	1	0
t241	1	0
t242	1	0
t243	1	0
t246	1	0
t250	1	0
t251	1	0
t252	1	0
t253	1	0
t254	1	0
t256	1	0
t257	1	0
t260	1	0
t261	1	0
t264	1	0
t267	1	0
t268	1	0
t270	1	0
t271	1	0
t273	1	0
t279	1	0
t283	1	0
t287	1	0
t288	1	0
t293	1	0
t294	1	0
t298	1	0
t301	1	0
t304	1	0
t305	1	0
t306	1	0
t307	1	0
t309	1	0
t312	1	0
t313	1	0
t314	1	0
t315	1	0
t316	1	0
t318	1	0
t319	1	0
t324	1	0
t325	1	0
t326	1	0
t328	1	0
t329	1	0
t331	1	0
t332	1	0
t334	1	0
t340	1	0
t341	1	0
t344	1	0
t345	1	0
t349	1	0
t350	1	0
t352	1	0
t355	1	0
t356	1	0
t358	1	0
t361	1	0
t362	1	0
t365	1	0
t370	1	0
t371	1	0
t372	1	0
t373	1	0
t379	1	0
t380	1	0
t381	1	0
t382	1	0
t386	1	0
t388	1	0
t389	1	0
t397	1	0
t403	1	0
t406	1	0
t407	1	0
t408	1	0
t415	1	0
t416	1	0
t419	1	0
t422	1	0
t424	1	0
t425	1	0
t426	1	0
t428	1	0
t432	1	0
t436	1	0
t437	1	0
t438	1	0
t442	1	0
t443	1	0
t446	1	0
t456	1	0
t460	1	0
t463	1	0
t467	1	0
t469	1	0
t470	1	0
t472	1	0
t473	1	0
t474	1	0
t475	1	0
t477	1	0
t479	1	0
t483	1	0
t484	1	0
t487	1	0
t492	1	0
t495	1	0
t497	1	0
t499	1	0
t500	1	0
t502	1	0
t504	1	0
t507	1	0
t508	1	0
t511	1	0
t513	1	0
t516	1	0
t518	1	0
t521	1	0
t522	1	0
t527	1	0
t528	1	0
t529	1	0
t530	1	0
t531	1	0
t535	1	0
t537	1	0
t538	1	0
t541	1	0
t542	1	0
t543	1	0
t549	1	0
