taxon	int_1	int_2
t1	0	1
t2	0	1
t4	1	1
t5	1	1
t6	1	1
t7	0	1
t9	0	1
t10	0	1
t12	1	1
t16	1	1
t17	1	1
t18	1	0
t19	1	0
t20	1	0
t26	0	1
t27	0	1
t30	1	1
t31	1	0
t32	1	0
t33	1	1
t34	1	0
t35	1	0
t36	1	0
t37	1	0
t38	1	0
t40	1	0
t41	1	0
t42	1	0
t43	1	0
t45	1	0
t46	1	0
t47	1	0
t49	1	0
t53	1	0
t54	1	0
t56	1	0
t59	1	0
t60	0	1
t61	1	0
t64	1	0
t65	1	0
t67	1	0
t71	1	0
t72	1	0
t76	1	0
t78	1	0
t79	1	0
t80	1	0
t81	1	0
t83	1	0
t87	1	0
t88	1	0
t89	1	0
t91	1	0
t92	1	0
t94	1	0
t96	1	0
t97	1	0
t98	1	0
t100	1	0
t103	1	0
t104	1	1
t107	1	0
t108	1	0
t113	1	0
t114	1	0
t115	1	0
t116	1	0
t119	1	0
t120	1	0
t124	1	0
t126	1	0
t127	1	0
t132	1	0
t133	1	0
t134	1	0
t135	1	0
t136	1	0
t142	1	0
t144	1	0
t145	1	0
t147	1	0
t151	1	0
t152	1	0
t155	1	0
t156	1	0
t158	1	0
t159	1	0
t161	1	0
t163	1	0
t164	1	0
t166	1	0
t167	1	0
t168	1	0
t169	1	0
t170	1	0
t171	1	0
t174	1	0
t178	1	0
t181	1	0
t182	1	0
t183	1	0
t184	1	0
t185	1	0
t186	1	0
t190	1	0
t191	1	0
t192	1	0
t193	1	0
t195	1	0
t197	1	0
t198	1	0
t202	1	0
t203	1	0
t205	1	0
t208	1	0
t211	1	0
t212	1	0
t214	1	0
t217	1	0
t218	1	0
t219	1	0
t220	1	0
t227	1	0
t230	1	0
t231	1	0
t234	1	0
t236	1	0
t244	1	0
