Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-88.29959	0	-88.29959	0.0912259	0.1168	0.112299	0.2751	0.126352	0.0864573	4.33097	0.617654	1.08646
10000	-57.4657	0	-57.4657	0.166954	0.0683138	0.149206	0.288122	0.0906986	0.178367	2.49354	0.798224	0.00389485
20000	-56.18646	0	-56.18646	0.0753497	0.100438	0.548839	0.277036	0.403886	0.164628	1.19536	0.609471	0.0576187
30000	-47.96321	0	-47.96321	0.134681	0.409167	0.358357	0.155905	0.257609	0.278923	2.06814	1.47425	2.70935
40000	-48.14028	0	-48.14028	0.125301	0.13994	0.356719	0.275761	0.208036	0.111079	0.942588	0.939601	0.0380955
50000	-43.32926	0	-43.32926	0.143123	0.18276	0.250987	0.29207	0.234633	0.0453587	1.73533	0.70601	0.0265259
60000	-42.38029	0	-42.38029	0.159969	0.184992	0.63428	0.402198	0.249106	0.157678	1.68975	0.614837	0.423118
70000	-55.21846	0	-55.21846	0.0798394	0.17931	0.298476	0.2153	0.154775	0.115558	2.73049	0.315526	0.00880519
80000	-30.96912	0	-30.96912	0.0782542	0.311287	0.07219	0.267969	0.166285	0.0958244	1.48712	2.0841	1.42462
90000	-38.89341	0	-38.89341	0.0285431	0.255771	0.224721	0.325467	0.128109	0.275526	2.41408	1.12053	0.627226
100000	-46.99128	0	-46.99128	0.156324	0.125846	0.318179	0.258125	0.301142	0.0751014	2.912	0.78386	0.0394202
110000	-38.00347	0	-38.00347	0.0985378	0.137869	0.427553	0.150305	0.163335	0.181186	2.85943	1.71071	0.302395
120000	-42.90783	0	-42.90783	0.126435	0.168508	0.104199	0.298629	0.0861881	0.0828254	2.25308	2.18295	0.0140046
130000	-50.42898	0	-50.42898	0.081009	0.177063	0.430654	0.263277	0.319334	0.105419	1.27746	0.259375	0.0148064
140000	-39.08064	0	-39.08064	0.124396	0.157376	0.133277	0.205544	0.116431	0.138691	1.73939	0.912069	0.41336
150000	-27.07442	0	-27.07442	0.179561	0.340379	0.140966	0.335769	0.167748	0.135835	1.8714	2.77286	0.61466
160000	-46.07694	0	-46.07694	0.0833114	0.221748	0.259999	0.511842	0.230651	0.173786	2.09117	0.539009	0.0561
170000	-50.52194	0	-50.52194	0.0924704	0.138583	0.189961	0.292759	0.223581	0.0631442	1.34034	0.487306	0.0433149
180000	-35.87657	0	-35.87657	0.182726	0.168515	0.192481	0.267436	0.200727	0.0595522	2.81862	0.923245	0.607071
190000	-53.92788	0	-53.92788	0.142766	0.0596541	0.182204	0.497015	0.11427	0.0794343	1.39345	0.890521	0.0474188
200000	-55.79522	0	-55.79522	0.0788638	0.197297	0.140238	0.260779	0.0758456	0.0964877	0.659479	0.559939	0.0521771
210000	-35.3857	0	-35.3857	0.0969957	0.295727	0.182175	0.28517	0.0992384	0.351273	1.70771	1.53066	0.302947
220000	-52.39497	0	-52.39497	0.198891	0.123932	0.33621	0.354361	0.0739809	0.0995681	1.1993	0.457496	0.034344
230000	-35.57681	0	-35.57681	0.0737561	0.232407	0.208817	0.376147	0.0825293	0.161015	2.6374	1.23215	0.746849
240000	-43.48609	0	-43.48609	0.138668	0.135325	0.362232	0.497937	0.0761854	0.0946067	4.76987	0.936378	0.249811
250000	-52.17608	0	-52.17608	0.380592	0.141641	0.189416	0.303356	0.117565	0.153376	1.34294	0.546059	0.0742434
260000	-45.3918	0	-45.3918	0.172546	0.110698	0.469137	0.344701	0.27136	0.122077	2.40053	0.355263	0.115753
270000	-52.76316	0	-52.76316	0.0889988	0.0997687	0.264166	0.322898	0.149011	0.0911048	0.475998	0.577881	0.0159977
280000	-55.52283	0	-55.52283	0.047316	0.203943	0.155663	0.467064	0.119618	0.053341	0.933841	0.27283	0.00260812
290000	-50.72025	0	-50.72025	0.239193	0.111115	0.223016	0.151209	0.12531	0.218541	1.38966	0.701931	0.087286
300000	-48.69179	0	-48.69179	0.0578075	0.355943	0.164388	0.223277	0.102361	0.0740046	3.3568	0.443601	0.0550332
310000	-52.6482	0	-52.6482	0.0548853	0.143301	0.241393	0.126946	0.137839	0.0928498	1.96043	0.569928	0.0686089
320000	-41.79473	0	-41.79473	0.105718	0.0812983	0.296198	0.204348	0.123349	0.188471	4.91872	1.92334	0.194397
330000	-49.52722	0	-49.52722	0.208541	0.132501	0.143349	0.34617	0.186336	0.0402024	2.72448	0.875039	0.0968693
340000	-46.53381	0	-46.53381	0.23897	0.129307	0.202296	0.562463	0.121445	0.0532378	2.33449	0.353995	0.0455673
350000	-37.36521	0	-37.36521	0.0525589	0.19493	0.142826	0.253624	0.225502	0.125934	3.48106	1.32765	0.154472
360000	-45.62525	0	-45.62525	0.068468	0.136368	0.201821	0.214706	0.198122	0.0993371	2.81052	0.463071	0.0413242
370000	-33.38104	0	-33.38104	0.135921	0.289761	0.0822953	0.256652	0.153676	0.146588	1.59862	1.79373	0.238775
380000	-44.06084	0	-44.06084	0.0989896	0.19439	0.207713	0.313418	0.166982	0.0544181	3.12857	1.13438	0.0400812
390000	-31.59496	0	-31.59496	0.0794045	0.156885	0.168141	0.292121	0.22212	0.205693	2.26245	1.55378	0.771708
400000	-46.11907	0	-46.11907	0.0897885	0.161872	0.224228	0.393693	0.179338	0.171509	1.66399	0.562694	0.0448894
410000	-50.96436	0	-50.96436	0.163039	0.175656	0.156761	0.178132	0.167585	0.0289259	1.33686	0.863087	0.090373
420000	-53.05972	0	-53.05972	0.212649	0.077043	0.286413	0.328911	0.0909823	0.0791828	0.516868	0.619945	0.106603
430000	-43.37173	0	-43.37173	0.083702	0.204654	0.516898	0.36601	0.181662	0.0788717	2.52443	0.69694	0.293165
440000	-38.76156	0	-38.76156	0.176232	0.298998	0.19082	0.278039	0.311699	0.128075	2.38424	0.778009	0.232616
450000	-40.84967	0	-40.84967	0.135949	0.104636	0.2198	0.270743	0.173917	0.15851	2.82383	0.581129	0.186441
460000	-49.24036	0	-49.24036	0.134983	0.148746	0.223769	0.220563	0.392205	0.149489	5.23843	0.699441	0.126881
470000	-45.18041	0	-45.18041	0.0383164	0.320309	0.338716	0.276691	0.169027	0.19447	1.68305	0.882068	0.456889
480000	-44.77006	0	-44.77006	0.067748	0.129109	0.287101	0.198459	0.234264	0.126411	1.83176	0.774478	0.146839
490000	-36.45659	0	-36.45659	0.111604	0.172417	0.133162	0.248061	0.189011	0.105506	2.02108	1.179	1.63272
500000	-44.09483	0	-44.09483	0.176673	0.111621	0.312651	0.22309	0.143987	0.267366	1.50399	1.13314	0.136692
510000	-58.63971	0	-58.63971	0.0899616	0.0666927	0.178618	0.517847	0.176693	0.165429	1.03612	0.669515	0.0429966
520000	-53.6833	0	-53.6833	0.171327	0.0660683	0.267214	0.609026	0.14874	0.15809	1.21173	1.16	0.0451028
530000	-44.81116	0	-44.81116	0.0809212	0.336187	0.158458	0.203733	0.138158	0.213302	3.86573	0.642741	0.409267
540000	-39.66581	0	-39.66581	0.176475	0.221018	0.341854	0.105118	0.319009	0.184421	5.20405	0.852358	0.975303
550000	-52.05901	0	-52.05901	0.172787	0.107297	0.434916	0.360577	0.128045	0.238832	1.65503	0.585576	0.0725439
560000	-45.83036	0	-45.83036	0.157768	0.275215	0.403883	0.28449	0.29293	0.0826782	3.36424	0.618337	0.300795
570000	-35.40006	0	-35.40006	0.155528	0.346073	0.216868	0.235186	0.147373	0.155852	3.90886	1.76309	0.235743
580000	-52.39633	0	-52.39633	0.264019	0.288053	0.229039	0.42315	0.0667694	0.0837232	3.33697	1.48627	0.114838
590000	-48.11338	0	-48.11338	0.0892347	0.268557	1.0018	0.26918	0.264628	0.153866	1.65811	0.823777	0.28782
600000	-57.77717	0	-57.77717	0.129334	0.199977	0.275613	0.490439	0.0594264	0.137631	0.482515	1.07958	0.176418
610000	-48.10732	0	-48.10732	0.114184	0.121397	0.0553337	0.31853	0.169296	0.0706308	2.35258	1.14174	0.207905
620000	-42.01958	0	-42.01958	0.197002	0.396624	0.178483	0.340354	0.179436	0.0963657	2.22349	0.406744	1.06189
