Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-123.1796	0	-123.1796	0.152767	0.221359	0.0747355	0.131412	0.185441	0.152404	0.757948	3.05372	0.293727
10000	-56.27507	0	-56.27507	0.142222	0.131569	0.263291	0.276212	0.0758177	0.20143	2.3154	2.63046	0.436623
20000	-50.63136	0	-50.63136	0.136786	0.0577461	0.184605	0.356744	0.060381	0.136821	3.82	3.8399	0.511617
30000	-45.82952	0	-45.82952	0.143805	0.105322	0.234425	0.240059	0.0550496	0.130185	6.69991	1.5783	0.260317
40000	-50.77097	0	-50.77097	0.157527	0.243208	0.259918	0.447582	0.0832412	0.045535	3.8056	2.31847	1.27673
50000	-45.03091	0	-45.03091	0.172875	0.0884424	0.351614	0.271412	0.0748249	0.168671	3.75642	1.7549	0.837407
60000	-46.30038	0	-46.30038	0.170278	0.153602	0.444784	0.53133	0.0338083	0.156703	5.82209	2.19133	0.410248
70000	-52.25711	0	-52.25711	0.145002	0.129716	0.184818	0.262865	0.132823	0.168283	2.69468	1.37728	0.47496
80000	-40.07543	0	-40.07543	0.103111	0.152816	0.199888	0.268614	0.068475	0.067239	2.15982	1.20841	1.73916
90000	-50.44785	0	-50.44785	0.208446	0.0930646	0.327134	0.388201	0.168208	0.117714	4.53677	2.31019	0.704422
100000	-45.82088	0	-45.82088	0.113542	0.115195	0.28987	0.549381	0.0837164	0.083369	3.67165	1.39219	0.45027
110000	-55.60961	0	-55.60961	0.132008	0.11438	0.280271	0.375988	0.0677317	0.126255	2.95766	2.0784	0.245884
120000	-64.69138	0	-64.69138	0.154244	0.120143	0.307173	0.361039	0.0926326	0.0565078	2.25152	1.23721	0.272274
130000	-47.89725	0	-47.89725	0.125442	0.15647	0.240978	0.356156	0.146011	0.110856	3.0373	0.994646	0.585105
140000	-61.32408	0	-61.32408	0.114785	0.103356	0.375577	0.665346	0.0731602	0.0485792	1.37662	2.07276	0.62522
150000	-38.95339	0	-38.95339	0.174365	0.190875	0.313703	0.470798	0.0728132	0.0956836	3.61512	1.47636	0.977398
160000	-57.4435	0	-57.4435	0.138488	0.060545	0.298868	0.671176	0.146991	0.187793	2.08953	2.34056	0.174893
170000	-43.97562	0	-43.97562	0.148397	0.117996	0.185475	0.191221	0.0757696	0.210982	3.79441	2.25817	0.796031
180000	-50.89315	0	-50.89315	0.0789674	0.134968	0.296214	0.268375	0.0693935	0.145824	2.33854	1.29737	1.08864
190000	-46.55719	0	-46.55719	0.183734	0.137235	0.153646	0.198376	0.0498201	0.128398	6.2444	1.87762	0.611258
200000	-49.01102	0	-49.01102	0.328847	0.0706048	0.319816	0.541515	0.111906	0.140098	4.44879	1.77699	1.04122
210000	-51.60548	0	-51.60548	0.129311	0.101203	0.628641	0.490059	0.0542352	0.230741	1.98612	1.96368	1.60658
220000	-52.25806	0	-52.25806	0.163032	0.106177	0.143284	0.364023	0.129456	0.0893653	1.53929	0.689267	0.500004
230000	-45.92374	0	-45.92374	0.175967	0.211698	0.170719	0.447191	0.0706517	0.125945	2.6983	2.99781	0.658201
240000	-51.75505	0	-51.75505	0.20816	0.116028	0.433065	0.402879	0.0686029	0.205333	2.56043	1.08114	0.624655
250000	-44.6166	0	-44.6166	0.0852183	0.079857	0.166345	0.293406	0.0519131	0.042142	3.3584	4.13472	0.602761
260000	-52.5778	0	-52.5778	0.0964416	0.102295	0.284905	0.200344	0.0546945	0.119832	0.93405	1.56424	3.29337
270000	-52.40861	0	-52.40861	0.268479	0.0951191	0.288044	0.419957	0.204773	0.067707	2.30256	4.56049	0.190431
280000	-50.43135	0	-50.43135	0.0833593	0.0733194	0.396446	0.497016	0.0908947	0.0816895	2.52293	0.852412	0.853368
290000	-50.65544	0	-50.65544	0.09766	0.147215	0.35086	0.321536	0.0986935	0.132924	1.84393	1.64931	0.492458
300000	-54.23641	0	-54.23641	0.0631172	0.135074	0.121422	0.374918	0.0272809	0.136567	2.05838	1.79948	0.381302
310000	-44.08011	0	-44.08011	0.134257	0.0779671	0.313003	0.19926	0.102415	0.0763323	2.00495	1.40395	0.916171
320000	-54.48285	0	-54.48285	0.110405	0.0967291	0.221252	0.427964	0.111279	0.0932006	1.98502	3.86422	0.117681
330000	-46.94676	0	-46.94676	0.0565418	0.159701	0.20216	0.526726	0.0380511	0.0802606	5.98357	1.41562	1.22235
340000	-48.4981	0	-48.4981	0.148004	0.169076	0.193777	0.622092	0.0562322	0.0975699	1.69162	1.96448	0.451331
350000	-48.38651	0	-48.38651	0.117563	0.139607	0.129746	0.367548	0.0861741	0.0655381	2.95091	0.944987	0.974773
360000	-44.34093	0	-44.34093	0.106779	0.0807498	0.2126	0.369526	0.0615245	0.119011	1.66109	1.64366	0.601922
370000	-35.82792	0	-35.82792	0.128913	0.082749	0.232788	0.298564	0.106674	0.112745	5.46956	3.31947	5.85462
380000	-44.50642	0	-44.50642	0.164295	0.213983	0.278245	0.421457	0.0766919	0.08956	4.30389	2.49147	0.943126
390000	-64.10915	0	-64.10915	0.0857236	0.0557511	0.305352	0.236079	0.0732667	0.0932945	1.98854	0.8298	0.242745
400000	-48.58773	0	-48.58773	0.127593	0.0795817	0.155335	0.26859	0.0549802	0.0728085	4.76793	2.93105	0.346506
410000	-43.96822	0	-43.96822	0.170873	0.122626	0.453365	0.304733	0.0597157	0.146167	9.13378	3.18746	0.809691
420000	-43.80299	0	-43.80299	0.1343	0.103913	0.223077	0.326613	0.0873805	0.09097	6.7966	1.52671	0.304727
430000	-54.10325	0	-54.10325	0.163232	0.248076	0.217205	0.346831	0.216207	0.127818	3.56732	1.37637	0.737383
440000	-46.33876	0	-46.33876	0.14125	0.0860413	0.182794	0.239922	0.0619217	0.0850266	3.21546	3.35037	0.591148
450000	-58.12307	0	-58.12307	0.072471	0.12451	0.390984	0.480386	0.103237	0.175985	1.66837	1.92376	0.723549
460000	-47.61077	0	-47.61077	0.0664782	0.13926	0.364038	0.650439	0.0973502	0.0995948	3.64884	1.48248	0.708862
470000	-51.03761	0	-51.03761	0.216011	0.0776316	0.419088	0.494837	0.172393	0.0824777	4.39345	0.900388	0.730972
480000	-60.41837	0	-60.41837	0.108015	0.0538409	0.245785	0.289387	0.0645672	0.219123	3.52237	2.41608	0.351199
490000	-41.10221	0	-41.10221	0.139104	0.135015	0.260469	0.428966	0.0982138	0.0695335	1.59634	3.37681	0.917991
500000	-51.19869	0	-51.19869	0.286721	0.0685308	0.215878	0.418661	0.103312	0.169284	3.23565	1.73933	0.396614
510000	-37.85919	0	-37.85919	0.195867	0.100143	0.388663	0.309287	0.0889529	0.18418	4.61422	5.20054	0.652628
520000	-54.1958	0	-54.1958	0.0615159	0.106331	0.340873	0.221684	0.0744239	0.0915886	4.00144	0.925148	0.899498
530000	-56.92342	0	-56.92342	0.180073	0.128296	0.341645	0.171767	0.0404339	0.10698	1.43215	1.87326	0.263229
540000	-56.26722	0	-56.26722	0.0750721	0.150016	0.211065	0.375935	0.160751	0.21653	5.13681	1.75628	0.237911
550000	-42.73466	0	-42.73466	0.102527	0.130325	0.283542	0.320288	0.0798605	0.127082	1.69409	1.94772	1.70795
560000	-45.04208	0	-45.04208	0.0890026	0.0663337	0.223882	0.670553	0.0886976	0.0493764	2.36241	2.44908	1.38828
570000	-46.59093	0	-46.59093	0.205697	0.102077	0.191196	0.349492	0.0699481	0.123104	4.46054	1.4786	0.521814
580000	-44.25583	0	-44.25583	0.166287	0.0571472	0.179204	0.336647	0.0750588	0.0997187	3.26785	2.10178	1.00217
590000	-53.76289	0	-53.76289	0.161354	0.173628	0.182517	0.291975	0.0438349	0.075029	2.30742	2.11091	0.308003
600000	-52.91276	0	-52.91276	0.197917	0.0898204	0.376883	0.224972	0.0491226	0.158151	1.4843	2.04747	0.739724
610000	-52.01743	0	-52.01743	0.146546	0.190405	0.300085	0.427848	0.0858938	0.0800914	3.5933	2.01673	0.825282
620000	-48.36448	0	-48.36448	0.281228	0.155162	0.296551	0.444946	0.212054	0.075586	3.34382	1.49611	1.66532
630000	-48.67818	0	-48.67818	0.136512	0.151022	0.196172	0.311365	0.131727	0.0868095	1.79112	2.98373	1.02351
640000	-42.99602	0	-42.99602	0.1588	0.13681	0.190897	0.323071	0.105472	0.136603	2.79284	3.4485	0.459207
650000	-43.78455	0	-43.78455	0.123418	0.0579521	0.218703	0.26276	0.0576841	0.0658278	4.22455	2.8455	0.634706
660000	-37.31297	0	-37.31297	0.104199	0.171342	0.243315	0.320751	0.0731776	0.203172	3.91677	3.14338	0.69645
670000	-54.55679	0	-54.55679	0.0636021	0.129565	0.204801	0.462196	0.161198	0.0581053	2.92585	0.533062	0.315709
680000	-52.21432	0	-52.21432	0.122393	0.136889	0.325776	0.485181	0.175954	0.149298	6.02857	2.53028	0.825151
690000	-46.0467	0	-46.0467	0.213965	0.149601	0.185207	0.337662	0.09478	0.107019	2.90876	1.8096	0.599733
700000	-55.99273	0	-55.99273	0.216486	0.109585	0.310699	0.367772	0.0612492	0.151155	5.16053	2.0757	0.388596
710000	-47.0729	0	-47.0729	0.231097	0.144326	0.144269	0.416948	0.0245927	0.068977	3.77634	1.69999	0.678498
720000	-50.67979	0	-50.67979	0.079937	0.104131	0.466835	0.575519	0.0798552	0.0838881	3.11052	2.37681	0.442009
730000	-52.09752	0	-52.09752	0.0997522	0.0944934	0.177117	0.387717	0.118106	0.192878	1.23045	2.33124	0.963168
740000	-57.80624	0	-57.80624	0.0727144	0.114244	0.186251	0.287479	0.108376	0.0828197	2.79253	0.729616	0.27419
750000	-47.81055	0	-47.81055	0.188699	0.10263	0.212207	0.196295	0.180942	0.166467	3.30022	2.26533	0.655108
760000	-41.09801	0	-41.09801	0.0832158	0.168289	0.294324	0.439128	0.0760275	0.11266	2.86322	2.4948	0.721063
770000	-52.48843	0	-52.48843	0.299154	0.0879993	0.765536	0.55982	0.0462546	0.128565	2.63839	0.648502	0.972886
780000	-59.69571	0	-59.69571	0.106963	0.100409	0.246927	0.337058	0.0855305	0.0679199	1.73663	0.788989	0.558481
790000	-52.29052	0	-52.29052	0.114768	0.116149	0.426892	0.500893	0.0364553	0.116364	2.49103	1.5007	0.519111
800000	-59.57512	0	-59.57512	0.196583	0.089497	0.152912	0.430238	0.0813624	0.0698703	1.31624	1.91717	0.671682
810000	-49.92085	0	-49.92085	0.140341	0.202095	0.245248	0.267374	0.037512	0.120736	1.07966	3.77365	2.31389
820000	-52.39297	0	-52.39297	0.11254	0.166222	0.165527	0.29689	0.0962771	0.0603712	2.49023	1.87936	0.279873
830000	-50.28601	0	-50.28601	0.122529	0.121223	0.255584	0.168432	0.0562796	0.14532	3.32753	3.27706	0.75835
840000	-50.86182	0	-50.86182	0.116405	0.0682532	0.206728	0.197131	0.0854454	0.111899	9.77078	0.786327	0.282285
850000	-57.48113	0	-57.48113	0.112691	0.117918	0.190817	0.382349	0.146871	0.0667548	1.69513	1.91176	0.502949
860000	-53.28875	0	-53.28875	0.114393	0.103211	0.19132	0.226291	0.050499	0.252282	1.12159	2.35206	0.807591
870000	-50.85123	0	-50.85123	0.0577111	0.223816	0.233055	0.239988	0.129084	0.118569	2.3735	1.36383	1.43077
