Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-69.20168	0	-69.20168	0.138454	0.126548	0.152498	0.258329	0.0407388	0.0690867	0.0903014	0.959988	1.89242
10000	-24.04825	0	-24.04825	0.11995	0.344282	0.15772	0.146172	0.156731	0.0558718	0.740373	2.59111	1.77885
20000	-33.19779	0	-33.19779	0.074687	0.116991	0.185699	0.134766	0.196215	0.0672734	2.16708	1.39341	0.157566
30000	-26.38015	0	-26.38015	0.197102	0.0582863	0.312475	0.230049	0.0740589	0.1363	0.496568	1.45739	2.05611
40000	-33.39741	0	-33.39741	0.208016	0.218771	0.0972751	0.293861	0.170493	0.098785	1.03391	1.32609	1.24704
50000	-29.70279	0	-29.70279	0.127804	0.207615	0.257642	0.114777	0.224826	0.0695318	1.8184	1.68558	0.486028
60000	-29.15423	0	-29.15423	0.109669	0.173722	0.24303	0.120791	0.290388	0.356239	1.49968	2.35843	0.30554
70000	-26.12585	0	-26.12585	0.129186	0.0872441	0.172307	0.281319	0.0944236	0.149253	0.847641	1.99265	1.38025
80000	-25.17068	0	-25.17068	0.087955	0.200675	0.258212	0.182658	0.161768	0.236781	0.654915	2.27048	1.83792
90000	-34.32464	0	-34.32464	0.121349	0.165268	0.106534	0.0367543	0.0579269	0.0936956	1.53942	0.718885	1.02784
100000	-29.65848	0	-29.65848	0.0928587	0.126105	0.483215	0.340996	0.415379	0.0784914	4.15792	2.00098	0.752942
110000	-37.89958	0	-37.89958	0.318138	0.0583764	0.164425	0.155236	0.186518	0.194117	2.22493	0.692853	0.297599
120000	-27.78501	0	-27.78501	0.0826797	0.115071	0.200268	0.136977	0.147957	0.191954	2.79917	3.88325	0.150776
130000	-26.79817	0	-26.79817	0.160159	0.205513	0.317831	0.202536	0.15321	0.120418	0.228231	2.16959	1.69783
140000	-30.69903	0	-30.69903	0.0991015	0.183534	0.38	0.150581	0.31457	0.112704	2.71078	4.24422	0.937737
150000	-27.8883	0	-27.8883	0.129856	0.109033	0.233051	0.224527	0.337406	0.115549	2.03003	2.47994	0.581071
160000	-37.32778	0	-37.32778	0.158347	0.175296	0.200991	0.108953	0.0749451	0.0563344	1.20691	1.80527	1.38782
170000	-29.9918	0	-29.9918	0.0775084	0.099075	0.357345	0.148498	0.216156	0.11475	2.67843	3.0999	0.730073
180000	-23.76932	0	-23.76932	0.113965	0.139888	0.206191	0.115819	0.307207	0.121044	0.745583	2.83474	2.07209
190000	-32.63015	0	-32.63015	0.422944	0.213595	0.254194	0.160489	0.266613	0.15453	4.4836	3.04409	0.766304
200000	-26.62275	0	-26.62275	0.100776	0.179206	0.139638	0.120463	0.101221	0.227076	1.21735	2.97384	0.353278
210000	-28.58859	0	-28.58859	0.131354	0.0866575	0.0943115	0.162372	0.0858891	0.136967	4.62111	1.72554	1.45862
220000	-31.06822	0	-31.06822	0.0854947	0.208722	0.295141	0.101329	0.149363	0.165563	1.3518	1.2487	2.17966
230000	-31.04501	0	-31.04501	0.0955024	0.110464	0.154892	0.122297	0.136273	0.136581	2.69806	1.65458	0.339405
240000	-27.02277	0	-27.02277	0.0983747	0.0897083	0.466917	0.226481	0.260185	0.087768	3.0492	1.24559	3.23635
250000	-40.30892	0	-40.30892	0.0732138	0.0947368	0.102179	0.0824529	0.191466	0.03996	2.03863	1.00791	0.916482
260000	-23.60993	0	-23.60993	0.0718157	0.118071	0.350646	0.14511	0.246318	0.0744713	2.30962	3.16567	1.34397
270000	-29.62927	0	-29.62927	0.0496786	0.227278	0.117714	0.205483	0.0761022	0.151973	3.68201	1.26831	1.04619
280000	-31.28534	0	-31.28534	0.115577	0.215746	0.197872	0.100368	0.195221	0.200926	0.534098	1.73169	0.221778
290000	-30.66439	0	-30.66439	0.0787212	0.0627417	0.160616	0.223777	0.156672	0.0926211	0.397944	1.61745	1.22236
300000	-31.70232	0	-31.70232	0.198043	0.0685295	0.151052	0.305403	0.164285	0.144786	2.70056	2.12762	1.17226
310000	-36.10756	0	-36.10756	0.0924168	0.0848515	0.2844	0.457554	0.106401	0.109686	1.27468	1.37076	1.14343
320000	-31.10485	0	-31.10485	0.232155	0.12352	0.206478	0.212117	0.25108	0.203809	0.141423	1.24253	2.89296
330000	-38.19625	0	-38.19625	0.0969146	0.221357	0.168505	0.26407	0.127993	0.134569	0.466665	1.73248	0.283946
340000	-27.73128	0	-27.73128	0.049105	0.0873976	0.290194	0.234016	0.196279	0.0648776	3.06713	3.47275	0.485397
350000	-26.01074	0	-26.01074	0.0901285	0.081025	0.132073	0.219881	0.151107	0.096384	1.34297	3.59193	0.709876
360000	-28.88277	0	-28.88277	0.165473	0.0701184	0.171464	0.176439	0.0855167	0.120811	1.36532	0.860869	1.69035
370000	-23.86058	0	-23.86058	0.0809999	0.168114	0.2559	0.39962	0.308365	0.137239	1.72231	5.25625	1.37197
380000	-33.7651	0	-33.7651	0.0761545	0.0335353	0.237169	0.154251	0.148058	0.329166	0.297591	2.13936	0.369473
390000	-22.68386	0	-22.68386	0.120453	0.0520829	0.201154	0.267458	0.168079	0.115054	3.08446	1.12434	2.88549
400000	-32.29471	0	-32.29471	0.0762278	0.135742	0.214414	0.353927	0.162972	0.144526	1.82374	0.979762	0.660065
410000	-32.13498	0	-32.13498	0.198975	0.0836529	0.228922	0.156564	0.158645	0.135012	1.43853	1.11398	0.236434
420000	-24.02384	0	-24.02384	0.0968112	0.06785	0.224926	0.115222	0.10977	0.0462884	2.45798	1.68343	1.52385
430000	-30.72833	0	-30.72833	0.14861	0.17966	0.262024	0.0997424	0.175737	0.138565	1.11633	1.65864	0.590352
440000	-41.38188	0	-41.38188	0.175276	0.131158	0.170279	0.140925	0.158047	0.207302	1.04876	2.20329	0.172925
