Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-60.61645	0	-60.61645	0.0631094	0.304146	0.213301	0.226686	0.0922522	0.10841	2.08988	1.9031	1.05323
10000	-37.7062	0	-37.7062	0.129802	0.50339	0.151894	0.370237	0.190403	0.132467	0.479286	1.19426	2.23916
20000	-31.5943	0	-31.5943	0.207562	0.182066	0.074266	0.244289	0.0657764	0.108841	0.521458	2.71293	1.89704
30000	-33.81841	0	-33.81841	0.156453	0.210536	0.149021	0.216116	0.141346	0.100781	1.35948	3.65626	0.678478
40000	-38.15968	0	-38.15968	0.117984	0.453734	0.108144	0.822903	0.394704	0.136553	1.61779	4.48141	0.256164
50000	-31.74265	0	-31.74265	0.094619	0.440512	0.0855849	0.230493	0.138506	0.142451	0.382869	1.47067	0.0125792
60000	-37.64445	0	-37.64445	0.135531	0.572319	0.122763	0.344425	0.150176	0.283934	0.355863	1.29242	1.64205
70000	-38.69032	0	-38.69032	0.0943504	0.334298	0.166571	0.257252	0.185085	0.163694	0.948261	1.05376	0.5796
80000	-32.3892	0	-32.3892	0.239395	0.163266	0.108274	0.132423	0.084986	0.128945	0.408156	0.700517	0.437183
90000	-36.64933	0	-36.64933	0.132388	0.290227	0.101284	0.282906	0.17463	0.143635	0.183396	0.325311	0.211114
100000	-29.66443	0	-29.66443	0.125776	0.164103	0.177473	0.301015	0.0741275	0.150933	1.13601	2.45965	0.811073
110000	-32.2283	0	-32.2283	0.138278	0.123185	0.174371	0.148826	0.154594	0.121553	1.12808	1.64791	0.844085
120000	-24.35499	0	-24.35499	0.130452	0.145465	0.0669452	0.215278	0.111921	0.0696446	1.53574	2.35409	0.101617
130000	-36.34856	0	-36.34856	0.0666993	0.207227	0.0921288	0.259477	0.0977849	0.160975	0.282614	0.726868	0.158084
140000	-43.79747	0	-43.79747	0.319599	0.309623	0.0491106	0.291477	0.278603	0.184512	0.100812	0.637512	2.50869
150000	-31.8916	0	-31.8916	0.157618	0.305961	0.174873	0.225916	0.174701	0.174996	0.569784	0.924664	0.715478
160000	-50.82575	0	-50.82575	0.106946	0.56711	0.139258	0.360698	0.255385	0.178346	0.439967	0.866086	0.106873
170000	-35.57855	0	-35.57855	0.168517	0.317861	0.0802731	0.248183	0.0966975	0.108808	0.222733	1.12304	0.613374
180000	-32.2024	0	-32.2024	0.214878	0.407469	0.0423411	0.224827	0.132271	0.122116	1.24052	1.31705	0.0633822
190000	-33.56057	0	-33.56057	0.14653	0.215484	0.0893975	0.166667	0.0763136	0.0724389	0.567616	1.34981	0.133982
200000	-34.92025	0	-34.92025	0.194147	0.271342	0.0546055	0.307791	0.111609	0.0426411	1.06015	0.767582	0.234237
210000	-30.8834	0	-30.8834	0.21767	0.378389	0.0733127	0.253925	0.100038	0.365282	2.61361	0.691686	0.213254
220000	-33.08675	0	-33.08675	0.197067	0.286397	0.0841012	0.206126	0.171303	0.0831023	0.421242	1.50294	0.572914
