Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-45.24162	0	-45.24162	0.151224	0.197766	0.100427	0.0833045	0.0829001	0.207236	0.640063	0.853104	2.32444
10000	-30.27727	0	-30.27727	0.11369	0.298402	0.139883	0.278082	0.0982434	0.107823	1.1346	0.870729	1.58405
20000	-24.50365	0	-24.50365	0.0813075	0.156866	0.167292	0.268307	0.119315	0.0809155	2.68032	1.30486	0.0145099
30000	-30.77032	0	-30.77032	0.0498573	0.350079	0.174812	0.219805	0.0986619	0.234083	1.28056	1.07802	0.417641
40000	-40.23814	0	-40.23814	0.10638	0.132362	0.167784	0.322247	0.087047	0.155719	2.88713	0.643361	0.0451737
50000	-30.16945	0	-30.16945	0.037249	0.128915	0.267477	0.252166	0.0673465	0.104715	1.15931	0.752197	1.46475
60000	-30.90921	0	-30.90921	0.0442956	0.15965	0.13197	0.304564	0.0463773	0.308979	1.74413	0.981041	2.80966
70000	-23.87813	0	-23.87813	0.0617338	0.418709	0.125704	0.569747	0.0885359	0.148185	2.29463	1.80657	0.632085
80000	-22.06397	0	-22.06397	0.130416	0.327978	0.300278	0.464922	0.112314	0.0776846	2.22658	1.37664	1.53888
90000	-25.97109	0	-25.97109	0.111484	0.255288	0.172213	0.243346	0.0822044	0.123373	3.52376	0.993494	5.44339
100000	-25.97701	0	-25.97701	0.0807634	0.401303	0.525496	0.336472	0.0613007	0.183907	2.69292	2.4929	1.05028
110000	-28.93416	0	-28.93416	0.0544669	0.217156	0.180476	0.400971	0.0540557	0.121202	2.18841	1.36398	2.53036
120000	-19.80235	0	-19.80235	0.139344	0.376714	0.127974	0.234459	0.0449972	0.200286	3.00295	1.46651	0.312795
130000	-41.91952	0	-41.91952	0.0716842	0.135659	0.685738	0.358077	0.0898555	0.190212	1.69506	0.380014	0.270792
140000	-26.42057	0	-26.42057	0.0528672	0.537508	0.207311	0.184309	0.0359217	0.13506	3.80352	0.860557	0.942216
150000	-32.09835	0	-32.09835	0.0601392	0.530721	0.160626	0.186214	0.131235	0.235683	0.738024	1.02711	0.469244
160000	-24.28641	0	-24.28641	0.101725	0.160024	0.10608	0.215529	0.125264	0.147322	2.86505	3.25343	0.747168
170000	-30.40852	0	-30.40852	0.14586	0.204529	0.155222	0.233759	0.178808	0.0773769	2.78203	2.50284	0.93589
180000	-17.76978	0	-17.76978	0.0940162	0.226069	0.107413	0.294359	0.110923	0.120882	3.96494	0.815096	0.485097
190000	-29.28424	0	-29.28424	0.0573912	0.525822	0.0839302	0.243858	0.0561701	0.186982	1.14435	1.15659	0.833228
200000	-23.21856	0	-23.21856	0.099278	0.164008	0.0932455	0.307507	0.200638	0.120374	2.38022	1.19089	0.0750114
210000	-29.19203	0	-29.19203	0.102899	0.381263	0.0693269	0.237779	0.0724262	0.106447	1.28413	2.14858	2.19007
220000	-26.01986	0	-26.01986	0.101202	0.375465	0.25424	0.336467	0.19732	0.158232	2.49766	2.26179	0.300631
230000	-24.73534	0	-24.73534	0.141055	0.31405	0.089285	0.149396	0.141669	0.0723427	2.82669	0.726344	0.225609
240000	-25.94493	0	-25.94493	0.311129	0.31611	0.102428	0.232696	0.146308	0.160353	2.2896	1.64885	0.767128
250000	-27.36102	0	-27.36102	0.0428454	0.134245	0.143448	0.250645	0.0614276	0.109269	1.37853	1.18341	0.877953
260000	-19.26042	0	-19.26042	0.214531	0.125851	0.215912	0.360872	0.190635	0.182801	3.55633	2.24547	0.162132
270000	-22.79537	0	-22.79537	0.141252	0.310266	0.150859	0.22207	0.0700697	0.19695	1.67387	2.30264	2.02418
280000	-30.1208	0	-30.1208	0.116964	0.515286	0.23359	0.280922	0.0872727	0.302216	2.72345	0.731415	0.10047
290000	-24.41153	0	-24.41153	0.110607	0.216222	0.096831	0.256978	0.139579	0.110376	2.8658	1.13207	0.118962
300000	-43.5763	0	-43.5763	0.11593	0.29289	0.245549	0.175949	0.0343092	0.0814479	0.9207	0.134733	0.178733
310000	-28.85051	0	-28.85051	0.124001	0.613871	0.0570832	0.257589	0.0779991	0.164719	1.82007	0.558745	1.35382
320000	-29.74612	0	-29.74612	0.167186	0.490663	0.145786	0.168711	0.126304	0.0988217	2.25889	0.889305	0.191436
330000	-31.20913	0	-31.20913	0.0409314	0.273902	0.265092	0.273038	0.134167	0.0853748	1.46466	0.807568	0.451724
340000	-29.19254	0	-29.19254	0.0893152	0.306888	0.189169	0.159764	0.0887784	0.156989	2.63032	0.802543	0.963331
350000	-35.01474	0	-35.01474	0.0865847	0.3062	0.0791672	0.182811	0.0857525	0.187775	3.08125	0.553239	2.17095
360000	-24.55834	0	-24.55834	0.0537108	0.266847	0.162103	0.298502	0.0375461	0.188755	2.52508	0.381289	0.0483416
370000	-22.02876	0	-22.02876	0.158301	0.28704	0.087029	0.150608	0.0638067	0.0783427	1.71889	1.35554	0.314496
380000	-26.63478	0	-26.63478	0.104596	0.141257	0.185589	0.127552	0.125264	0.142285	0.992272	0.993202	0.0313739
390000	-30.3181	0	-30.3181	0.182328	0.161664	0.110263	0.343532	0.164209	0.150652	3.9746	1.40903	0.0261612
400000	-23.06133	0	-23.06133	0.140366	0.162102	0.0956893	0.137045	0.08635	0.371733	2.44127	1.21675	0.388483
410000	-27.23365	0	-27.23365	0.108336	0.199213	0.202747	0.249966	0.0709102	0.0885541	1.20638	1.53261	0.954321
420000	-33.46345	0	-33.46345	0.148328	0.382098	0.134789	0.27331	0.239206	0.133659	0.716408	1.65931	0.631377
430000	-27.52054	0	-27.52054	0.132835	0.394883	0.0969287	0.163729	0.0781908	0.220305	2.34426	0.576687	0.048265
440000	-27.05385	0	-27.05385	0.0982212	0.234428	0.114452	0.232354	0.0397412	0.261983	4.14493	0.975563	1.3596
450000	-26.74494	0	-26.74494	0.0889832	0.137897	0.0579933	0.267877	0.0823976	0.238492	2.26698	0.690437	0.481046
460000	-27.51822	0	-27.51822	0.138032	0.286007	0.193102	0.504847	0.117433	0.195229	2.5843	1.46612	0.0269142
470000	-23.6741	0	-23.6741	0.124696	0.460098	0.104046	0.162328	0.110092	0.167028	1.50221	2.02157	0.688372
480000	-31.35063	0	-31.35063	0.124743	0.334474	0.155292	0.275607	0.126333	0.18934	1.92511	0.864034	3.09541
490000	-28.41191	0	-28.41191	0.088456	0.325427	0.122688	0.185126	0.10794	0.0461734	1.20205	2.59091	1.20112
500000	-21.15273	0	-21.15273	0.102712	0.202306	0.129134	0.204994	0.115018	0.0723896	1.78112	1.44297	0.0867639
510000	-33.42185	0	-33.42185	0.0827787	0.249131	0.412129	0.266416	0.207455	0.365553	1.30588	0.7906	0.614918
520000	-30.53672	0	-30.53672	0.211009	0.140781	0.116186	0.118137	0.16136	0.317649	1.92092	1.65264	0.038066
530000	-25.1978	0	-25.1978	0.0391636	0.204561	0.0922759	0.243993	0.152553	0.117067	1.09592	1.72557	0.340555
540000	-29.09416	0	-29.09416	0.0946347	0.300274	0.27781	0.18925	0.135448	0.124561	1.65864	1.46977	0.63671
550000	-31.22015	0	-31.22015	0.116981	0.218776	0.208788	0.304781	0.247821	0.122943	2.07901	1.67433	1.32403
560000	-25.70142	0	-25.70142	0.129295	0.285268	0.0890435	0.192304	0.0517123	0.0572656	1.21615	1.55781	0.191365
570000	-24.3861	0	-24.3861	0.17005	0.28131	0.185728	0.281434	0.090033	0.0757867	1.09763	1.50591	2.93956
580000	-31.61064	0	-31.61064	0.0530016	0.255548	0.410804	0.232919	0.0932405	0.109483	2.85328	0.429824	0.0575334
590000	-25.23467	0	-25.23467	0.0655326	0.256657	0.230109	0.246397	0.0969272	0.142136	2.07887	0.532059	0.151722
600000	-28.69852	0	-28.69852	0.223931	0.301548	0.212317	0.262126	0.112231	0.0991609	1.68499	0.827642	1.29638
610000	-24.14545	0	-24.14545	0.081898	0.198352	0.240553	0.131206	0.0923679	0.351341	3.73458	0.902534	0.213708
620000	-26.04517	0	-26.04517	0.0407933	0.423019	0.0518179	0.17442	0.19444	0.138718	2.91625	1.06765	4.47811
630000	-32.52779	0	-32.52779	0.0764935	0.205236	0.196167	0.295649	0.203206	0.248549	1.72759	1.77113	3.84771
640000	-30.70774	0	-30.70774	0.0767093	0.261393	0.0679997	0.137791	0.0508919	0.225471	2.1293	0.486883	1.20675
650000	-28.83183	0	-28.83183	0.199909	0.202855	0.178618	0.188671	0.0894569	0.206878	1.50286	0.734478	0.112135
660000	-30.06533	0	-30.06533	0.0586116	0.332255	0.418806	0.149994	0.190352	0.086895	1.40276	0.881284	2.17167
670000	-28.58548	0	-28.58548	0.203838	0.256555	0.321168	0.278324	0.0469138	0.0819974	1.55091	2.38432	1.86961
680000	-30.97882	0	-30.97882	0.155191	0.200119	0.308852	0.284219	0.144673	0.125057	1.21001	1.02706	0.756858
690000	-27.78119	0	-27.78119	0.0531565	0.313881	0.131056	0.313918	0.110766	0.189508	2.91543	1.59434	1.55925
700000	-33.91722	0	-33.91722	0.0533936	0.366354	0.177898	0.124399	0.0747963	0.311329	1.68612	2.1595	1.20188
710000	-26.05188	0	-26.05188	0.134769	0.346777	0.149571	0.22043	0.0786914	0.176386	2.55806	1.57407	0.895525
720000	-29.22746	0	-29.22746	0.0610323	0.193348	0.164561	0.172227	0.109551	0.173161	2.42602	0.745775	0.124975
730000	-26.15716	0	-26.15716	0.110725	0.27396	0.168083	0.183351	0.177804	0.188574	1.05382	2.64076	0.354321
740000	-27.16281	0	-27.16281	0.109519	0.37705	0.21782	0.180048	0.14021	0.134069	1.95035	0.640274	1.22967
750000	-21.85669	0	-21.85669	0.0785686	0.307124	0.068844	0.322503	0.123303	0.0704107	1.54871	1.17259	0.112455
760000	-26.24339	0	-26.24339	0.0787503	0.448615	0.148805	0.354986	0.117297	0.0489781	1.21829	0.835395	1.05067
770000	-37.33541	0	-37.33541	0.111982	0.20925	0.40836	0.27665	0.166424	0.206509	2.20957	0.730478	0.83637
780000	-30.1982	0	-30.1982	0.104132	0.266953	0.144629	0.283986	0.0452546	0.0925948	1.33162	0.797642	0.475298
790000	-25.84506	0	-25.84506	0.269221	0.212557	0.228142	0.216242	0.214085	0.0954244	3.19134	1.10797	0.0199511
800000	-24.96013	0	-24.96013	0.0602943	0.458238	0.144531	0.214625	0.12465	0.236777	1.95415	3.64892	1.61055
810000	-25.9369	0	-25.9369	0.113417	0.220668	0.0276894	0.227768	0.163112	0.246099	2.30292	2.66574	0.671978
820000	-24.92756	0	-24.92756	0.146105	0.370954	0.0612745	0.247174	0.172199	0.0649793	2.30344	1.13622	0.12165
830000	-17.4971	0	-17.4971	0.170474	0.10082	0.291055	0.231505	0.0838984	0.138936	4.33905	2.29895	0.0792133
840000	-26.32155	0	-26.32155	0.0594984	0.201365	0.113537	0.176575	0.08529	0.041373	3.25199	0.967326	0.34593
850000	-28.62959	0	-28.62959	0.130124	0.249809	0.0636238	0.228913	0.0918833	0.0511447	1.76157	1.01653	0.887298
860000	-28.40334	0	-28.40334	0.111599	0.526596	0.196972	0.248965	0.095007	0.082838	3.16256	1.69111	1.00299
870000	-28.42399	0	-28.42399	0.0803369	0.310803	0.228963	0.111951	0.0985824	0.204125	1.80192	0.816497	1.34249
880000	-30.9616	0	-30.9616	0.0875035	0.171762	0.326505	0.440254	0.161803	0.0747353	1.27256	1.32598	0.538623
890000	-32.18725	0	-32.18725	0.144662	0.0839471	0.156265	0.178286	0.199004	0.186805	2.23543	0.409228	0.276624
900000	-24.97053	0	-24.97053	0.112617	0.225419	0.125575	0.198784	0.0713646	0.079879	1.41394	1.59	1.09551
910000	-27.57743	0	-27.57743	0.11615	0.256847	0.158108	0.255789	0.0376042	0.104317	2.03686	0.621146	1.97903
920000	-28.53397	0	-28.53397	0.0747372	0.32933	0.0494062	0.270894	0.15698	0.113862	1.19262	1.08005	0.833835
930000	-25.48386	0	-25.48386	0.0882412	0.178057	0.0875632	0.143857	0.113051	0.146804	2.77769	1.63321	0.0336601
