Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-38.50744	0	-38.50744	0.158264	0.0662422	0.0825061	0.140267	0.254625	0.131796	0.111168	0.749088	0.72214
10000	-22.96468	0	-22.96468	0.0631128	0.106434	0.299195	0.204321	0.23711	0.378653	2.43756	0.235284	0.740489
20000	-15.27492	0	-15.27492	0.122071	0.192831	0.419484	0.28602	0.0733076	0.0797193	1.95966	0.0985883	0.621814
30000	-14.2951	0	-14.2951	0.194214	0.306432	0.128038	0.181906	0.107681	0.132685	2.27782	0.145792	1.40306
40000	-15.13524	0	-15.13524	0.0832836	0.348308	0.215071	0.179277	0.171734	0.146162	2.09686	0.0849653	2.44624
50000	-18.72863	0	-18.72863	0.152393	0.140257	0.192428	0.0989956	0.0292185	0.143529	2.15352	0.622364	0.0859512
60000	-18.06698	0	-18.06698	0.086	0.156019	0.121022	0.348014	0.280789	0.0623772	2.08845	0.658539	0.982252
70000	-17.51588	0	-17.51588	0.214469	0.126577	0.201932	0.162059	0.0939141	0.119084	1.66313	0.721241	1.33082
80000	-15.18317	0	-15.18317	0.0669776	0.106074	0.172594	0.154442	0.0919126	0.164111	1.37939	0.130997	2.26535
90000	-10.97573	0	-10.97573	0.0878282	0.140477	0.220682	0.28007	0.126092	0.153889	2.71569	0.163701	0.222929
100000	-12.16928	0	-12.16928	0.136851	0.178632	0.104888	0.233121	0.105581	0.0728292	1.43536	0.0648185	0.745261
110000	-17.05194	0	-17.05194	0.111072	0.359748	0.112729	0.189561	0.136399	0.124996	2.54491	0.15777	0.526295
120000	-14.10538	0	-14.10538	0.0401083	0.132947	0.110118	0.216905	0.120788	0.0995669	2.26251	0.10158	0.857788
130000	-22.05889	0	-22.05889	0.0851012	0.0676875	0.292801	0.158998	0.136365	0.19629	1.31894	0.118749	0.247831
140000	-14.19098	0	-14.19098	0.247211	0.141792	0.237874	0.303215	0.190503	0.213623	2.07815	0.15572	3.30733
150000	-21.37269	0	-21.37269	0.0736309	0.134178	0.141664	0.438998	0.141068	0.102792	1.38852	0.0740457	0.154535
160000	-25.21242	0	-25.21242	0.114914	0.224909	0.0947143	0.453536	0.202678	0.236677	1.77318	0.75216	0.545439
170000	-20.31828	0	-20.31828	0.102709	0.0867951	0.0670031	0.264853	0.0713966	0.0958978	1.07039	0.0857983	0.248717
180000	-24.52308	0	-24.52308	0.0313759	0.134707	0.619856	0.116989	0.0497527	0.183182	1.34305	0.0659169	1.69464
190000	-18.07476	0	-18.07476	0.0396232	0.211097	0.185322	0.0801255	0.061036	0.141572	2.7845	0.019492	1.1728
200000	-17.93484	0	-17.93484	0.299143	0.236536	0.176551	0.176377	0.159882	0.126825	2.68086	0.407948	0.985011
210000	-11.84845	0	-11.84845	0.174203	0.216855	0.594379	0.32767	0.128111	0.168622	5.60117	0.0589207	0.559757
220000	-22.02625	0	-22.02625	0.0500804	0.15336	0.235474	0.118527	0.201418	0.156267	1.10247	0.432606	1.05579
230000	-20.67526	0	-20.67526	0.148123	0.0891483	0.160873	0.202487	0.192459	0.223191	2.56704	0.582065	0.46135
240000	-11.72463	0	-11.72463	0.151974	0.218754	0.19103	0.219923	0.0904379	0.174677	2.77372	0.0334068	0.357176
250000	-14.41225	0	-14.41225	0.0868552	0.211551	0.343451	0.235665	0.103219	0.163449	1.71848	0.334278	0.159319
260000	-13.08492	0	-13.08492	0.0845524	0.0639441	0.300888	0.32807	0.0722439	0.055193	3.17705	2.96193	0.282713
270000	-18.47772	0	-18.47772	0.110773	0.133059	0.268037	0.370426	0.0946859	0.207716	2.10996	0.268195	0.309616
280000	-14.63484	0	-14.63484	0.174058	0.146451	0.0825663	0.153386	0.143299	0.175671	2.89138	1.35442	0.333578
290000	-17.53552	0	-17.53552	0.130795	0.283829	0.156056	0.314285	0.0692047	0.215926	1.7648	0.318389	0.992946
300000	-16.40386	0	-16.40386	0.0536154	0.351996	0.172767	0.240896	0.0730869	0.0849307	2.74525	0.0132505	2.35164
310000	-19.36678	0	-19.36678	0.132161	0.159338	0.183666	0.33341	0.0810372	0.110861	1.80291	0.254879	5.7107
320000	-19.59974	0	-19.59974	0.0798572	0.368813	0.134286	0.181826	0.112967	0.213112	1.76244	0.0147505	1.34182
330000	-6.970121	0	-6.970121	0.255884	0.247861	0.224188	0.26584	0.0894247	0.150185	3.4867	0.296022	1.55271
340000	-8.754374	0	-8.754374	0.12092	0.164003	0.167337	0.37722	0.0966121	0.16977	3.47239	0.182917	0.820812
350000	-12.02421	0	-12.02421	0.150125	0.164866	0.211612	0.190062	0.12302	0.110959	3.24713	0.00800134	2.09182
360000	-17.01383	0	-17.01383	0.142626	0.0991924	0.559067	0.208524	0.230232	0.119366	3.69977	0.0702443	1.03059
370000	-18.69316	0	-18.69316	0.0596046	0.129213	0.13082	0.183364	0.128007	0.0679003	1.68862	0.145992	7.1734
380000	-22.54911	0	-22.54911	0.109179	0.313454	0.194367	0.114859	0.0913066	0.0538511	2.39342	1.443	0.547181
