Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]	psi[1]	psi[2]	psi[3]
0	-82.79899	0	-82.79899	0.047624	0.170917	0.133052	0.0475501	0.0993348	0.079049	0.0212854	1.09068	2.79866
10000	-31.62667	0	-31.62667	0.0743752	0.148048	0.799348	0.138407	0.256893	0.131467	4.26105	1.18314	3.45317
20000	-37.27827	0	-37.27827	0.0653948	0.117494	0.348837	0.184177	0.293631	0.109534	0.667131	0.844649	0.843142
30000	-40.3254	0	-40.3254	0.11716	0.0637598	0.323701	0.269846	0.279654	0.253482	4.14432	1.41312	1.26691
40000	-28.8613	0	-28.8613	0.120901	0.12835	0.723795	0.293877	0.187601	0.0870949	2.0396	0.191331	1.69852
50000	-29.1871	0	-29.1871	0.0760072	0.10374	0.380807	0.435295	0.195653	0.0959935	3.39126	0.471636	3.91305
60000	-22.8848	0	-22.8848	0.150489	0.082885	0.220581	0.282003	0.303719	0.171956	1.11119	1.08345	3.25867
70000	-30.95819	0	-30.95819	0.165263	0.0633375	0.378324	0.219465	0.13685	0.111667	2.63298	1.02358	2.14451
80000	-33.77813	0	-33.77813	0.148043	0.114727	0.258349	0.219477	0.113468	0.261279	0.653447	2.84102	1.25971
90000	-27.98696	0	-27.98696	0.143698	0.0538004	0.348938	0.177914	0.213974	0.235415	4.31019	1.00773	2.65602
100000	-26.81847	0	-26.81847	0.108401	0.121159	0.523234	0.189248	0.170824	0.211034	2.17189	2.1308	1.57172
110000	-50.51524	0	-50.51524	0.0731573	0.140297	0.353062	0.299728	0.162403	0.179973	0.78804	0.286584	0.546882
120000	-26.32785	0	-26.32785	0.0642588	0.0795257	0.53463	0.173941	0.110397	0.114631	0.7049	0.739048	3.23613
130000	-32.48832	0	-32.48832	0.0482593	0.125585	0.436546	0.281009	0.210581	0.107298	4.24712	1.1854	0.988975
140000	-26.37335	0	-26.37335	0.151848	0.1243	0.600969	0.315598	0.283923	0.115179	2.8257	1.25251	2.67361
150000	-32.59399	0	-32.59399	0.100006	0.0806234	0.438918	0.397251	0.132666	0.21509	3.13146	1.82334	0.961708
160000	-31.91547	0	-31.91547	0.113287	0.15873	0.428388	0.227039	0.219424	0.0751259	1.98249	2.30638	1.46595
170000	-35.59367	0	-35.59367	0.123461	0.0954759	0.487348	0.37167	0.186223	0.100865	0.795858	0.430194	0.962503
180000	-27.70151	0	-27.70151	0.24381	0.0393667	0.407545	0.164001	0.18629	0.0820081	2.33305	0.645502	4.08729
190000	-35.97424	0	-35.97424	0.126464	0.103893	0.271897	0.230456	0.137715	0.0850366	2.54194	0.581805	0.894546
200000	-21.52049	0	-21.52049	0.0936468	0.16929	0.621027	0.234085	0.184129	0.0994785	1.13862	1.72936	6.04031
210000	-35.98825	0	-35.98825	0.0770163	0.185598	0.38597	0.165179	0.157517	0.102925	0.868576	1.03726	1.85077
220000	-39.04253	0	-39.04253	0.0631132	0.0825418	0.297204	0.189691	0.279282	0.117982	1.63354	0.35388	0.677226
230000	-33.58763	0	-33.58763	0.0951641	0.0725786	0.192365	0.42045	0.133482	0.0679658	2.17067	0.753865	1.37688
240000	-28.08116	0	-28.08116	0.144315	0.0722422	0.354915	0.131504	0.155513	0.0753223	0.638651	1.83233	4.10898
250000	-28.06816	0	-28.06816	0.0824132	0.0893988	0.442196	0.238875	0.20983	0.141237	3.914	1.63822	4.57546
260000	-32.27418	0	-32.27418	0.148682	0.0686948	0.468105	0.291593	0.082012	0.158784	2.24843	1.04575	2.44053
270000	-35.00106	0	-35.00106	0.051195	0.0653204	0.274202	0.145351	0.181493	0.098983	0.369672	0.304741	2.3064
280000	-20.99237	0	-20.99237	0.136968	0.0598538	0.285527	0.192799	0.277686	0.139559	2.04959	1.14797	4.02941
290000	-26.85179	0	-26.85179	0.0935866	0.134367	0.273414	0.155672	0.241014	0.219477	5.88168	0.790137	2.02262
300000	-45.26155	0	-45.26155	0.115975	0.0838569	0.227965	0.297076	0.166013	0.0497541	2.13446	0.204486	0.477253
310000	-27.14911	0	-27.14911	0.0838113	0.179624	0.338339	0.416363	0.1313	0.130506	1.59019	0.252903	2.27123
320000	-32.9285	0	-32.9285	0.204396	0.205973	0.356906	0.177756	0.171577	0.261381	3.22141	0.61692	0.999991
330000	-41.1063	0	-41.1063	0.16087	0.127242	0.490889	0.289673	0.400109	0.234923	1.55748	1.38022	0.718759
340000	-22.91809	0	-22.91809	0.14525	0.128943	0.413974	0.412465	0.150768	0.0911299	1.61875	0.86519	3.06242
350000	-27.28999	0	-27.28999	0.102039	0.0964522	0.354304	0.328866	0.143061	0.159531	2.65229	0.269802	3.11128
360000	-39.63271	0	-39.63271	0.0860044	0.126096	0.4084	0.282912	0.10928	0.0701767	1.16598	0.510383	1.68359
370000	-22.74395	0	-22.74395	0.0312496	0.0731982	0.391268	0.227479	0.199183	0.0459451	3.05763	1.49494	4.81812
380000	-38.8636	0	-38.8636	0.196068	0.0431368	0.264034	0.357954	0.197761	0.197484	2.95668	0.527419	1.46106
390000	-30.72491	0	-30.72491	0.0878442	0.109816	0.257137	0.196168	0.0964995	0.0876668	3.66102	0.434841	2.28987
400000	-32.55345	0	-32.55345	0.347466	0.0856925	0.321848	0.141732	0.0892286	0.219923	2.54394	0.718117	2.27189
410000	-33.61347	0	-33.61347	0.175777	0.0590342	0.475841	0.341076	0.34536	0.202036	1.58287	0.58169	2.19347
420000	-30.15377	0	-30.15377	0.139366	0.0702337	0.368733	0.125008	0.113202	0.1697	1.93708	0.697286	2.39765
430000	-28.5342	0	-28.5342	0.0551837	0.162476	0.475521	0.31518	0.219259	0.0505401	1.58475	1.23917	2.24598
440000	-32.85701	0	-32.85701	0.0915118	0.0708407	0.384656	0.134238	0.174301	0.19948	1.6495	1.00483	0.543934
450000	-28.67211	0	-28.67211	0.0610502	0.0959068	0.324525	0.146595	0.240084	0.234179	1.99764	2.54073	4.22239
460000	-33.97604	0	-33.97604	0.164942	0.0704536	0.224706	0.196117	0.188757	0.168439	1.80701	0.477928	2.22911
470000	-39.70061	0	-39.70061	0.0793368	0.107446	0.477804	0.257848	0.135515	0.227374	0.952022	0.464063	0.776734
480000	-35.68191	0	-35.68191	0.134467	0.175753	0.325948	0.209915	0.201195	0.152428	1.94972	1.53731	0.924708
490000	-20.71517	0	-20.71517	0.112704	0.0478428	0.356522	0.179785	0.268738	0.134523	0.664691	1.23534	7.13436
500000	-39.37654	0	-39.37654	0.113978	0.0437199	0.252952	0.117953	0.211746	0.145853	2.84978	0.687609	0.689659
510000	-30.3845	0	-30.3845	0.0784958	0.0670513	0.353516	0.126965	0.097605	0.138055	2.44628	0.928486	2.16505
520000	-30.78971	0	-30.78971	0.187287	0.0919625	0.185731	0.33422	0.30188	0.170631	1.06701	1.29499	2.712
530000	-24.68836	0	-24.68836	0.127036	0.0814726	0.307594	0.269475	0.211422	0.131042	3.05611	1.01632	3.30811
540000	-37.42195	0	-37.42195	0.0879677	0.103978	0.251449	0.304632	0.149077	0.652181	1.99496	5.01903	2.12168
550000	-34.98057	0	-34.98057	0.173378	0.0609739	0.434555	0.0956475	0.170349	0.186914	2.85268	1.48153	1.42407
560000	-29.77835	0	-29.77835	0.0613999	0.105322	0.187087	0.349794	0.114729	0.0501376	0.73694	1.56206	2.85426
570000	-31.72652	0	-31.72652	0.0879216	0.145528	0.490688	0.138429	0.127747	0.240658	0.752391	0.531139	2.43933
580000	-35.46157	0	-35.46157	0.0757253	0.0816632	0.194727	0.114778	0.0998593	0.0684974	0.490172	1.77466	1.65562
590000	-27.16343	0	-27.16343	0.039775	0.0806764	0.407136	0.203983	0.122904	0.187701	2.4948	1.08663	1.42584
600000	-27.55869	0	-27.55869	0.130933	0.146749	0.150229	0.228251	0.14685	0.0906652	0.798061	0.633737	5.77705
610000	-25.96224	0	-25.96224	0.110174	0.202692	0.445424	0.204646	0.133444	0.207924	1.84442	0.64598	4.09289
620000	-34.64429	0	-34.64429	0.222642	0.0681562	0.392165	0.391954	0.201262	0.0757649	0.547789	0.381043	1.7522
630000	-28.3692	0	-28.3692	0.26393	0.187029	0.326579	0.257406	0.148103	0.219257	2.23603	0.53346	3.13907
640000	-42.73918	0	-42.73918	0.117618	0.192431	0.196488	0.309365	0.194629	0.0922342	2.2025	0.416393	0.66284
650000	-33.18252	0	-33.18252	0.0618698	0.147045	0.399415	0.384194	0.195394	0.115795	1.07716	2.86721	1.4705
660000	-32.06375	0	-32.06375	0.0666278	0.0872061	0.397387	0.35278	0.127691	0.128342	2.14173	1.04195	1.60527
670000	-28.37443	0	-28.37443	0.0633439	0.101186	0.439442	0.168995	0.124386	0.157866	1.25038	1.07109	2.25218
680000	-31.60726	0	-31.60726	0.202454	0.181994	0.329833	0.230509	0.214726	0.0804912	2.69306	1.55261	2.45829
690000	-33.82198	0	-33.82198	0.117923	0.219159	0.262237	0.245376	0.246808	0.167955	0.285275	0.87772	2.11735
700000	-30.19139	0	-30.19139	0.136572	0.193902	0.330505	0.185171	0.243301	0.0875125	3.96002	1.60536	1.31984
710000	-27.27787	0	-27.27787	0.0827962	0.183568	0.603804	0.229988	0.437454	0.0892907	1.42638	0.777808	2.94655
720000	-34.98449	0	-34.98449	0.172637	0.101296	0.430077	0.155233	0.194565	0.150628	4.05887	1.45761	0.886808
730000	-42.82201	0	-42.82201	0.105798	0.0650475	0.336205	0.255312	0.150153	0.131013	4.11088	0.382212	0.967426
740000	-43.23549	0	-43.23549	0.0761793	0.0425961	0.21218	0.244916	0.246844	0.132895	8.30738	2.13094	1.27574
750000	-31.31753	0	-31.31753	0.247679	0.0715845	0.263928	0.171356	0.268467	0.0705386	2.30685	1.03922	1.18622
