taxon	int_1	int_2
t3	0	1
t4	0	1
t5	1	1
t10	1	0
t11	1	0
t14	1	0
t15	1	0
t17	1	0
t18	0	1
t19	1	1
t21	0	1
t24	1	1
t25	0	1
t28	0	1
t29	1	0
t30	1	0
t31	0	1
t32	1	0
t36	1	0
t37	0	1
t41	1	0
t43	1	0
t49	1	0
t51	1	0
t55	0	1
t57	1	0
t58	1	0
t59	1	0
t61	1	0
t62	1	0
t65	0	1
t67	1	0
t68	1	0
t69	1	0
t73	1	0
t74	1	1
t76	1	0
t79	1	0
t80	1	0
t82	1	0
t83	1	0
t86	1	0
t87	1	0
t90	1	0
t91	1	0
t93	0	1
t99	1	0
t100	1	0
t103	1	0
t104	1	0
t111	1	0
t112	1	0
t119	1	0
t123	1	0
t126	1	0
t130	1	0
t138	0	1
t141	0	1
t142	1	0
t145	1	0
t149	1	0
t152	1	0
t154	1	0
t156	1	0
t158	1	0
t159	1	0
t163	1	0
t165	1	0
t173	1	0
t176	1	0
t180	1	0
t184	1	0
t187	1	0
t189	1	0
t191	1	0
t195	1	0
t196	1	0
t201	1	0
t204	1	0
t205	1	0
t206	1	0
t211	1	0
t213	1	0
t214	1	0
t219	0	1
t220	1	0
t221	1	0
t223	1	0
t227	1	0
t228	1	0
t231	1	0
t232	1	0
t240	1	0
t242	1	0
t244	1	0
t257	1	0
t260	1	0
t261	1	0
t262	1	0
t267	1	0
t272	1	0
t274	1	0
t275	1	0
t276	1	0
t278	1	0
t280	1	0
t292	1	0
t295	1	0
t298	1	0
t304	1	0
t307	1	0
t312	1	0
t315	1	0
t316	1	0
t317	1	0
t319	1	0
t320	1	0
t323	1	0
t327	1	0
t331	1	0
t332	1	0
t334	1	0
t336	1	0
t339	1	0
t344	1	0
t348	1	0
t349	1	0
t352	1	0
t356	1	0
t362	1	0
t365	1	0
t366	1	0
t367	1	0
t372	1	0
t373	1	0
t392	1	0
t393	1	0
t394	1	0
t396	1	0
t399	1	0
t400	1	0
t401	1	0
t406	1	0
t419	1	0
t427	1	0
t429	1	0
t431	1	0
t440	1	0
t442	1	0
t446	1	0
t447	1	0
t450	1	0
t452	1	0
t453	1	0
t469	1	0
t472	1	0
t486	1	0
t492	1	0
t495	1	0
t502	1	0
t510	1	0
t511	1	0
t514	1	0
t516	1	0
t517	1	0
t518	1	0
t524	1	0
t529	1	0
t532	1	0
t534	1	0
t538	1	0
t543	1	0
t545	1	0
t563	1	0
t564	1	0
t565	1	0
t573	1	0
t574	1	0
t587	1	0
t597	1	0
t604	1	0
t610	1	0
t617	1	0
t621	1	0
t627	1	0
t638	1	0
t642	1	0
t650	1	0
t653	1	0
t661	1	0
t671	1	0
t674	1	0
t676	1	0
t677	1	0
t683	1	0
t684	1	0
t691	1	0
t692	1	0
t697	1	0
t700	1	0
t703	1	0
t706	1	0
t711	1	0
t720	1	0
t728	1	0
t732	1	0
t734	1	0
t740	1	0
t745	1	0
t746	1	0
t747	1	0
t752	1	0
t759	1	0
t763	1	0
t766	1	0
t768	1	0
t774	1	0
t780	1	0
t783	1	0
t788	1	0
t800	1	0
t806	1	0
t819	1	0
t822	1	0
t823	1	0
t825	1	0
t828	1	0
t831	1	0
t842	1	0
t849	1	0
t888	1	0
t904	1	0
t905	1	0
t910	1	0
t914	1	0
t919	1	0
t925	1	0
t929	1	0
t931	1	0
t935	1	0
t936	1	0
t940	1	0
t942	1	0
t948	1	0
t950	1	0
t971	1	0
t972	1	0
t994	1	0
t1001	1	0
t1006	1	0
t1019	1	0
t1026	1	0
t1030	1	0
t1032	1	0
t1037	1	0
t1040	1	0
t1043	1	0
t1044	1	0
t1048	1	0
t1050	1	0
t1056	1	0
t1062	1	0
t1064	1	0
t1068	1	0
t1073	1	0
t1077	1	0
t1078	1	0
t1086	1	0
t1088	1	0
t1095	1	0
t1097	1	0
t1102	1	0
t1104	1	0
t1114	1	0
t1117	1	0
t1119	1	0
t1121	1	0
t1127	1	0
t1134	1	0
t1135	1	0
t1140	1	0
t1147	1	0
