taxon	int_1	int_2
t1	1	0
t2	1	1
t3	0	1
t4	1	1
t8	1	1
t9	0	1
t10	1	1
t11	1	1
t12	1	0
t15	0	1
t16	1	0
t17	0	1
t18	0	1
t19	1	0
t20	1	0
t21	1	1
t25	1	1
t26	0	1
t27	1	1
t31	1	0
t32	1	0
t33	1	0
t35	1	0
t37	1	0
t38	1	0
t39	1	0
t40	1	0
t41	0	1
t43	1	0
t44	1	1
t45	1	0
t46	1	0
t47	1	0
t48	1	0
t51	1	0
t52	1	0
t56	1	0
t58	1	0
t59	1	0
t60	1	0
t61	1	1
t62	1	0
t64	1	1
t67	1	0
t68	1	0
t69	1	0
t73	1	0
t74	1	0
t77	1	0
t79	1	0
t80	1	0
t82	1	0
t83	1	0
t86	1	1
t93	1	0
t94	1	0
t97	1	0
t98	1	0
t99	1	0
t100	1	0
t103	1	0
t105	1	0
t109	1	0
t111	1	0
t112	1	0
t114	1	0
t118	1	0
t122	1	0
t124	1	0
t126	1	0
t130	1	0
t133	1	0
t139	1	0
t140	1	0
t142	1	0
t145	1	0
t146	1	0
t148	1	0
t149	1	0
t150	1	0
t154	1	0
t155	1	0
t156	1	0
t159	1	0
t164	1	0
t165	1	0
t169	1	0
t170	1	0
t171	1	0
t176	1	0
t179	1	0
t180	1	0
t182	1	0
t185	1	1
t186	0	1
t187	1	0
t190	1	0
t193	1	0
t194	1	0
t196	1	0
t198	1	0
t201	1	0
t202	1	0
t204	1	0
t206	1	0
t210	1	0
t212	1	0
t215	1	0
t217	1	0
t218	1	0
t220	1	0
t221	1	0
t224	1	0
t229	1	0
t233	1	0
t234	1	0
t238	1	0
t239	1	0
t240	1	0
t241	1	0
t243	1	0
t244	1	0
t245	1	0
t248	1	0
t249	1	0
t250	1	0
t253	1	0
t256	1	0
t257	1	0
t260	1	0
t261	1	0
t262	1	0
t264	1	0
t265	1	0
t268	1	0
t269	1	0
t273	1	0
t274	1	0
t280	1	0
t284	1	0
t286	1	0
t287	1	0
t289	1	0
t291	1	0
t292	1	0
t293	1	0
t296	1	0
t297	1	0
t303	1	0
t305	1	0
t306	1	0
t308	1	0
t311	1	0
t314	1	0
t315	1	0
t320	1	0
t322	1	0
t323	1	0
t327	1	0
t328	1	0
t329	1	0
t332	1	0
t335	1	0
t336	1	0
t337	1	0
t342	1	0
t348	1	0
t351	1	0
t352	1	0
t353	1	0
t354	1	0
t356	1	0
t357	1	0
t358	1	0
t359	1	0
t364	1	0
t370	1	0
t372	1	0
t374	1	0
t380	1	0
t381	1	0
t388	1	0
