Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-41.40874	0	-41.40874	0.114352	0.141424	0.183489	0.12102	0.038514	0.133157
10000	-29.98495	0	-29.98495	0.131467	0.243869	0.0872685	0.22044	0.110381	0.103836
20000	-22.32093	0	-22.32093	0.0885857	0.218834	0.287578	0.189553	0.128137	0.27718
30000	-26.77871	0	-26.77871	0.0580225	0.270442	0.125413	0.231283	0.195631	0.134338
40000	-33.40908	0	-33.40908	0.144372	0.188181	0.247745	0.0567339	0.331842	0.212918
50000	-31.39057	0	-31.39057	0.135112	0.0809536	0.290694	0.261519	0.318591	0.222135
60000	-25.24149	0	-25.24149	0.225864	0.13937	0.188294	0.234546	0.0715936	0.217622
70000	-31.23391	0	-31.23391	0.0835807	0.326204	0.138635	0.478226	0.0519092	0.209963
80000	-22.56871	0	-22.56871	0.144016	0.178968	0.122456	0.269503	0.250792	0.113216
90000	-35.42623	0	-35.42623	0.114706	0.128173	0.295181	0.290685	0.16678	0.286647
100000	-29.66544	0	-29.66544	0.135652	0.195804	0.16521	0.542642	0.137179	0.146219
110000	-28.382	0	-28.382	0.183571	0.41513	0.472895	0.125433	0.110193	0.15353
120000	-26.18564	0	-26.18564	0.104554	0.223505	0.223102	0.221195	0.117292	0.303284
130000	-22.58926	0	-22.58926	0.0564796	0.167578	0.26255	0.254859	0.0883012	0.115727
140000	-23.80315	0	-23.80315	0.085917	0.155299	0.22462	0.0787067	0.0935024	0.110003
150000	-32.64719	0	-32.64719	0.109845	0.154919	0.213291	0.478365	0.289731	0.132703
160000	-24.88091	0	-24.88091	0.256478	0.360704	0.173055	0.395362	0.153156	0.167025
170000	-33.54061	0	-33.54061	0.126339	0.197023	0.26397	0.248025	0.297143	0.227822
180000	-25.43815	0	-25.43815	0.204106	0.161453	0.369678	0.113912	0.103588	0.237543
190000	-28.35954	0	-28.35954	0.153719	0.174583	0.305267	0.247812	0.209166	0.137026
200000	-30.9706	0	-30.9706	0.123309	0.405794	0.388107	0.128366	0.216849	0.303492
210000	-27.24414	0	-27.24414	0.156273	0.548399	0.170516	0.419013	0.178528	0.145885
220000	-23.64534	0	-23.64534	0.187644	0.18047	0.141508	0.155575	0.0956859	0.371263
230000	-29.42582	0	-29.42582	0.394461	0.197186	0.203492	0.129482	0.105062	0.223597
240000	-27.20533	0	-27.20533	0.250965	0.182332	0.161686	0.113047	0.122145	0.0993735
250000	-27.63289	0	-27.63289	0.195578	0.546107	0.155821	0.216407	0.123235	0.133436
260000	-26.59951	0	-26.59951	0.122371	0.173712	0.130888	0.155212	0.336352	0.149912
270000	-22.30039	0	-22.30039	0.10509	0.153762	0.216093	0.433324	0.150113	0.271131
280000	-22.73241	0	-22.73241	0.140528	0.291571	0.259392	0.320357	0.187975	0.280349
290000	-27.14122	0	-27.14122	0.230412	0.186983	0.222853	0.235648	0.220144	0.185039
300000	-26.33737	0	-26.33737	0.0706853	0.273478	0.069774	0.354148	0.185173	0.232193
310000	-25.47252	0	-25.47252	0.202561	0.0830924	0.347057	0.18654	0.163604	0.269044
320000	-32.96447	0	-32.96447	0.339278	0.237099	0.101257	0.124472	0.0769001	0.29149
330000	-33.88177	0	-33.88177	0.0600604	0.571453	0.262542	0.167829	0.117889	0.136995
340000	-25.71126	0	-25.71126	0.125179	0.150431	0.271534	0.227278	0.179857	0.101621
350000	-25.84081	0	-25.84081	0.112185	0.160709	0.098812	0.417901	0.189203	0.106975
360000	-22.43559	0	-22.43559	0.158089	0.368823	0.151145	0.227708	0.25256	0.180384
370000	-26.38438	0	-26.38438	0.149913	0.219255	0.203502	0.107903	0.148551	0.161268
380000	-30.45901	0	-30.45901	0.299686	0.261758	0.115489	0.214937	0.0708643	0.0776224
390000	-28.75452	0	-28.75452	0.116828	0.172827	0.219287	0.167297	0.351376	0.296311
400000	-31.69951	0	-31.69951	0.220514	0.0808928	0.336373	0.108539	0.166501	0.059818
410000	-28.14008	0	-28.14008	0.154227	0.154582	0.34449	0.112711	0.348121	0.256522
420000	-27.3979	0	-27.3979	0.200205	0.162673	0.0767766	0.326868	0.0798968	0.116547
430000	-27.99565	0	-27.99565	0.121922	0.283092	0.398521	0.207469	0.273609	0.26074
440000	-29.75504	0	-29.75504	0.114952	0.306475	0.345682	0.219028	0.0602331	0.153694
