Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-72.82201	0	-72.82201	0.114442	0.064363	0.0647377	0.10549	0.0861237	0.139454
10000	-34.27864	0	-34.27864	0.311091	0.196525	0.23525	0.12116	0.102365	0.109969
20000	-35.51264	0	-35.51264	0.0982917	0.208574	0.15567	0.146796	0.0271561	0.256939
30000	-31.32828	0	-31.32828	0.224293	0.285679	0.176674	0.153087	0.167135	0.0848734
40000	-35.17726	0	-35.17726	0.0654726	0.29386	0.153895	0.332949	0.157874	0.119984
50000	-30.51558	0	-30.51558	0.0695494	0.20586	0.262028	0.200218	0.084584	0.0602201
60000	-37.41291	0	-37.41291	0.0382348	0.414065	0.148005	0.322352	0.167482	0.0772475
70000	-27.78428	0	-27.78428	0.135437	0.136056	0.112229	0.100786	0.23821	0.0879021
80000	-30.16893	0	-30.16893	0.165917	0.107569	0.347991	0.0841591	0.177778	0.161342
90000	-27.8472	0	-27.8472	0.0783176	0.157614	0.155013	0.224446	0.107377	0.071045
100000	-28.81574	0	-28.81574	0.120139	0.204161	0.223851	0.302003	0.111443	0.144222
110000	-32.00295	0	-32.00295	0.100096	0.0800806	0.0914627	0.206134	0.0772623	0.257862
120000	-34.32717	0	-34.32717	0.131853	0.0719304	0.227322	0.255402	0.105492	0.133408
130000	-31.06367	0	-31.06367	0.131683	0.178876	0.170856	0.12327	0.342902	0.216214
140000	-28.72758	0	-28.72758	0.0877942	0.210405	0.140672	0.148592	0.126806	0.118931
150000	-28.13439	0	-28.13439	0.12366	0.109786	0.134754	0.0936848	0.101011	0.0931074
160000	-31.45698	0	-31.45698	0.080582	0.126066	0.16549	0.28224	0.186355	0.0651523
170000	-32.31228	0	-32.31228	0.053397	0.226647	0.208889	0.164534	0.0651975	0.130907
180000	-31.59716	0	-31.59716	0.112452	0.179186	0.121754	0.442756	0.0472642	0.0714145
190000	-31.92423	0	-31.92423	0.0692962	0.112395	0.208741	0.180823	0.0938007	0.25137
200000	-39.39342	0	-39.39342	0.154921	0.0631981	0.144625	0.202839	0.356147	0.196952
210000	-31.64948	0	-31.64948	0.0698587	0.0684426	0.0954107	0.172438	0.150535	0.121524
220000	-32.76213	0	-32.76213	0.207552	0.227196	0.124578	0.151835	0.166466	0.147294
230000	-29.1729	0	-29.1729	0.085568	0.0680903	0.193445	0.173668	0.11299	0.190415
240000	-34.48107	0	-34.48107	0.046054	0.219803	0.202771	0.473088	0.178949	0.172127
250000	-32.04527	0	-32.04527	0.148293	0.316369	0.294549	0.154525	0.251504	0.1324
260000	-28.89173	0	-28.89173	0.0760886	0.125205	0.309935	0.129075	0.161072	0.153867
270000	-32.23021	0	-32.23021	0.0720148	0.261148	0.243591	0.15108	0.193178	0.106198
280000	-33.1817	0	-33.1817	0.0594652	0.0510361	0.0918296	0.140547	0.196119	0.0475572
290000	-31.51603	0	-31.51603	0.128997	0.226441	0.157981	0.243037	0.126606	0.0613849
300000	-34.59201	0	-34.59201	0.218125	0.0995922	0.408487	0.152754	0.121841	0.249625
310000	-33.21499	0	-33.21499	0.267847	0.267058	0.154376	0.10181	0.11671	0.19268
320000	-31.92493	0	-31.92493	0.0432892	0.121032	0.354596	0.108995	0.108118	0.115146
330000	-31.35488	0	-31.35488	0.11762	0.111149	0.275887	0.245054	0.0780342	0.125874
340000	-30.01475	0	-30.01475	0.0737906	0.125915	0.227515	0.179767	0.152034	0.159607
350000	-36.99601	0	-36.99601	0.152974	0.124066	0.580521	0.422709	0.150357	0.0943235
360000	-30.81801	0	-30.81801	0.126732	0.20449	0.237538	0.206663	0.145737	0.0789336
370000	-33.47979	0	-33.47979	0.077558	0.182488	0.31874	0.161125	0.143098	0.187999
380000	-33.48501	0	-33.48501	0.128623	0.139982	0.388819	0.170209	0.369441	0.151221
390000	-27.90964	0	-27.90964	0.0759385	0.124487	0.189283	0.141071	0.0569175	0.0850392
400000	-34.03344	0	-34.03344	0.30867	0.307369	0.233511	0.207189	0.150575	0.118218
410000	-32.85299	0	-32.85299	0.163339	0.210733	0.0952458	0.19884	0.0952572	0.149785
420000	-29.98891	0	-29.98891	0.129988	0.110517	0.285539	0.185822	0.187656	0.0581135
430000	-31.67088	0	-31.67088	0.193535	0.199774	0.199467	0.155997	0.164112	0.0986843
440000	-32.12159	0	-32.12159	0.166925	0.173828	0.259917	0.147065	0.343201	0.114181
450000	-32.07892	0	-32.07892	0.178831	0.208329	0.280685	0.216377	0.191917	0.110694
460000	-28.64465	0	-28.64465	0.105583	0.242302	0.217136	0.133577	0.171245	0.157584
470000	-28.8716	0	-28.8716	0.0957625	0.113813	0.126008	0.207156	0.07133	0.102686
480000	-31.58931	0	-31.58931	0.0639169	0.219789	0.0588883	0.216509	0.203375	0.0581114
490000	-33.96369	0	-33.96369	0.0503334	0.317539	0.159781	0.094265	0.0883971	0.218118
500000	-29.01258	0	-29.01258	0.08968	0.12263	0.231967	0.113777	0.135887	0.0679421
510000	-32.18123	0	-32.18123	0.072106	0.188832	0.130391	0.232028	0.143192	0.0620155
520000	-29.72185	0	-29.72185	0.151764	0.175881	0.192197	0.250865	0.173188	0.092131
530000	-32.27145	0	-32.27145	0.0974814	0.0808591	0.0852272	0.22582	0.0721334	0.0386606
540000	-32.0616	0	-32.0616	0.071806	0.0773082	0.179384	0.249093	0.179476	0.251731
550000	-37.39061	0	-37.39061	0.145691	0.119324	0.227684	0.136153	0.176372	0.371881
560000	-30.40846	0	-30.40846	0.117797	0.0930807	0.226166	0.224334	0.0868068	0.038847
570000	-31.12422	0	-31.12422	0.110571	0.139521	0.18686	0.222767	0.133887	0.0462157
580000	-32.14395	0	-32.14395	0.0792989	0.152244	0.274124	0.307075	0.116812	0.104718
590000	-28.5096	0	-28.5096	0.0930798	0.0861835	0.15213	0.0740704	0.210285	0.143394
600000	-39.05582	0	-39.05582	0.123763	0.240936	0.10975	0.297784	0.394532	0.135892
610000	-29.27611	0	-29.27611	0.123285	0.127986	0.129942	0.127497	0.123845	0.0722064
620000	-30.36336	0	-30.36336	0.171285	0.0895575	0.257758	0.255634	0.132105	0.117419
630000	-32.52623	0	-32.52623	0.224744	0.087651	0.20994	0.0967403	0.284846	0.0651007
640000	-29.65844	0	-29.65844	0.121866	0.158447	0.250875	0.092518	0.10939	0.150241
650000	-31.65919	0	-31.65919	0.102273	0.164173	0.117159	0.26995	0.173411	0.130249
660000	-31.01762	0	-31.01762	0.080915	0.218657	0.196724	0.13124	0.10928	0.111124
670000	-33.5642	0	-33.5642	0.0786984	0.0569133	0.372777	0.210151	0.141329	0.104503
680000	-33.05417	0	-33.05417	0.141194	0.0893601	0.258386	0.26258	0.179005	0.127889
690000	-34.87655	0	-34.87655	0.0890284	0.159647	0.0391479	0.672797	0.11184	0.122958
700000	-30.40092	0	-30.40092	0.140092	0.154948	0.181972	0.348495	0.0869374	0.133176
710000	-33.78064	0	-33.78064	0.200008	0.0617882	0.263475	0.173146	0.21334	0.0481479
720000	-32.28486	0	-32.28486	0.206705	0.0995525	0.259606	0.161181	0.138578	0.0707082
730000	-31.15711	0	-31.15711	0.14823	0.111225	0.164963	0.142752	0.0727851	0.0682136
740000	-30.04605	0	-30.04605	0.134223	0.354418	0.174747	0.145749	0.182586	0.128055
750000	-30.66768	0	-30.66768	0.0801504	0.0670043	0.145092	0.137209	0.189441	0.111924
760000	-29.08945	0	-29.08945	0.0527573	0.151265	0.114988	0.128351	0.101699	0.116801
770000	-30.50131	0	-30.50131	0.140234	0.185883	0.123605	0.237919	0.07037	0.0585234
780000	-33.15982	0	-33.15982	0.0727751	0.0673892	0.193316	0.229612	0.205256	0.118681
790000	-29.71853	0	-29.71853	0.100586	0.13277	0.0855224	0.214339	0.279308	0.112121
800000	-30.89404	0	-30.89404	0.103846	0.293626	0.0886367	0.241886	0.173847	0.0520343
810000	-29.99765	0	-29.99765	0.155139	0.184481	0.352749	0.136651	0.161019	0.104992
820000	-30.62214	0	-30.62214	0.206004	0.252311	0.175376	0.14264	0.1385	0.0453812
830000	-29.99734	0	-29.99734	0.123947	0.0815406	0.170477	0.179807	0.192904	0.0486645
840000	-33.38188	0	-33.38188	0.11544	0.30108	0.301106	0.133253	0.259601	0.182524
