Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-20.74151	0	-20.74151	0.113728	0.14424	0.0776182	0.140606	0.178094	0.121098
10000	-23.17881	0	-23.17881	0.181962	0.0910847	0.510748	0.281853	0.0721903	0.219351
20000	-19.3976	0	-19.3976	0.124255	0.213532	0.116869	0.300764	0.136086	0.166798
30000	-25.29895	0	-25.29895	0.099725	0.0535724	0.152357	0.284711	0.0477384	0.238165
40000	-18.93442	0	-18.93442	0.234457	0.327533	0.155471	0.195374	0.14688	0.166745
50000	-15.83673	0	-15.83673	0.147737	0.114036	0.102501	0.262974	0.0781651	0.0697602
60000	-19.02792	0	-19.02792	0.10503	0.181123	0.0892277	0.348921	0.084131	0.206178
70000	-29.10372	0	-29.10372	0.0750757	0.312153	0.361648	0.388311	0.138266	0.128963
80000	-22.02961	0	-22.02961	0.0758355	0.126489	0.0889891	0.312483	0.160298	0.0606056
90000	-21.52884	0	-21.52884	0.109757	0.160656	0.177135	0.258367	0.118076	0.0643678
100000	-19.43344	0	-19.43344	0.165611	0.312164	0.089276	0.230403	0.155145	0.206089
110000	-18.42091	0	-18.42091	0.227017	0.175025	0.0914461	0.244043	0.255501	0.1167
120000	-23.49689	0	-23.49689	0.18927	0.412492	0.103093	0.222689	0.309048	0.270005
130000	-21.33258	0	-21.33258	0.0884289	0.245809	0.0796028	0.252188	0.322684	0.121895
140000	-22.37595	0	-22.37595	0.121876	0.316929	0.114014	0.285005	0.171171	0.339511
150000	-20.65469	0	-20.65469	0.142916	0.286216	0.162606	0.226062	0.054745	0.130536
160000	-21.51733	0	-21.51733	0.472462	0.084229	0.0859016	0.304029	0.120513	0.193314
170000	-17.47968	0	-17.47968	0.156826	0.138855	0.259987	0.241976	0.101303	0.136645
180000	-20.13108	0	-20.13108	0.165597	0.36373	0.175091	0.247575	0.148025	0.0877928
190000	-19.2571	0	-19.2571	0.110792	0.115574	0.281464	0.121653	0.0861506	0.081727
200000	-23.18321	0	-23.18321	0.190783	0.330825	0.200034	0.253607	0.082427	0.19592
210000	-24.17875	0	-24.17875	0.198551	0.457121	0.0490185	0.262183	0.0977113	0.32452
220000	-25.08321	0	-25.08321	0.142767	0.232766	0.285048	0.385065	0.385489	0.188407
230000	-19.2669	0	-19.2669	0.142122	0.202448	0.100254	0.259642	0.078597	0.0619272
240000	-21.54778	0	-21.54778	0.119645	0.10777	0.225102	0.16589	0.290081	0.12676
250000	-25.72987	0	-25.72987	0.10821	0.407637	0.161474	0.192555	0.405832	0.171598
260000	-24.80499	0	-24.80499	0.0963467	0.175562	0.251557	0.420675	0.0973582	0.305425
270000	-25.04965	0	-25.04965	0.193203	0.317589	0.345191	0.124726	0.101079	0.198064
280000	-23.8621	0	-23.8621	0.299168	0.119646	0.0450094	0.434631	0.0726748	0.100082
290000	-19.43932	0	-19.43932	0.124353	0.34416	0.142969	0.212951	0.29445	0.148456
300000	-22.63403	0	-22.63403	0.0791037	0.241423	0.148496	0.13426	0.287929	0.49223
310000	-24.57697	0	-24.57697	0.248589	0.0467423	0.306475	0.305733	0.15989	0.188669
320000	-21.67572	0	-21.67572	0.154609	0.0858841	0.12526	0.326273	0.137829	0.137604
330000	-19.67909	0	-19.67909	0.222875	0.120825	0.179424	0.295636	0.209557	0.201359
340000	-17.65058	0	-17.65058	0.207265	0.271591	0.159135	0.333764	0.0720603	0.16721
350000	-22.35243	0	-22.35243	0.179452	0.246723	0.199823	0.162865	0.140651	0.251303
360000	-19.40206	0	-19.40206	0.115927	0.265148	0.102951	0.267721	0.0543144	0.132384
370000	-20.08152	0	-20.08152	0.232319	0.197526	0.0762967	0.383259	0.105952	0.124227
380000	-22.29074	0	-22.29074	0.119678	0.133995	0.0890086	0.208371	0.259608	0.168874
390000	-20.63977	0	-20.63977	0.187845	0.25388	0.18344	0.277735	0.0982434	0.0945765
400000	-21.42844	0	-21.42844	0.211199	0.199744	0.136375	0.224744	0.151431	0.176644
410000	-25.08645	0	-25.08645	0.125619	0.352313	0.114285	0.173891	0.252883	0.174984
420000	-21.48749	0	-21.48749	0.117035	0.296691	0.0850555	0.111372	0.0693232	0.0755823
430000	-22.47975	0	-22.47975	0.0580305	0.167816	0.151419	0.205562	0.189907	0.137949
440000	-22.90776	0	-22.90776	0.0876868	0.227417	0.128595	0.332471	0.143615	0.0741933
450000	-26.65632	0	-26.65632	0.135973	0.383073	0.095147	0.596713	0.0728989	0.0887421
460000	-23.62799	0	-23.62799	0.169591	0.399439	0.141112	0.136183	0.153365	0.13282
470000	-20.57701	0	-20.57701	0.249711	0.122475	0.156368	0.227008	0.176819	0.0911499
480000	-23.49392	0	-23.49392	0.181483	0.0896338	0.389605	0.207286	0.136123	0.1974
490000	-19.09399	0	-19.09399	0.153586	0.362526	0.169972	0.295817	0.0924275	0.202476
500000	-19.71516	0	-19.71516	0.177641	0.147147	0.158599	0.216094	0.0771444	0.166967
