Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-217.9864	0	-217.9864	0.263364	0.0898326	0.179643	0.0445784	0.0781399	0.0794849
10000	-76.65049	0	-76.65049	0.169502	0.137102	0.161817	0.272677	0.0764813	0.206123
20000	-70.23912	0	-70.23912	0.161515	0.168963	0.27962	0.482163	0.0751006	0.116994
30000	-67.31672	0	-67.31672	0.156103	0.130698	0.0986077	0.253596	0.0848714	0.064694
40000	-65.82606	0	-65.82606	0.253363	0.269081	0.274096	0.321283	0.105229	0.108518
50000	-71.2929	0	-71.2929	0.187157	0.201516	0.0803123	0.259694	0.118566	0.0754222
60000	-64.98537	0	-64.98537	0.191792	0.149565	0.314258	0.24077	0.0600211	0.0745254
70000	-68.70084	0	-68.70084	0.11789	0.164621	0.185223	0.321304	0.0568621	0.133225
80000	-72.38545	0	-72.38545	0.20432	0.104499	0.266869	0.374101	0.0782206	0.158957
90000	-73.7242	0	-73.7242	0.331987	0.130226	0.180461	0.426065	0.0684833	0.115961
100000	-73.78361	0	-73.78361	0.220587	0.228431	0.162688	0.324218	0.0702655	0.07489
110000	-65.34091	0	-65.34091	0.170359	0.154004	0.12912	0.26418	0.122429	0.0510139
120000	-66.3644	0	-66.3644	0.288566	0.133427	0.130219	0.24586	0.128325	0.0965111
130000	-67.34129	0	-67.34129	0.131937	0.223149	0.162867	0.206718	0.106671	0.156412
140000	-70.69898	0	-70.69898	0.210673	0.240303	0.222955	0.384974	0.0937028	0.0932889
150000	-69.65147	0	-69.65147	0.144183	0.189661	0.155295	0.362259	0.0796318	0.220953
160000	-66.39173	0	-66.39173	0.0866794	0.163468	0.129508	0.271289	0.152998	0.124881
170000	-68.42029	0	-68.42029	0.234872	0.196224	0.266906	0.391271	0.0595238	0.162996
180000	-72.2351	0	-72.2351	0.116512	0.153408	0.233339	0.403096	0.0684231	0.199263
190000	-74.97592	0	-74.97592	0.298352	0.222764	0.0478302	0.432218	0.161372	0.10852
200000	-75.59663	0	-75.59663	0.219612	0.142683	0.209396	0.370804	0.100052	0.106064
210000	-65.96698	0	-65.96698	0.274153	0.181864	0.269115	0.279392	0.0841771	0.108024
220000	-73.824	0	-73.824	0.271263	0.129544	0.30731	0.357395	0.13441	0.0894727
230000	-69.10977	0	-69.10977	0.290827	0.203832	0.121107	0.243164	0.0981296	0.0958017
240000	-70.18326	0	-70.18326	0.136284	0.132383	0.180155	0.237451	0.0776244	0.155989
250000	-65.32812	0	-65.32812	0.189631	0.233877	0.217815	0.190144	0.0724433	0.127609
260000	-65.03387	0	-65.03387	0.26634	0.111172	0.283996	0.375497	0.113405	0.0513581
270000	-72.45836	0	-72.45836	0.189382	0.285223	0.0954008	0.408813	0.181361	0.0870349
280000	-67.51559	0	-67.51559	0.11846	0.283817	0.29001	0.265027	0.0726716	0.0943509
290000	-75.26265	0	-75.26265	0.103871	0.106366	0.25201	0.321499	0.0865033	0.136967
300000	-77.79425	0	-77.79425	0.232781	0.111678	0.125832	0.269885	0.11663	0.198554
310000	-72.48391	0	-72.48391	0.254441	0.181353	0.354725	0.306389	0.0901752	0.122117
320000	-70.17715	0	-70.17715	0.196179	0.201175	0.157065	0.376513	0.116434	0.273388
330000	-73.72782	0	-73.72782	0.193312	0.250417	0.252481	0.209484	0.0972521	0.103156
340000	-76.61928	0	-76.61928	0.128248	0.191151	0.335277	0.274819	0.103208	0.057962
350000	-66.67494	0	-66.67494	0.174252	0.153444	0.170628	0.199133	0.115004	0.175499
360000	-73.41149	0	-73.41149	0.122513	0.143772	0.146447	0.356362	0.060088	0.101979
370000	-63.15484	0	-63.15484	0.135684	0.138184	0.144363	0.287557	0.15387	0.0538649
380000	-67.93561	0	-67.93561	0.245844	0.0966522	0.148471	0.209884	0.23708	0.106292
390000	-68.53875	0	-68.53875	0.207	0.199879	0.198098	0.208857	0.0590482	0.17616
