Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-62.5412	0	-62.5412	0.215131	0.121091	0.0900117	0.107978	0.124635	0.102455
10000	-36.01552	0	-36.01552	0.354345	0.313772	0.0974377	0.167267	0.115412	0.20017
20000	-41.06456	0	-41.06456	0.230931	0.0756386	0.294221	0.354603	0.213806	0.119895
30000	-45.71024	0	-45.71024	0.206692	0.0621979	0.51305	0.205741	0.154457	0.317602
40000	-37.20104	0	-37.20104	0.206581	0.138654	0.363147	0.161135	0.219952	0.0957266
50000	-38.26311	0	-38.26311	0.147984	0.373107	0.0824597	0.163722	0.128476	0.176065
60000	-38.90062	0	-38.90062	0.17594	0.147438	0.294032	0.238545	0.0474271	0.0445665
70000	-37.97889	0	-37.97889	0.291389	0.232699	0.0776571	0.319372	0.122544	0.107855
80000	-36.99636	0	-36.99636	0.212526	0.202376	0.255192	0.169139	0.21762	0.0615159
90000	-38.89342	0	-38.89342	0.124101	0.161207	0.145418	0.170309	0.128932	0.206554
100000	-36.6222	0	-36.6222	0.222282	0.145138	0.157857	0.125859	0.141295	0.145212
110000	-42.14393	0	-42.14393	0.234739	0.263625	0.38014	0.284132	0.0522274	0.0831145
120000	-35.13162	0	-35.13162	0.262567	0.248336	0.154839	0.182438	0.136462	0.110247
130000	-39.91927	0	-39.91927	0.196207	0.263558	0.14012	0.283036	0.308027	0.261066
140000	-41.38309	0	-41.38309	0.359725	0.158714	0.397197	0.267626	0.0999696	0.13182
150000	-40.11619	0	-40.11619	0.204466	0.134283	0.229328	0.164545	0.198961	0.072721
160000	-37.54803	0	-37.54803	0.18525	0.171634	0.259305	0.23357	0.2106	0.131353
170000	-39.69586	0	-39.69586	0.100684	0.187759	0.160222	0.4032	0.0821973	0.262888
180000	-37.9236	0	-37.9236	0.202899	0.177028	0.117332	0.121196	0.186612	0.129785
190000	-40.82864	0	-40.82864	0.495778	0.0811237	0.254553	0.195849	0.206374	0.071315
200000	-40.49321	0	-40.49321	0.164305	0.241457	0.155127	0.212131	0.0551084	0.0872673
210000	-37.03961	0	-37.03961	0.440693	0.284646	0.119128	0.321926	0.157438	0.14425
220000	-40.90759	0	-40.90759	0.0608466	0.173307	0.168544	0.237929	0.175391	0.238672
230000	-38.27366	0	-38.27366	0.124642	0.266983	0.236232	0.279491	0.0970415	0.105842
240000	-37.10874	0	-37.10874	0.275076	0.208672	0.444619	0.301262	0.134011	0.086521
250000	-40.96736	0	-40.96736	0.442866	0.290554	0.161343	0.451188	0.0885539	0.32242
260000	-36.02755	0	-36.02755	0.172311	0.151526	0.201559	0.299654	0.130528	0.0604258
270000	-38.64829	0	-38.64829	0.254958	0.258658	0.287424	0.247528	0.0586304	0.191115
280000	-37.8992	0	-37.8992	0.146946	0.254424	0.174691	0.212485	0.10674	0.174451
290000	-35.90953	0	-35.90953	0.311929	0.0682503	0.167753	0.210381	0.15049	0.0866196
300000	-37.57711	0	-37.57711	0.204877	0.0991647	0.192375	0.129432	0.102987	0.147845
310000	-41.60002	0	-41.60002	0.169409	0.234573	0.170259	0.201013	0.0878638	0.257708
320000	-38.33884	0	-38.33884	0.14715	0.134085	0.410898	0.162539	0.103501	0.111353
330000	-37.42133	0	-37.42133	0.208777	0.301461	0.223189	0.131309	0.117684	0.108899
340000	-44.78446	0	-44.78446	0.0884805	0.281409	0.292194	0.686313	0.199657	0.113399
350000	-35.10321	0	-35.10321	0.230175	0.141324	0.313283	0.265667	0.201869	0.0853491
360000	-45.79803	0	-45.79803	0.201464	0.204743	0.395985	0.221501	0.127169	0.349357
370000	-40.36529	0	-40.36529	0.128849	0.165372	0.166462	0.308994	0.14185	0.267898
380000	-47.07275	0	-47.07275	0.055102	0.108013	0.133658	0.64101	0.239549	0.23104
390000	-34.14253	0	-34.14253	0.396071	0.112409	0.217196	0.280686	0.0951959	0.0744489
400000	-42.55687	0	-42.55687	0.270478	0.285138	0.108396	0.251816	0.0573931	0.120383
410000	-35.4017	0	-35.4017	0.167637	0.0812525	0.112497	0.266962	0.0879594	0.0586501
420000	-39.76332	0	-39.76332	0.204005	0.205139	0.0546895	0.373608	0.163399	0.262977
430000	-38.39367	0	-38.39367	0.185815	0.134082	0.114021	0.431413	0.10892	0.294838
440000	-36.37659	0	-36.37659	0.20689	0.29846	0.271877	0.20798	0.224252	0.118459
450000	-34.41169	0	-34.41169	0.279714	0.244976	0.0914363	0.289275	0.0838666	0.0631962
460000	-40.69803	0	-40.69803	0.335579	0.202148	0.111302	0.299207	0.0610813	0.333667
470000	-34.42938	0	-34.42938	0.163059	0.120603	0.166629	0.241392	0.209668	0.15232
480000	-38.19893	0	-38.19893	0.150785	0.0936543	0.439235	0.168571	0.0486752	0.114676
490000	-37.04484	0	-37.04484	0.224048	0.125204	0.105493	0.488732	0.126483	0.05376
500000	-37.71307	0	-37.71307	0.128117	0.206807	0.114134	0.152851	0.0901273	0.0653142
510000	-41.78805	0	-41.78805	0.133851	0.319447	0.239371	0.205732	0.284941	0.332344
520000	-39.34493	0	-39.34493	0.116325	0.106135	0.111804	0.287382	0.100883	0.232445
530000	-37.87544	0	-37.87544	0.161345	0.24801	0.157125	0.262525	0.0791707	0.0534776
540000	-40.62652	0	-40.62652	0.357036	0.127037	0.316328	0.195343	0.197047	0.170428
550000	-35.6149	0	-35.6149	0.115051	0.271066	0.184587	0.143421	0.119135	0.108951
560000	-42.74668	0	-42.74668	0.103571	0.152316	0.238287	0.60957	0.0931303	0.149204
570000	-46.32055	0	-46.32055	0.270681	0.458037	0.300206	0.167473	0.128798	0.0620941
580000	-41.23045	0	-41.23045	0.173726	0.0676433	0.197495	0.346716	0.0686995	0.076874
590000	-39.05405	0	-39.05405	0.238058	0.253512	0.314389	0.228856	0.0796765	0.102804
600000	-40.03801	0	-40.03801	0.0880109	0.111476	0.309525	0.279523	0.19448	0.170267
610000	-39.96431	0	-39.96431	0.577622	0.106434	0.266925	0.261196	0.158297	0.158902
620000	-36.30009	0	-36.30009	0.213405	0.380716	0.119482	0.173752	0.268921	0.0665526
630000	-38.00652	0	-38.00652	0.158808	0.0956767	0.225215	0.204484	0.11562	0.10298
640000	-37.24221	0	-37.24221	0.106622	0.1615	0.127628	0.172179	0.0930191	0.235743
650000	-38.4474	0	-38.4474	0.249979	0.230536	0.0878246	0.242614	0.127873	0.186142
660000	-37.41996	0	-37.41996	0.309519	0.174763	0.23817	0.14808	0.204696	0.137411
670000	-38.99102	0	-38.99102	0.170178	0.119221	0.248783	0.348696	0.11233	0.0570111
680000	-38.24376	0	-38.24376	0.163462	0.250932	0.154766	0.137907	0.268642	0.085007
690000	-35.6958	0	-35.6958	0.322929	0.105099	0.0752065	0.251498	0.152774	0.0826284
700000	-33.10308	0	-33.10308	0.275221	0.186905	0.131155	0.255696	0.144369	0.126399
710000	-35.93449	0	-35.93449	0.0734051	0.113225	0.107984	0.236949	0.0938642	0.0979519
720000	-36.71392	0	-36.71392	0.0860117	0.119942	0.0898518	0.184534	0.0585872	0.159305
730000	-33.84236	0	-33.84236	0.192578	0.198944	0.184191	0.229016	0.235651	0.125992
740000	-35.00623	0	-35.00623	0.159688	0.142063	0.268612	0.121585	0.117765	0.114417
750000	-37.90776	0	-37.90776	0.41931	0.27844	0.168472	0.121548	0.110285	0.12945
760000	-40.39072	0	-40.39072	0.197505	0.165588	0.141623	0.129343	0.166273	0.208571
770000	-36.41147	0	-36.41147	0.187855	0.265987	0.0714878	0.224905	0.0737427	0.113472
780000	-36.20434	0	-36.20434	0.0926859	0.126786	0.139977	0.331519	0.11251	0.209116
790000	-40.82477	0	-40.82477	0.258272	0.221227	0.149531	0.232549	0.0654526	0.280277
800000	-33.69075	0	-33.69075	0.1612	0.094883	0.187868	0.237605	0.170141	0.0946243
810000	-39.20037	0	-39.20037	0.231533	0.172369	0.25122	0.303872	0.142075	0.0632234
820000	-40.4846	0	-40.4846	0.079202	0.110423	0.178884	0.34239	0.111199	0.0977878
830000	-39.23867	0	-39.23867	0.262663	0.320183	0.114455	0.249979	0.091973	0.199511
840000	-43.19673	0	-43.19673	0.0480822	0.367475	0.179373	0.334009	0.106313	0.128568
850000	-40.782	0	-40.782	0.253614	0.704117	0.228788	0.145987	0.180687	0.181355
860000	-44.72692	0	-44.72692	0.186036	0.304268	0.538125	0.452417	0.151573	0.0895377
870000	-41.01152	0	-41.01152	0.0994118	0.0470928	0.108847	0.359924	0.13101	0.185073
880000	-43.2689	0	-43.2689	0.164625	0.263147	0.315384	0.146877	0.0887395	0.247758
890000	-40.17387	0	-40.17387	0.146992	0.24288	0.17974	0.484343	0.0780201	0.151537
900000	-39.92972	0	-39.92972	0.251007	0.241124	0.173095	0.326249	0.149066	0.179735
910000	-41.56996	0	-41.56996	0.180592	0.125896	0.202742	0.0810375	0.260147	0.111293
920000	-37.25288	0	-37.25288	0.220357	0.23264	0.178909	0.284567	0.134124	0.275494
930000	-38.20396	0	-38.20396	0.16174	0.197103	0.133819	0.0753402	0.186724	0.0769294
940000	-41.18459	0	-41.18459	0.598228	0.170131	0.27709	0.417221	0.11878	0.150004
950000	-38.64108	0	-38.64108	0.0986534	0.0819576	0.134571	0.222495	0.13278	0.205569
960000	-38.22799	0	-38.22799	0.139179	0.204689	0.0850488	0.356933	0.0304334	0.10307
970000	-37.55594	0	-37.55594	0.0939711	0.292726	0.0796997	0.274343	0.182738	0.0922574
980000	-40.24811	0	-40.24811	0.104272	0.23256	0.187705	0.493955	0.160621	0.132653
990000	-40.61943	0	-40.61943	0.161842	0.225434	0.346387	0.190927	0.185801	0.193844
1000000	-41.29972	0	-41.29972	0.107868	0.243092	0.205528	0.486779	0.0715021	0.1265
1010000	-35.70062	0	-35.70062	0.360147	0.138404	0.104416	0.266141	0.115111	0.177668
1020000	-43.12433	0	-43.12433	0.32456	0.23835	0.18153	0.258888	0.119835	0.240529
1030000	-37.82306	0	-37.82306	0.14762	0.279596	0.103064	0.137855	0.191004	0.163866
1040000	-37.25898	0	-37.25898	0.196417	0.468878	0.0624752	0.28211	0.100084	0.0589162
1050000	-38.21166	0	-38.21166	0.279163	0.256061	0.188909	0.261915	0.0986737	0.0711411
1060000	-40.48626	0	-40.48626	0.108367	0.0906311	0.151405	0.319639	0.129833	0.254261
1070000	-37.79404	0	-37.79404	0.262919	0.164448	0.0796979	0.240287	0.0928027	0.0632291
1080000	-36.99609	0	-36.99609	0.264857	0.248116	0.146011	0.256951	0.229583	0.0959445
1090000	-41.66198	0	-41.66198	0.23434	0.0966238	0.347409	0.329552	0.0842302	0.153538
1100000	-35.75535	0	-35.75535	0.16693	0.0827633	0.142881	0.312651	0.0845553	0.0838663
1110000	-36.67647	0	-36.67647	0.199877	0.169996	0.0502632	0.24084	0.141434	0.159519
1120000	-44.09477	0	-44.09477	0.12475	0.13302	0.266095	0.54578	0.197042	0.107261
1130000	-33.92315	0	-33.92315	0.148629	0.208541	0.112703	0.271137	0.100269	0.130752
1140000	-41.36649	0	-41.36649	0.119363	0.254801	0.279887	0.156271	0.184606	0.115133
1150000	-37.96425	0	-37.96425	0.190328	0.14357	0.0885692	0.260637	0.212037	0.049087
1160000	-41.13344	0	-41.13344	0.0955777	0.129914	0.317963	0.216296	0.082614	0.0932507
1170000	-50.07426	0	-50.07426	0.487278	0.117147	0.194969	0.0671412	0.145913	0.525815
1180000	-38.33815	0	-38.33815	0.264443	0.119946	0.297386	0.288135	0.225574	0.182408
1190000	-40.20706	0	-40.20706	0.247895	0.0787967	0.539674	0.146551	0.135201	0.068436
1200000	-37.85926	0	-37.85926	0.0974555	0.0848125	0.16296	0.130087	0.159958	0.127158
1210000	-37.86061	0	-37.86061	0.137812	0.147681	0.18736	0.259673	0.22119	0.110373
1220000	-37.45231	0	-37.45231	0.225205	0.15791	0.28693	0.188454	0.0343016	0.0804792
1230000	-36.25217	0	-36.25217	0.104507	0.335848	0.172803	0.145625	0.0877384	0.13062
1240000	-39.9974	0	-39.9974	0.170642	0.225926	0.050903	0.173431	0.0530303	0.120706
1250000	-40.08851	0	-40.08851	0.0388508	0.114499	0.246385	0.172906	0.0482335	0.0706641
1260000	-35.13248	0	-35.13248	0.232702	0.300515	0.156261	0.263288	0.123453	0.17871
1270000	-40.35859	0	-40.35859	0.54383	0.115849	0.367338	0.283594	0.117945	0.094584
1280000	-39.1571	0	-39.1571	0.272276	0.165528	0.275795	0.181091	0.0876135	0.145549
1290000	-43.61357	0	-43.61357	0.312462	0.137696	0.209663	0.204204	0.12584	0.219388
1300000	-37.21845	0	-37.21845	0.325274	0.268107	0.127582	0.349816	0.0901507	0.113932
1310000	-36.48974	0	-36.48974	0.136914	0.12645	0.0745081	0.215138	0.135398	0.129162
1320000	-43.7974	0	-43.7974	0.0695713	0.0919783	0.150971	0.435395	0.0748479	0.136901
1330000	-39.7284	0	-39.7284	0.173169	0.149991	0.134708	0.097137	0.107439	0.145
1340000	-37.92379	0	-37.92379	0.103285	0.245106	0.148451	0.288033	0.156781	0.0758158
1350000	-37.25801	0	-37.25801	0.226137	0.168733	0.166106	0.396668	0.0859926	0.0737004
1360000	-38.42024	0	-38.42024	0.337616	0.195211	0.141657	0.367441	0.204911	0.0884501
1370000	-43.76395	0	-43.76395	0.188737	0.326257	0.30915	0.155225	0.278885	0.171026
1380000	-38.5238	0	-38.5238	0.336418	0.164786	0.168774	0.454057	0.0766131	0.150536
1390000	-37.74264	0	-37.74264	0.275143	0.141198	0.191321	0.131527	0.0840216	0.0585234
