Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	mu[1]	mu[2]	mu[3]
0	-38.0372	0	-38.0372	0.10036	0.105038	0.279998	0.155289	0.100036	0.164677
10000	-33.52268	0	-33.52268	0.163872	0.321885	0.224959	0.135518	0.305153	0.0787284
20000	-33.25379	0	-33.25379	0.125653	0.198533	0.157183	0.370697	0.0928005	0.147939
30000	-28.37819	0	-28.37819	0.113102	0.217715	0.177899	0.257473	0.159692	0.148229
40000	-28.50399	0	-28.50399	0.169499	0.151121	0.225174	0.0938179	0.249848	0.189317
50000	-30.74251	0	-30.74251	0.246325	0.324955	0.230396	0.183501	0.108885	0.163368
60000	-32.16411	0	-32.16411	0.301208	0.210837	0.139453	0.25122	0.116046	0.160009
70000	-33.46557	0	-33.46557	0.0454464	0.112953	0.092689	0.106206	0.108287	0.144552
80000	-32.23554	0	-32.23554	0.0466207	0.185637	0.129467	0.115521	0.131784	0.0700288
90000	-29.80741	0	-29.80741	0.0624087	0.150267	0.148942	0.115624	0.146367	0.0695532
100000	-28.80554	0	-28.80554	0.230123	0.221204	0.208625	0.202955	0.0853086	0.142317
110000	-29.7949	0	-29.7949	0.147431	0.304934	0.259122	0.141283	0.0841243	0.158323
120000	-38.92857	0	-38.92857	0.172958	0.089105	0.388675	0.594409	0.230688	0.13652
130000	-33.24131	0	-33.24131	0.153327	0.298781	0.172563	0.13801	0.319971	0.14922
140000	-28.22283	0	-28.22283	0.291271	0.109523	0.191554	0.20833	0.137273	0.198993
150000	-31.34532	0	-31.34532	0.108414	0.220865	0.0920847	0.296076	0.0729351	0.0781883
160000	-31.55218	0	-31.55218	0.197567	0.051747	0.39455	0.335758	0.222605	0.197325
170000	-32.64269	0	-32.64269	0.103151	0.187192	0.281829	0.231482	0.0768175	0.206152
180000	-31.85564	0	-31.85564	0.128644	0.0858182	0.232011	0.195787	0.154618	0.0731662
190000	-29.96671	0	-29.96671	0.23138	0.0661844	0.0792895	0.0962304	0.10794	0.0695725
200000	-31.1451	0	-31.1451	0.0957209	0.128679	0.115761	0.26589	0.0704488	0.0980352
210000	-31.0395	0	-31.0395	0.0788902	0.0497047	0.162253	0.270438	0.257615	0.189825
220000	-32.86174	0	-32.86174	0.183827	0.0967168	0.111029	0.193759	0.160429	0.1137
230000	-28.33629	0	-28.33629	0.0928448	0.164494	0.283145	0.16399	0.311914	0.0687752
240000	-28.32556	0	-28.32556	0.112607	0.22245	0.177692	0.206349	0.108906	0.210893
250000	-35.21973	0	-35.21973	0.105971	0.175397	0.160385	0.213129	0.228076	0.116141
260000	-27.01875	0	-27.01875	0.154936	0.135349	0.178969	0.112266	0.250916	0.203629
270000	-28.88139	0	-28.88139	0.0433323	0.11922	0.292562	0.3205	0.123438	0.206345
280000	-28.94518	0	-28.94518	0.0728349	0.117404	0.120726	0.20045	0.0975522	0.0801995
290000	-33.00687	0	-33.00687	0.156646	0.141494	0.107511	0.213532	0.131802	0.169665
300000	-30.96125	0	-30.96125	0.0696901	0.095185	0.12976	0.207174	0.0778205	0.0712115
310000	-33.01229	0	-33.01229	0.103172	0.157977	0.232013	0.273223	0.130982	0.297613
320000	-35.56328	0	-35.56328	0.114972	0.214946	0.105093	0.257151	0.13315	0.109699
330000	-35.25455	0	-35.25455	0.416414	0.0905697	0.141761	0.301915	0.171157	0.129032
340000	-28.24724	0	-28.24724	0.203764	0.0416418	0.271144	0.170467	0.0769072	0.1532
350000	-30.05764	0	-30.05764	0.362005	0.0901368	0.342095	0.101241	0.0866791	0.162531
360000	-27.84011	0	-27.84011	0.156249	0.105021	0.101331	0.0984425	0.12429	0.244465
370000	-32.06977	0	-32.06977	0.114641	0.113147	0.100859	0.207327	0.0620312	0.0707121
380000	-33.20804	0	-33.20804	0.128042	0.309081	0.311935	0.169196	0.351252	0.0818024
390000	-22.52533	0	-22.52533	0.115449	0.0999688	0.266189	0.154748	0.129174	0.133091
400000	-30.12155	0	-30.12155	0.165878	0.139129	0.319604	0.138591	0.256354	0.190947
410000	-30.88151	0	-30.88151	0.0755483	0.298974	0.145948	0.203094	0.254492	0.155369
420000	-27.65166	0	-27.65166	0.177843	0.0679149	0.0692729	0.124527	0.185487	0.142553
430000	-31.65159	0	-31.65159	0.113937	0.110971	0.398179	0.220326	0.271235	0.117382
440000	-31.68124	0	-31.68124	0.140285	0.135459	0.16942	0.215975	0.117668	0.186881
450000	-25.26653	0	-25.26653	0.111333	0.0714412	0.180751	0.214497	0.192744	0.0987251
460000	-30.32316	0	-30.32316	0.241884	0.123281	0.164926	0.213558	0.257269	0.142756
470000	-31.23939	0	-31.23939	0.0736442	0.106689	0.142411	0.309599	0.252675	0.0814774
480000	-33.4473	0	-33.4473	0.183735	0.160409	0.191631	0.0686187	0.0792782	0.163827
490000	-33.68104	0	-33.68104	0.279791	0.201856	0.250797	0.526115	0.11735	0.113396
500000	-28.33147	0	-28.33147	0.0520077	0.262926	0.278081	0.15223	0.150992	0.117841
510000	-30.01025	0	-30.01025	0.110382	0.0729916	0.164307	0.377587	0.124124	0.273096
520000	-29.07949	0	-29.07949	0.0355756	0.108178	0.358352	0.174036	0.1302	0.237306
530000	-30.01793	0	-30.01793	0.115968	0.0721879	0.203876	0.180803	0.134129	0.0422446
540000	-31.06552	0	-31.06552	0.174685	0.22077	0.256761	0.309086	0.34526	0.151064
550000	-33.65202	0	-33.65202	0.130656	0.229888	0.174122	0.136594	0.26363	0.202452
560000	-36.678	0	-36.678	0.664922	0.0642234	0.148501	0.220757	0.137331	0.177963
570000	-25.7509	0	-25.7509	0.109339	0.0846208	0.236387	0.165696	0.183613	0.132322
580000	-39.56616	0	-39.56616	0.404644	0.0632525	0.247169	0.545875	0.188619	0.174191
590000	-34.47885	0	-34.47885	0.195239	0.269833	0.145464	0.366772	0.206045	0.0601351
600000	-29.18243	0	-29.18243	0.154166	0.128528	0.272128	0.164482	0.102744	0.0545202
610000	-28.66723	0	-28.66723	0.180132	0.28105	0.214257	0.237351	0.122867	0.113405
620000	-28.36254	0	-28.36254	0.077512	0.214658	0.0812523	0.18981	0.104818	0.106533
630000	-27.73146	0	-27.73146	0.111436	0.149837	0.17367	0.150546	0.175637	0.0825047
640000	-30.37418	0	-30.37418	0.376425	0.17338	0.152534	0.191366	0.196193	0.0674608
650000	-31.37569	0	-31.37569	0.0709621	0.0869213	0.0988738	0.262383	0.123145	0.138037
660000	-31.66382	0	-31.66382	0.167405	0.138202	0.130188	0.0741283	0.127608	0.0799721
670000	-34.26458	0	-34.26458	0.251316	0.338452	0.235416	0.337168	0.120768	0.104246
680000	-31.55909	0	-31.55909	0.0954339	0.147186	0.458217	0.268132	0.130799	0.109028
690000	-26.38937	0	-26.38937	0.105611	0.0892404	0.290539	0.274753	0.142204	0.0496434
700000	-32.70215	0	-32.70215	0.0422067	0.134443	0.151638	0.176111	0.377683	0.118628
710000	-28.70521	0	-28.70521	0.174089	0.130738	0.44676	0.099043	0.100101	0.17993
720000	-24.05042	0	-24.05042	0.11199	0.135561	0.126264	0.136394	0.124907	0.141094
730000	-31.93734	0	-31.93734	0.273343	0.0934234	0.275702	0.182899	0.29	0.151623
740000	-31.06241	0	-31.06241	0.171765	0.101979	0.295876	0.180387	0.309036	0.339734
750000	-33.74522	0	-33.74522	0.0915023	0.166219	0.351422	0.201772	0.0834589	0.141826
